%%% Bode Mag Phase 
frequency speed  m1 m2 p1 p2
1.000000000000e-03 1.000000000000e+01 -2.718103844254e+01 -2.687335448406e+01 -1.797519033226e+02 -1.797397437984e+02 
1.013925407559e-03 1.000000000000e+01 -2.718104179469e+01 -2.687335866603e+01 -1.797484485814e+02 -1.797361197304e+02 
1.028044732093e-03 1.000000000000e+01 -2.718104523717e+01 -2.687336295630e+01 -1.797449457356e+02 -1.797324451998e+02 
1.042360673976e-03 1.000000000000e+01 -2.718104877179e+01 -2.687336735680e+01 -1.797413941155e+02 -1.797287195042e+02 
1.056875971185e-03 1.000000000000e+01 -2.718105240263e+01 -2.687337187294e+01 -1.797377930423e+02 -1.797249419312e+02 
1.071593399823e-03 1.000000000000e+01 -2.718105613141e+01 -2.687337650668e+01 -1.797341418273e+02 -1.797211117587e+02 
1.086515774653e-03 1.000000000000e+01 -2.718105996176e+01 -2.687338126263e+01 -1.797304397725e+02 -1.797172282543e+02 
1.101645949634e-03 1.000000000000e+01 -2.718106389605e+01 -2.687338614365e+01 -1.797266861703e+02 -1.797132906756e+02 
1.116986818468e-03 1.000000000000e+01 -2.718106793733e+01 -2.687339115357e+01 -1.797228803030e+02 -1.797092982699e+02 
1.132541315153e-03 1.000000000000e+01 -2.718107208897e+01 -2.687339629662e+01 -1.797190214430e+02 -1.797052502737e+02 
1.148312414544e-03 1.000000000000e+01 -2.718107635382e+01 -2.687340157621e+01 -1.797151088526e+02 -1.797011459134e+02 
1.164303132921e-03 1.000000000000e+01 -2.718108073542e+01 -2.687340699677e+01 -1.797111417839e+02 -1.796969844042e+02 
1.180516528569e-03 1.000000000000e+01 -2.718108523693e+01 -2.687341256223e+01 -1.797071194784e+02 -1.796927649506e+02 
1.196955702359e-03 1.000000000000e+01 -2.718108986191e+01 -2.687341827692e+01 -1.797030411673e+02 -1.796884867459e+02 
1.213623798344e-03 1.000000000000e+01 -2.718109461396e+01 -2.687342414533e+01 -1.796989060710e+02 -1.796841489722e+02 
1.230524004359e-03 1.000000000000e+01 -2.718109949668e+01 -2.687343017208e+01 -1.796947133989e+02 -1.796797508005e+02 
1.247659552631e-03 1.000000000000e+01 -2.718110451358e+01 -2.687343636128e+01 -1.796904623497e+02 -1.796752913898e+02 
1.265033720396e-03 1.000000000000e+01 -2.718110966903e+01 -2.687344271847e+01 -1.796861521107e+02 -1.796707698878e+02 
1.282649830528e-03 1.000000000000e+01 -2.718111496598e+01 -2.687344924699e+01 -1.796817818579e+02 -1.796661854301e+02 
1.300511252173e-03 1.000000000000e+01 -2.718112040928e+01 -2.687345595318e+01 -1.796773507561e+02 -1.796615371404e+02 
1.318621401395e-03 1.000000000000e+01 -2.718112600318e+01 -2.687346284211e+01 -1.796728579583e+02 -1.796568241301e+02 
1.336983741825e-03 1.000000000000e+01 -2.718113175173e+01 -2.687346991881e+01 -1.796683026057e+02 -1.796520454984e+02 
1.355601785329e-03 1.000000000000e+01 -2.718113765903e+01 -2.687347718819e+01 -1.796636838275e+02 -1.796472003319e+02 
1.374479092678e-03 1.000000000000e+01 -2.718114373010e+01 -2.687348465673e+01 -1.796590007410e+02 -1.796422877044e+02 
1.393619274224e-03 1.000000000000e+01 -2.718114996917e+01 -2.687349232935e+01 -1.796542524511e+02 -1.796373066770e+02 
1.413025990600e-03 1.000000000000e+01 -2.718115638122e+01 -2.687350021221e+01 -1.796494380503e+02 -1.796322562976e+02 
1.432702953410e-03 1.000000000000e+01 -2.718116297126e+01 -2.687350831167e+01 -1.796445566184e+02 -1.796271356009e+02 
1.452653925947e-03 1.000000000000e+01 -2.718116974418e+01 -2.687351663354e+01 -1.796396072224e+02 -1.796219436081e+02 
1.472882723908e-03 1.000000000000e+01 -2.718117670495e+01 -2.687352518392e+01 -1.796345889163e+02 -1.796166793271e+02 
1.493393216124e-03 1.000000000000e+01 -2.718118385934e+01 -2.687353397000e+01 -1.796295007413e+02 -1.796113417515e+02 
