%%% Bode Mag Phase 
frequency speed  m1 m2 m3 m4 p1 p2 p3 p4
1.82226512e-01 0.00000000e+00 -1.10003828e+01 -2.62852189e+00 -1.61962850e+02 -7.39984941e+00 -1.12916865e+00 1.76122754e+02 1.65148781e+02 -5.84662724e+00 
1.83541262e-01 0.00000000e+00 -1.09888154e+01 -2.62068731e+00 -1.61946037e+02 -7.39226807e+00 -1.14966349e+00 1.76099241e+02 1.65032899e+02 -5.88419858e+00 
1.84865499e-01 0.00000000e+00 -1.09770740e+01 -2.61275408e+00 -1.61928983e+02 -7.38459219e+00 -1.17059984e+00 1.76075613e+02 1.64915936e+02 -5.92198403e+00 
1.86199289e-01 0.00000000e+00 -1.09651558e+01 -2.60472106e+00 -1.61911686e+02 -7.37682068e+00 -1.19198824e+00 1.76051869e+02 1.64797877e+02 -5.95998510e+00 
1.87542702e-01 0.00000000e+00 -1.09530583e+01 -2.59658708e+00 -1.61894142e+02 -7.36895247e+00 -1.21383953e+00 1.76028008e+02 1.64678705e+02 -5.99820333e+00 
1.88895808e-01 0.00000000e+00 -1.09407785e+01 -2.58835099e+00 -1.61876346e+02 -7.36098647e+00 -1.23616481e+00 1.76004029e+02 1.64558405e+02 -6.03664032e+00 
1.90258677e-01 0.00000000e+00 -1.09283137e+01 -2.58001161e+00 -1.61858297e+02 -7.35292155e+00 -1.25897549e+00 1.75979931e+02 1.64436962e+02 -6.07529769e+00 
1.91631379e-01 0.00000000e+00 -1.09156609e+01 -2.57156773e+00 -1.61839989e+02 -7.34475661e+00 -1.28228326e+00 1.75955714e+02 1.64314359e+02 -6.11417712e+00 
1.93013984e-01 0.00000000e+00 -1.09028172e+01 -2.56301816e+00 -1.61821419e+02 -7.33649050e+00 -1.30610015e+00 1.75931375e+02 1.64190579e+02 -6.15328033e+00 
1.94406565e-01 0.00000000e+00 -1.08897797e+01 -2.55436167e+00 -1.61802584e+02 -7.32812208e+00 -1.33043847e+00 1.75906915e+02 1.64065605e+02 -6.19260909e+00 
1.95809194e-01 0.00000000e+00 -1.08765452e+01 -2.54559702e+00 -1.61783479e+02 -7.31965020e+00 -1.35531088e+00 1.75882332e+02 1.63939420e+02 -6.23216520e+00 
1.97221942e-01 0.00000000e+00 -1.08631109e+01 -2.53672298e+00 -1.61764101e+02 -7.31107368e+00 -1.38073039e+00 1.75857625e+02 1.63812006e+02 -6.27195054e+00 
1.98644883e-01 0.00000000e+00 -1.08494734e+01 -2.52773826e+00 -1.61744445e+02 -7.30239133e+00 -1.40671034e+00 1.75832793e+02 1.63683344e+02 -6.31196701e+00 
2.00078091e-01 0.00000000e+00 -1.08356296e+01 -2.51864159e+00 -1.61724507e+02 -7.29360196e+00 -1.43326441e+00 1.75807834e+02 1.63553415e+02 -6.35221660e+00 
2.01521639e-01 0.00000000e+00 -1.08215764e+01 -2.50943169e+00 -1.61704284e+02 -7.28470435e+00 -1.46040669e+00 1.75782747e+02 1.63422202e+02 -6.39270132e+00 
2.02975602e-01 0.00000000e+00 -1.08073103e+01 -2.50010722e+00 -1.61683771e+02 -7.27569728e+00 -1.48815162e+00 1.75757531e+02 1.63289684e+02 -6.43342326e+00 
2.04440055e-01 0.00000000e+00 -1.07928281e+01 -2.49066688e+00 -1.61662964e+02 -7.26657949e+00 -1.51651404e+00 1.75732185e+02 1.63155840e+02 -6.47438456e+00 
2.05915074e-01 0.00000000e+00 -1.07781264e+01 -2.48110932e+00 -1.61641859e+02 -7.25734974e+00 -1.54550919e+00 1.75706706e+02 1.63020651e+02 -6.51558742e+00 
2.07400736e-01 0.00000000e+00 -1.07632017e+01 -2.47143317e+00 -1.61620450e+02 -7.24800676e+00 -1.57515273e+00 1.75681094e+02 1.62884096e+02 -6.55703411e+00 
2.08897116e-01 0.00000000e+00 -1.07480506e+01 -2.46163706e+00 -1.61598735e+02 -7.23854925e+00 -1.60546074e+00 1.75655347e+02 1.62746153e+02 -6.59872696e+00 
2.10404293e-01 0.00000000e+00 -1.07326694e+01 -2.45171961e+00 -1.61576707e+02 -7.22897591e+00 -1.63644974e+00 1.75629463e+02 1.62606800e+02 -6.64066836e+00 
2.11922343e-01 0.00000000e+00 -1.07170545e+01 -2.44167939e+00 -1.61554364e+02 -7.21928543e+00 -1.66813672e+00 1.75603441e+02 1.62466014e+02 -6.68286079e+00 
2.13451347e-01 0.00000000e+00 -1.07012022e+01 -2.43151498e+00 -1.61531699e+02 -7.20947646e+00 -1.70053912e+00 1.75577278e+02 1.62323772e+02 -6.72530679e+00 
2.14991382e-01 0.00000000e+00 -1.06851089e+01 -2.42122494e+00 -1.61508708e+02 -7.19954766e+00 -1.73367487e+00 1.75550973e+02 1.62180052e+02 -6.76800897e+00 
2.16542528e-01 0.00000000e+00 -1.06687706e+01 -2.41080780e+00 -1.61485387e+02 -7.18949765e+00 -1.76756240e+00 1.75524524e+02 1.62034828e+02 -6.81097002e+00 
2.18104866e-01 0.00000000e+00 -1.06521836e+01 -2.40026207e+00 -1.61461731e+02 -7.17932505e+00 -1.80222064e+00 1.75497929e+02 1.61888076e+02 -6.85419270e+00 
2.19678475e-01 0.00000000e+00 -1.06353438e+01 -2.38958625e+00 -1.61437733e+02 -7.16902846e+00 -1.83766907e+00 1.75471186e+02 1.61739770e+02 -6.89767988e+00 
2.21263439e-01 0.00000000e+00 -1.06182474e+01 -2.37877882e+00 -1.61413391e+02 -7.15860644e+00 -1.87392771e+00 1.75444293e+02 1.61589884e+02 -6.94143448e+00 
2.22859837e-01 0.00000000e+00 -1.06008901e+01 -2.36783824e+00 -1.61388697e+02 -7.14805757e+00 -1.91101712e+00 1.75417248e+02 1.61438392e+02 -6.98545953e+00 
2.24467754e-01 0.00000000e+00 -1.05832680e+01 -2.35676293e+00 -1.61363648e+02 -7.13738037e+00 -1.94895848e+00 1.75390047e+02 1.61285266e+02 -7.02975813e+00 
2.26087271e-01 0.00000000e+00 -1.05653767e+01 -2.34555132e+00 -1.61338237e+02 -7.12657336e+00 -1.98777353e+00 1.75362690e+02 1.61130478e+02 -7.07433349e+00 
2.27718474e-01 0.00000000e+00 -1.05472121e+01 -2.33420180e+00 -1.61312460e+02 -7.11563506e+00 -2.02748466e+00 1.75335172e+02 1.60973999e+02 -7.11918890e+00 
2.29361445e-01 0.00000000e+00 -1.05287698e+01 -2.32271274e+00 -1.61286311e+02 -7.10456393e+00 -2.06811488e+00 1.75307493e+02 1.60815800e+02 -7.16432776e+00 
2.31016270e-01 0.00000000e+00 -1.05100453e+01 -2.31108248e+00 -1.61259784e+02 -7.09335843e+00 -2.10968787e+00 1.75279649e+02 1.60655850e+02 -7.20975356e+00 
2.32683035e-01 0.00000000e+00 -1.04910342e+01 -2.29930935e+00 -1.61232874e+02 -7.08201700e+00 -2.15222798e+00 1.75251637e+02 1.60494119e+02 -7.25546990e+00 
2.34361825e-01 0.00000000e+00 -1.04717320e+01 -2.28739166e+00 -1.61205575e+02 -7.07053806e+00 -2.19576028e+00 1.75223454e+02 1.60330574e+02 -7.30148048e+00 
2.36052727e-01 0.00000000e+00 -1.04521340e+01 -2.27532768e+00 -1.61177881e+02 -7.05891999e+00 -2.24031053e+00 1.75195098e+02 1.60165183e+02 -7.34778911e+00 
2.37755829e-01 0.00000000e+00 -1.04322354e+01 -2.26311565e+00 -1.61149786e+02 -7.04716117e+00 -2.28590529e+00 1.75166566e+02 1.59997912e+02 -7.39439972e+00 
2.39471219e-01 0.00000000e+00 -1.04120316e+01 -2.25075382e+00 -1.61121284e+02 -7.03525994e+00 -2.33257185e+00 1.75137853e+02 1.59828727e+02 -7.44131635e+00 
2.41198986e-01 0.00000000e+00 -1.03915176e+01 -2.23824038e+00 -1.61092369e+02 -7.02321462e+00 -2.38033833e+00 1.75108958e+02 1.59657592e+02 -7.48854317e+00 
2.42939218e-01 0.00000000e+00 -1.03706885e+01 -2.22557350e+00 -1.61063035e+02 -7.01102351e+00 -2.42923365e+00 1.75079876e+02 1.59484470e+02 -7.53608446e+00 
2.44692006e-01 0.00000000e+00 -1.03495393e+01 -2.21275133e+00 -1.61033275e+02 -6.99868488e+00 -2.47928760e+00 1.75050604e+02 1.59309326e+02 -7.58394463e+00 
2.46457440e-01 0.00000000e+00 -1.03280648e+01 -2.19977199e+00 -1.61003083e+02 -6.98619698e+00 -2.53053085e+00 1.75021138e+02 1.59132120e+02 -7.63212822e+00 
2.48235611e-01 0.00000000e+00 -1.03062599e+01 -2.18663357e+00 -1.60972453e+02 -6.97355801e+00 -2.58299498e+00 1.74991475e+02 1.58952812e+02 -7.68063990e+00 
2.50026612e-01 0.00000000e+00 -1.02841194e+01 -2.17333414e+00 -1.60941377e+02 -6.96076619e+00 -2.63671253e+00 1.74961610e+02 1.58771364e+02 -7.72948449e+00 
2.51830534e-01 0.00000000e+00 -1.02616378e+01 -2.15987171e+00 -1.60909850e+02 -6.94781965e+00 -2.69171698e+00 1.74931539e+02 1.58587732e+02 -7.77866695e+00 
2.53647472e-01 0.00000000e+00 -1.02388097e+01 -2.14624430e+00 -1.60877863e+02 -6.93471655e+00 -2.74804285e+00 1.74901259e+02 1.58401874e+02 -7.82819237e+00 
2.55477519e-01 0.00000000e+00 -1.02156296e+01 -2.13244987e+00 -1.60845411e+02 -6.92145498e+00 -2.80572569e+00 1.74870765e+02 1.58213747e+02 -7.87806600e+00 
2.57320770e-01 0.00000000e+00 -1.01920918e+01 -2.11848636e+00 -1.60812486e+02 -6.90803303e+00 -2.86480213e+00 1.74840052e+02 1.58023305e+02 -7.92829325e+00 
2.59177319e-01 0.00000000e+00 -1.01681907e+01 -2.10435167e+00 -1.60779081e+02 -6.89444872e+00 -2.92530991e+00 1.74809116e+02 1.57830502e+02 -7.97887967e+00 
2.61047264e-01 0.00000000e+00 -1.01439205e+01 -2.09004367e+00 -1.60745188e+02 -6.88070008e+00 -2.98728794e+00 1.74777952e+02 1.57635290e+02 -8.02983100e+00 
2.62930700e-01 0.00000000e+00 -1.01192752e+01 -2.07556019e+00 -1.60710800e+02 -6.86678508e+00 -3.05077632e+00 1.74746554e+02 1.57437620e+02 -8.08115313e+00 
2.64827724e-01 0.00000000e+00 -1.00942489e+01 -2.06089904e+00 -1.60675910e+02 -6.85270166e+00 -3.11581639e+00 1.74714919e+02 1.57237442e+02 -8.13285212e+00 
2.66738436e-01 0.00000000e+00 -1.00688355e+01 -2.04605798e+00 -1.60640509e+02 -6.83844774e+00 -3.18245075e+00 1.74683040e+02 1.57034704e+02 -8.18493422e+00 
2.68662933e-01 0.00000000e+00 -1.00430288e+01 -2.03103472e+00 -1.60604590e+02 -6.82402120e+00 -3.25072335e+00 1.74650911e+02 1.56829352e+02 -8.23740583e+00 
2.70601316e-01 0.00000000e+00 -1.00168226e+01 -2.01582696e+00 -1.60568146e+02 -6.80941986e+00 -3.32067951e+00 1.74618529e+02 1.56621332e+02 -8.29027359e+00 
2.72553683e-01 0.00000000e+00 -9.99021052e+00 -2.00043235e+00 -1.60531167e+02 -6.79464154e+00 -3.39236597e+00 1.74585885e+02 1.56410586e+02 -8.34354429e+00 
2.74520137e-01 0.00000000e+00 -9.96318610e+00 -1.98484848e+00 -1.60493646e+02 -6.77968399e+00 -3.46583093e+00 1.74552975e+02 1.56197058e+02 -8.39722492e+00 
2.76500779e-01 0.00000000e+00 -9.93574278e+00 -1.96907293e+00 -1.60455575e+02 -6.76454494e+00 -3.54112415e+00 1.74519792e+02 1.55980686e+02 -8.45132270e+00 
2.78495710e-01 0.00000000e+00 -9.90787391e+00 -1.95310322e+00 -1.60416944e+02 -6.74922208e+00 -3.61829694e+00 1.74486330e+02 1.55761409e+02 -8.50584503e+00 
2.80505035e-01 0.00000000e+00 -9.87957274e+00 -1.93693682e+00 -1.60377746e+02 -6.73371304e+00 -3.69740226e+00 1.74452582e+02 1.55539164e+02 -8.56079954e+00 
2.82528858e-01 0.00000000e+00 -9.85083244e+00 -1.92057116e+00 -1.60337971e+02 -6.71801542e+00 -3.77849478e+00 1.74418541e+02 1.55313885e+02 -8.61619408e+00 
2.84567282e-01 0.00000000e+00 -9.82164605e+00 -1.90400365e+00 -1.60297611e+02 -6.70212679e+00 -3.86163091e+00 1.74384200e+02 1.55085505e+02 -8.67203672e+00 
2.86620413e-01 0.00000000e+00 -9.79200653e+00 -1.88723160e+00 -1.60256657e+02 -6.68604464e+00 -3.94686891e+00 1.74349551e+02 1.54853954e+02 -8.72833576e+00 
2.88688357e-01 0.00000000e+00 -9.76190674e+00 -1.87025232e+00 -1.60215099e+02 -6.66976646e+00 -4.03426892e+00 1.74314588e+02 1.54619161e+02 -8.78509976e+00 
2.90771221e-01 0.00000000e+00 -9.73133944e+00 -1.85306306e+00 -1.60172929e+02 -6.65328965e+00 -4.12389304e+00 1.74279303e+02 1.54381052e+02 -8.84233750e+00 
2.92869113e-01 0.00000000e+00 -9.70029730e+00 -1.83566099e+00 -1.60130137e+02 -6.63661158e+00 -4.21580544e+00 1.74243686e+02 1.54139551e+02 -8.90005804e+00 
2.94982141e-01 0.00000000e+00 -9.66877288e+00 -1.81804325e+00 -1.60086713e+02 -6.61972958e+00 -4.31007235e+00 1.74207731e+02 1.53894579e+02 -8.95827067e+00 
2.97110414e-01 0.00000000e+00 -9.63675865e+00 -1.80020695e+00 -1.60042647e+02 -6.60264091e+00 -4.40676225e+00 1.74171427e+02 1.53646057e+02 -9.01698496e+00 
2.99254043e-01 0.00000000e+00 -9.60424699e+00 -1.78214909e+00 -1.59997930e+02 -6.58534279e+00 -4.50594586e+00 1.74134768e+02 1.53393899e+02 -9.07621078e+00 
3.01413138e-01 0.00000000e+00 -9.57123017e+00 -1.76386666e+00 -1.59952552e+02 -6.56783239e+00 -4.60769627e+00 1.74097743e+02 1.53138021e+02 -9.13595824e+00 
3.03587811e-01 0.00000000e+00 -9.53770038e+00 -1.74535656e+00 -1.59906503e+02 -6.55010680e+00 -4.71208904e+00 1.74060343e+02 1.52878334e+02 -9.19623776e+00 
3.05778173e-01 0.00000000e+00 -9.50364972e+00 -1.72661567e+00 -1.59859772e+02 -6.53216307e+00 -4.81920225e+00 1.74022558e+02 1.52614746e+02 -9.25706008e+00 
3.07984339e-01 0.00000000e+00 -9.46907019e+00 -1.70764076e+00 -1.59812349e+02 -6.51399821e+00 -4.92911665e+00 1.73984379e+02 1.52347162e+02 -9.31843622e+00 
3.10206422e-01 0.00000000e+00 -9.43395372e+00 -1.68842858e+00 -1.59764223e+02 -6.49560913e+00 -5.04191571e+00 1.73945795e+02 1.52075486e+02 -9.38037752e+00 
3.12444538e-01 0.00000000e+00 -9.39829214e+00 -1.66897578e+00 -1.59715384e+02 -6.47699271e+00 -5.15768578e+00 1.73906795e+02 1.51799617e+02 -9.44289565e+00 
3.14698801e-01 0.00000000e+00 -9.36207721e+00 -1.64927897e+00 -1.59665820e+02 -6.45814576e+00 -5.27651616e+00 1.73867369e+02 1.51519450e+02 -9.50600263e+00 
3.16969329e-01 0.00000000e+00 -9.32530061e+00 -1.62933468e+00 -1.59615522e+02 -6.43906502e+00 -5.39849921e+00 1.73827505e+02 1.51234879e+02 -9.56971080e+00 
3.19256238e-01 0.00000000e+00 -9.28795395e+00 -1.60913938e+00 -1.59564478e+02 -6.41974715e+00 -5.52373053e+00 1.73787191e+02 1.50945792e+02 -9.63403286e+00 
3.21559647e-01 0.00000000e+00 -9.25002876e+00 -1.58868945e+00 -1.59512676e+02 -6.40018877e+00 -5.65230899e+00 1.73746416e+02 1.50652075e+02 -9.69898190e+00 
3.23879675e-01 0.00000000e+00 -9.21151653e+00 -1.56798122e+00 -1.59460105e+02 -6.38038641e+00 -5.78433695e+00 1.73705167e+02 1.50353610e+02 -9.76457134e+00 
3.26216442e-01 0.00000000e+00 -9.17240867e+00 -1.54701093e+00 -1.59406754e+02 -6.36033654e+00 -5.91992036e+00 1.73663432e+02 1.50050274e+02 -9.83081504e+00 
3.28570068e-01 0.00000000e+00 -9.13269656e+00 -1.52577473e+00 -1.59352611e+02 -6.34003553e+00 -6.05916889e+00 1.73621197e+02 1.49741942e+02 -9.89772722e+00 
3.30940676e-01 0.00000000e+00 -9.09237151e+00 -1.50426873e+00 -1.59297665e+02 -6.31947972e+00 -6.20219607e+00 1.73578448e+02 1.49428483e+02 -9.96532253e+00 
3.33328388e-01 0.00000000e+00 -9.05142483e+00 -1.48248892e+00 -1.59241904e+02 -6.29866532e+00 -6.34911949e+00 1.73535172e+02 1.49109760e+02 -1.00336160e+01 
3.35733326e-01 0.00000000e+00 -9.00984777e+00 -1.46043122e+00 -1.59185315e+02 -6.27758849e+00 -6.50006093e+00 1.73491354e+02 1.48785636e+02 -1.01026232e+01 
3.38155616e-01 0.00000000e+00 -8.96763160e+00 -1.43809148e+00 -1.59127887e+02 -6.25624530e+00 -6.65514650e+00 1.73446979e+02 1.48455966e+02 -1.01723601e+01 
3.40595383e-01 0.00000000e+00 -8.92476755e+00 -1.41546542e+00 -1.59069608e+02 -6.23463174e+00 -6.81450687e+00 1.73402033e+02 1.48120600e+02 -1.02428430e+01 
3.43052752e-01 0.00000000e+00 -8.88124688e+00 -1.39254872e+00 -1.59010465e+02 -6.21274370e+00 -6.97827741e+00 1.73356499e+02 1.47779384e+02 -1.03140888e+01 
3.45527851e-01 0.00000000e+00 -8.83706086e+00 -1.36933694e+00 -1.58950447e+02 -6.19057699e+00 -7.14659839e+00 1.73310361e+02 1.47432157e+02 -1.03861150e+01 
3.48020808e-01 0.00000000e+00 -8.79220079e+00 -1.34582553e+00 -1.58889540e+02 -6.16812733e+00 -7.31961516e+00 1.73263602e+02 1.47078756e+02 -1.04589395e+01 
3.50531752e-01 0.00000000e+00 -8.74665806e+00 -1.32200988e+00 -1.58827734e+02 -6.14539034e+00 -7.49747839e+00 1.73216205e+02 1.46719008e+02 -1.05325805e+01 
3.53060811e-01 0.00000000e+00 -8.70042407e+00 -1.29788525e+00 -1.58765015e+02 -6.12236155e+00 -7.68034424e+00 1.73168152e+02 1.46352736e+02 -1.06070572e+01 
3.55608118e-01 0.00000000e+00 -8.65349035e+00 -1.27344681e+00 -1.58701372e+02 -6.09903637e+00 -7.86837460e+00 1.73119424e+02 1.45979756e+02 -1.06823890e+01 
3.58173803e-01 0.00000000e+00 -8.60584852e+00 -1.24868961e+00 -1.58636791e+02 -6.07541014e+00 -8.06173732e+00 1.73070004e+02 1.45599880e+02 -1.07585959e+01 
3.60757999e-01 0.00000000e+00 -8.55749036e+00 -1.22360861e+00 -1.58571261e+02 -6.05147806e+00 -8.26060642e+00 1.73019870e+02 1.45212910e+02 -1.08356988e+01 
3.63360840e-01 0.00000000e+00 -8.50840776e+00 -1.19819865e+00 -1.58504770e+02 -6.02723524e+00 -8.46516237e+00 1.72969004e+02 1.44818643e+02 -1.09137188e+01 
3.65982461e-01 0.00000000e+00 -8.45859285e+00 -1.17245445e+00 -1.58437305e+02 -6.00267669e+00 -8.67559232e+00 1.72917384e+02 1.44416868e+02 -1.09926779e+01 
3.68622996e-01 0.00000000e+00 -8.40803795e+00 -1.14637062e+00 -1.58368855e+02 -5.97779728e+00 -8.89209036e+00 1.72864988e+02 1.44007366e+02 -1.10725987e+01 
3.71282582e-01 0.00000000e+00 -8.35673561e+00 -1.11994164e+00 -1.58299407e+02 -5.95259178e+00 -9.11485780e+00 1.72811795e+02 1.43589910e+02 -1.11535045e+01 
3.73961358e-01 0.00000000e+00 -8.30467870e+00 -1.09316188e+00 -1.58228950e+02 -5.92705484e+00 -9.34410345e+00 1.72757782e+02 1.43164268e+02 -1.12354191e+01 
3.76659460e-01 0.00000000e+00 -8.25186041e+00 -1.06602557e+00 -1.58157472e+02 -5.90118098e+00 -9.58004390e+00 1.72702926e+02 1.42730195e+02 -1.13183673e+01 
3.79377029e-01 0.00000000e+00 -8.19827426e+00 -1.03852682e+00 -1.58084963e+02 -5.87496458e+00 -9.82290380e+00 1.72647201e+02 1.42287440e+02 -1.14023746e+01 
3.82114205e-01 0.00000000e+00 -8.14391424e+00 -1.01065959e+00 -1.58011411e+02 -5.84839993e+00 -1.00729162e+01 1.72590583e+02 1.41835742e+02 -1.14874670e+01 
3.84871130e-01 0.00000000e+00 -8.08877476e+00 -9.82417706e-01 -1.57936805e+02 -5.82148114e+00 -1.03303229e+01 1.72533047e+02 1.41374831e+02 -1.15736717e+01 
3.87647945e-01 0.00000000e+00 -8.03285078e+00 -9.53794869e-01 -1.57861136e+02 -5.79420220e+00 -1.05953746e+01 1.72474565e+02 1.40904427e+02 -1.16610164e+01 
3.90444795e-01 0.00000000e+00 -7.97613780e+00 -9.24784619e-01 -1.57784395e+02 -5.76655697e+00 -1.08683314e+01 1.72415109e+02 1.40424239e+02 -1.17495298e+01 
3.93261824e-01 0.00000000e+00 -7.91863201e+00 -8.95380349e-01 -1.57706570e+02 -5.73853916e+00 -1.11494630e+01 1.72354653e+02 1.39933968e+02 -1.18392416e+01 
3.96099178e-01 0.00000000e+00 -7.86033029e+00 -8.65575301e-01 -1.57627655e+02 -5.71014231e+00 -1.14390494e+01 1.72293165e+02 1.39433302e+02 -1.19301822e+01 
3.98957003e-01 0.00000000e+00 -7.80123030e+00 -8.35362557e-01 -1.57547640e+02 -5.68135983e+00 -1.17373805e+01 1.72230617e+02 1.38921918e+02 -1.20223831e+01 
4.01835447e-01 0.00000000e+00 -7.74133061e+00 -8.04735039e-01 -1.57466519e+02 -5.65218497e+00 -1.20447572e+01 1.72166976e+02 1.38399480e+02 -1.21158767e+01 
4.04734659e-01 0.00000000e+00 -7.68063071e+00 -7.73685503e-01 -1.57384286e+02 -5.62261080e+00 -1.23614914e+01 1.72102210e+02 1.37865645e+02 -1.22106965e+01 
4.07654788e-01 0.00000000e+00 -7.61913118e+00 -7.42206532e-01 -1.57300934e+02 -5.59263024e+00 -1.26879063e+01 1.72036287e+02 1.37320051e+02 -1.23068770e+01 
4.10595986e-01 0.00000000e+00 -7.55683375e+00 -7.10290537e-01 -1.57216459e+02 -5.56223605e+00 -1.30243369e+01 1.71969171e+02 1.36762328e+02 -1.24044539e+01 
4.13558404e-01 0.00000000e+00 -7.49374145e+00 -6.77929746e-01 -1.57130858e+02 -5.53142078e+00 -1.33711301e+01 1.71900827e+02 1.36192092e+02 -1.25034640e+01 
4.16542196e-01 0.00000000e+00 -7.42985868e+00 -6.45116204e-01 -1.57044128e+02 -5.50017682e+00 -1.37286455e+01 1.71831218e+02 1.35608943e+02 -1.26039453e+01 
4.19547516e-01 0.00000000e+00 -7.36519141e+00 -6.11841766e-01 -1.56956269e+02 -5.46849638e+00 -1.40972550e+01 1.71760306e+02 1.35012471e+02 -1.27059369e+01 
4.22574519e-01 0.00000000e+00 -7.29974725e+00 -5.78098092e-01 -1.56867282e+02 -5.43637148e+00 -1.44773436e+01 1.71688052e+02 1.34402248e+02 -1.28094794e+01 
4.25623362e-01 0.00000000e+00 -7.23353567e+00 -5.43876641e-01 -1.56777168e+02 -5.40379393e+00 -1.48693098e+01 1.71614415e+02 1.33777835e+02 -1.29146147e+01 
4.28694201e-01 0.00000000e+00 -7.16656812e+00 -5.09168666e-01 -1.56685932e+02 -5.37075534e+00 -1.52735654e+01 1.71539353e+02 1.33138776e+02 -1.30213858e+01 
4.31787197e-01 0.00000000e+00 -7.09885823e+00 -4.73965212e-01 -1.56593579e+02 -5.33724713e+00 -1.56905357e+01 1.71462822e+02 1.32484599e+02 -1.31298376e+01 
4.34902508e-01 0.00000000e+00 -7.03042199e+00 -4.38257103e-01 -1.56500119e+02 -5.30326049e+00 -1.61206602e+01 1.71384779e+02 1.31814820e+02 -1.32400163e+01 
4.38040296e-01 0.00000000e+00 -6.96127797e+00 -4.02034944e-01 -1.56405562e+02 -5.26878641e+00 -1.65643923e+01 1.71305175e+02 1.31128937e+02 -1.33519694e+01 
4.41200723e-01 0.00000000e+00 -6.89144753e+00 -3.65289108e-01 -1.56309921e+02 -5.23381564e+00 -1.70221994e+01 1.71223963e+02 1.30426433e+02 -1.34657465e+01 
4.44383952e-01 0.00000000e+00 -6.82095502e+00 -3.28009734e-01 -1.56213211e+02 -5.19833870e+00 -1.74945629e+01 1.71141093e+02 1.29706775e+02 -1.35813986e+01 
4.47590148e-01 0.00000000e+00 -6.74982810e+00 -2.90186723e-01 -1.56115453e+02 -5.16234589e+00 -1.79819782e+01 1.71056514e+02 1.28969416e+02 -1.36989785e+01 
4.50819477e-01 0.00000000e+00 -6.67809795e+00 -2.51809723e-01 -1.56016668e+02 -5.12582725e+00 -1.84849544e+01 1.70970171e+02 1.28213791e+02 -1.38185409e+01 
4.54072105e-01 0.00000000e+00 -6.60579956e+00 -2.12868132e-01 -1.55916883e+02 -5.08877258e+00 -1.90040143e+01 1.70882010e+02 1.27439322e+02 -1.39401425e+01 
4.57348200e-01 0.00000000e+00 -6.53297206e+00 -1.73351084e-01 -1.55816127e+02 -5.05117142e+00 -1.95396934e+01 1.70791973e+02 1.26645414e+02 -1.40638418e+01 
4.60647932e-01 0.00000000e+00 -6.45965900e+00 -1.33247446e-01 -1.55714434e+02 -5.01301306e+00 -2.00925398e+01 1.70700001e+02 1.25831460e+02 -1.41896995e+01 
4.63971471e-01 0.00000000e+00 -6.38590868e+00 -9.25458102e-02 -1.55611843e+02 -4.97428649e+00 -2.06631136e+01 1.70606031e+02 1.24996837e+02 -1.43177785e+01 
4.67318989e-01 0.00000000e+00 -6.31177451e+00 -5.12344855e-02 -1.55508398e+02 -4.93498045e+00 -2.12519853e+01 1.70510000e+02 1.24140910e+02 -1.44481441e+01 
4.70690660e-01 0.00000000e+00 -6.23731540e+00 -9.30149039e-03 -1.55404146e+02 -4.89508339e+00 -2.18597357e+01 1.70411842e+02 1.23263031e+02 -1.45808636e+01 
4.74086657e-01 0.00000000e+00 -6.16259607e+00 3.32654540e-02 -1.55299142e+02 -4.85458345e+00 -2.24869534e+01 1.70311487e+02 1.22362542e+02 -1.47160072e+01 
4.77507155e-01 0.00000000e+00 -6.08768749e+00 7.64789323e-02 -1.55193446e+02 -4.81346850e+00 -2.31342342e+01 1.70208865e+02 1.21438777e+02 -1.48536475e+01 
4.80952333e-01 0.00000000e+00 -6.01266727e+00 1.20351843e-01 -1.55087124e+02 -4.77172608e+00 -2.38021787e+01 1.70103900e+02 1.20491060e+02 -1.49938598e+01 
4.84422367e-01 0.00000000e+00 -5.93762004e+00 1.64897406e-01 -1.54980251e+02 -4.72934342e+00 -2.44913903e+01 1.69996517e+02 1.19518711e+02 -1.51367224e+01 
4.87917437e-01 0.00000000e+00 -5.86263790e+00 2.10129171e-01 -1.54872905e+02 -4.68630742e+00 -2.52024722e+01 1.69886635e+02 1.18521046e+02 -1.52823164e+01 
4.91437723e-01 0.00000000e+00 -5.78782079e+00 2.56061028e-01 -1.54765174e+02 -4.64260465e+00 -2.59360254e+01 1.69774170e+02 1.17497383e+02 -1.54307262e+01 
4.94983409e-01 0.00000000e+00 -5.71327692e+00 3.02707211e-01 -1.54657156e+02 -4.59822136e+00 -2.66926443e+01 1.69659037e+02 1.16447040e+02 -1.55820393e+01 
4.98554676e-01 0.00000000e+00 -5.63912314e+00 3.50082314e-01 -1.54548953e+02 -4.55314340e+00 -2.74729137e+01 1.69541146e+02 1.15369344e+02 -1.57363466e+01 
5.02151709e-01 0.00000000e+00 -5.56548534e+00 3.98201292e-01 -1.54440679e+02 -4.50735632e+00 -2.82774044e+01 1.69420403e+02 1.14263630e+02 -1.58937429e+01 
5.05774695e-01 0.00000000e+00 -5.49249876e+00 4.47079476e-01 -1.54332454e+02 -4.46084526e+00 -2.91066684e+01 1.69296712e+02 1.13129252e+02 -1.60543263e+01 
