%%% Speed, Mode, Body, Rotation centre, Axis of rotation
0.00000000e+00  16  r-axle-b -6.41750000e-01 + 0.00000000e+00i, -4.88576744e+10 + 1.22455787e+05i, -1.59131958e+11 + -1.51628861e+06i, 2.33490000e-01 + 0.00000000e+00i, 9.29300000e-01 + -1.00000000e-05i, -2.85320000e-01 + 0.00000000e+00i, 
0.00000000e+00  16  lr-axle -7.29230000e-01 + 0.00000000e+00i, -4.92165821e+09 + 1.23708355e+04i, -1.60288659e+10 + -1.52776133e+05i, -9.51130000e-01 + 0.00000000e+00i, 2.94960000e-01 + 0.00000000e+00i, -9.05700000e-02 + 0.00000000e+00i, 
0.00000000e+00  16  rr-axle -7.53270000e-01 + 0.00000000e+00i, -4.92300982e+09 + 1.23667890e+04i, -1.60248961e+10 + -1.52756619e+05i, -9.51130000e-01 + 0.00000000e+00i, 2.94950000e-01 + 0.00000000e+00i, -9.06100000e-02 + 0.00000000e+00i, 
0.00000000e+00  16  chassis -1.96100000e-02 + 0.00000000e+00i, -6.62707814e+09 + 1.66530840e+04i, -2.15744189e+10 + -2.05643326e+05i, -9.33630000e-01 + 0.00000000e+00i, 3.42230000e-01 + 0.00000000e+00i, -1.05120000e-01 + 0.00000000e+00i, 
0.00000000e+00  16  lf-wheel 7.62000000e-01 + 0.00000000e+00i, 6.00000000e-01 + 0.00000000e+00i, 0.00000000e+00 + 0.00000000e+00i, 0.00000000e+00 + 0.00000000e+00i, 1.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 
0.00000000e+00  16  rf-wheel 7.62000000e-01 + 0.00000000e+00i, -6.00000000e-01 + 0.00000000e+00i, 0.00000000e+00 + 0.00000000e+00i, 0.00000000e+00 + 0.00000000e+00i, 1.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 
0.00000000e+00  16  lr-wheel -7.62000000e-01 + 0.00000000e+00i, 6.00000000e-01 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 1.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 
0.00000000e+00  16  rr-wheel -7.62000000e-01 + 0.00000000e+00i, -6.00000000e-01 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 1.00000000e+00 + 0.00000000e+00i, -0.00000000e+00 + 0.00000000e+00i, 


