%%% Bode Mag Phase 
frequency speed  m1 m2 m3 m4 p1 p2 p3 p4
3.17528102e-01 0.00000000e+00 -1.31277072e+01 -1.55267791e+01 -4.00313338e+01 -1.57365685e+01 -9.84870381e+00 -1.23951208e+02 1.21582085e+02 -2.88243334e+01 
3.19507977e-01 0.00000000e+00 -1.03266102e+01 -1.93022591e+01 -5.28089688e+01 -8.57706879e+01 -3.17786460e+00 1.70248657e+02 1.42665868e+02 -1.86536842e+00 
3.21500197e-01 0.00000000e+00 -1.08619991e+01 -8.09719231e+00 -5.01371106e+01 -1.17874627e+01 -4.28528999e+00 1.74894858e+02 -6.08626167e+00 -1.39849380e+01 
3.23504839e-01 0.00000000e+00 -1.02256985e+01 -2.00712103e+01 -4.90410586e+01 -6.53783758e+01 1.13057020e+00 1.70603988e+02 -1.49952267e+02 7.88927213e+01 
3.25521981e-01 0.00000000e+00 -1.08075181e+01 -1.35891662e+01 -2.92439835e+01 -1.94893436e+01 3.80169615e+00 -1.76371705e+02 -7.50282697e+01 3.83982624e+01 
3.27551700e-01 0.00000000e+00 -9.95064963e+00 -2.04330285e+01 -4.38952743e+01 -5.07233666e+01 -2.00700621e+00 1.71545431e+02 1.62481112e+02 4.06233729e+01 
3.29594075e-01 0.00000000e+00 -1.59669373e+01 -4.42525009e+00 -2.55542208e+01 -1.54060216e+01 1.72342120e+01 -1.32618015e+02 -3.86131604e+01 2.52087737e+01 
3.31649185e-01 0.00000000e+00 -1.09781494e+01 -1.43497488e+01 -3.00015674e+01 -2.01202189e+01 3.42013695e+00 -1.68116912e+02 -6.58837058e+01 3.89152553e+01 
3.33717109e-01 0.00000000e+00 -1.09951591e+01 -1.80458961e+01 -5.04487886e+01 -5.70853957e+01 -7.81246738e+00 1.74834068e+02 1.36999972e+02 1.03328348e+02 
3.35797926e-01 0.00000000e+00 -1.23571703e+01 -1.65798743e+01 -3.78270915e+01 -3.70961999e+01 -3.32386260e+00 -1.52546567e+02 -1.54036165e+02 -7.72615105e+01 
3.37891719e-01 0.00000000e+00 -1.04522872e+01 -1.95163637e+01 -4.53326472e+01 -5.04166292e+01 -5.62810020e-02 1.66121172e+02 -2.72273971e+01 -2.74632955e+01 
3.39998567e-01 0.00000000e+00 -1.10626519e+01 -1.21497190e+01 -5.19638330e+01 -1.42469026e+01 -8.22874609e+00 1.47460129e+02 8.78110318e+01 -1.21382529e+01 
3.42118551e-01 0.00000000e+00 -9.52302553e+00 -2.00815410e+01 -3.93222518e+01 -3.98644704e+01 -3.72457911e+00 1.77804141e+02 1.50821647e+02 2.22655386e+01 
3.44251754e-01 0.00000000e+00 -1.01527373e+01 -2.10632180e+01 -5.02659261e+01 -6.25040530e+01 -1.84326330e+00 1.67905996e+02 1.65665037e+02 6.39749863e+01 
3.46398259e-01 0.00000000e+00 -1.00646106e+01 -1.33149026e+01 -3.85640944e+01 -3.35750523e+01 -3.02947979e+00 1.75276855e+02 -4.03320548e+01 1.25686913e+02 
3.48558147e-01 0.00000000e+00 -1.06724957e+01 -6.86189613e+00 -3.70329137e+01 -1.63429228e+01 -1.29289243e+00 -1.75970407e+02 -4.61195281e+00 -9.56568914e+00 
3.50731503e-01 0.00000000e+00 -1.05724771e+01 -1.74326959e+01 -5.74653904e+01 -4.85335246e+01 -6.55984277e+00 1.76724203e+02 1.49771172e+01 -1.03765906e+01 
3.52918410e-01 0.00000000e+00 -1.00517803e+01 -2.20074758e+01 -3.53965562e+01 -3.58561068e+01 -5.05779220e+00 1.67071538e+02 1.64724054e+02 -7.19920966e+00 
3.55118954e-01 0.00000000e+00 -1.07191777e+01 -6.22416762e+00 -3.65811833e+01 -1.75287232e+01 -1.03108217e+00 -1.72681741e+02 -8.90087922e+00 -3.37935653e+00 
3.57333218e-01 0.00000000e+00 -1.20108262e+01 -1.33594000e+01 -4.19835721e+01 -3.73236347e+01 -9.32706054e+00 -1.56297922e+02 -1.63559871e+02 -1.31223935e+02 
3.59561289e-01 0.00000000e+00 -1.01841888e+01 -1.06666950e+01 -4.28057919e+01 -1.99930956e+01 -4.87062845e+00 1.64544076e+02 -7.64140652e+00 -4.73421390e+00 
3.61803252e-01 0.00000000e+00 -9.39846163e+00 -2.18188410e+01 -4.49044081e+01 -4.90861813e+01 -3.69102135e+00 1.75964050e+02 1.18756626e+02 -2.38794106e+00 
3.64059195e-01 0.00000000e+00 -9.79461588e+00 -2.20629098e+01 -5.06722803e+01 -5.63100964e+01 -2.75391929e+00 1.68526546e+02 1.21443721e+02 1.38309507e+01 
3.66329204e-01 0.00000000e+00 -9.83456722e+00 -2.16578414e+01 -4.48940300e+01 -5.30311468e+01 -5.68049822e+00 1.73026877e+02 1.02059087e+02 1.62664436e+01 
3.68613368e-01 0.00000000e+00 -9.91228476e+00 -1.92806198e+01 -4.74611651e+01 -4.48717327e+01 -5.62846879e+00 1.66583845e+02 1.39272127e+02 5.45947231e+01 
3.70911773e-01 0.00000000e+00 -1.07862646e+01 -1.34192567e+01 -4.88615277e+01 -4.13785062e+01 -4.87801633e+00 -1.50815043e+02 -1.62984234e+02 -1.15798626e+02 
3.73224510e-01 0.00000000e+00 -1.07387763e+01 -7.87499286e+00 -3.80859842e+01 -2.29006550e+01 -4.44528560e+00 -1.73512586e+02 4.91041276e+00 -9.46585244e+00 
3.75551668e-01 0.00000000e+00 -1.07755804e+01 -2.08399529e+01 -4.43414921e+01 -5.12756362e+01 -7.46341562e+00 -1.70781127e+02 1.51779642e+02 1.70915573e+02 
3.77893336e-01 0.00000000e+00 -1.00199366e+01 -1.39815279e+01 -4.17357804e+01 -2.20288623e+01 -6.19215576e+00 1.50626017e+02 5.39672778e+01 -2.55615609e+01 
3.80249605e-01 0.00000000e+00 -1.05020633e+01 -1.97662985e+01 -4.12400723e+01 -4.09326313e+01 9.29072445e-03 -1.63864841e+02 -1.16968535e+02 -3.71388255e+01 
3.82620565e-01 0.00000000e+00 -9.99097722e+00 -1.81662599e+01 -4.65712567e+01 -4.15760897e+01 -8.08393914e+00 1.78875657e+02 1.10924755e+02 5.16812890e+01 
3.85006310e-01 0.00000000e+00 -9.98364618e+00 -2.76973991e+01 -3.66334920e+01 -2.66312009e+01 -6.10895611e+00 9.80854395e+01 1.49889670e+02 -3.53901204e+01 
3.87406930e-01 0.00000000e+00 -9.35632569e+00 -2.01995405e+01 -3.41386779e+01 -2.45418002e+01 -6.07109130e+00 1.50406149e+02 1.60432068e+02 -1.43349332e+01 
3.89822519e-01 0.00000000e+00 -9.73624007e+00 -2.28540443e+01 -4.58163774e+01 -4.80318783e+01 -4.20699869e+00 1.65078991e+02 1.50065739e+02 5.15187803e+01 
3.92253169e-01 0.00000000e+00 -9.65845168e+00 -2.57766836e+01 -4.62581367e+01 -5.25957437e+01 -3.84444935e+00 -1.76980750e+02 1.44562357e+02 -9.31271410e+01 
3.94698976e-01 0.00000000e+00 -9.99634051e+00 -2.11119908e+01 -5.41531383e+01 -4.88423917e+01 -2.66804142e+00 -1.70084563e+02 -9.57196840e+01 -2.90903249e+01 
3.97160032e-01 0.00000000e+00 -9.91076939e+00 -2.25152221e+01 -6.77577556e+01 -6.10169245e+01 -3.79937202e+00 -1.71068202e+02 -1.61802955e+02 1.44906550e+01 
3.99636434e-01 0.00000000e+00 -9.28049451e+00 -2.03665771e+01 -3.51855210e+01 -2.42088421e+01 -6.01912103e+00 1.30579678e+02 1.56848124e+02 -2.12879849e+01 
4.02128277e-01 0.00000000e+00 -9.90500917e+00 -1.70884878e+01 -5.06703165e+01 -3.77740046e+01 -3.04555209e+00 -1.59621429e+02 -9.96559509e+01 -4.11102757e+01 
4.04635658e-01 0.00000000e+00 -9.78157184e+00 -2.12144549e+01 -5.51022101e+01 -6.08999828e+01 -4.60961232e+00 1.59308502e+02 1.74867287e+02 1.18842062e+02 
4.07158672e-01 0.00000000e+00 -9.24730145e+00 -2.63835632e+01 -4.34252513e+01 -4.17035152e+01 -2.89398043e+00 1.76342192e+02 1.57029854e+02 -1.60023526e+01 
4.09697419e-01 0.00000000e+00 -9.71888493e+00 -1.81310326e+01 -7.27789616e+01 -4.46847973e+01 -3.41652396e+00 -1.62618577e+02 -2.04394198e+01 1.89817267e+00 
4.12251995e-01 0.00000000e+00 -9.23546564e+00 -2.78422115e+01 -5.77965169e+01 -7.11203251e+01 -2.46161039e+00 -1.79229714e+02 1.69676474e+02 1.76682207e+02 
4.14822499e-01 0.00000000e+00 -9.94576171e+00 -1.49211205e+01 -4.99260372e+01 -3.82360904e+01 -2.42826466e+00 -1.44901063e+02 -1.42643367e+02 -7.23778541e+01 
4.17409032e-01 0.00000000e+00 -1.02014567e+01 -2.07095133e+01 -4.13175061e+01 -4.19266387e+01 -8.85313132e+00 1.63772899e+02 1.65204012e+02 9.29076093e+01 
4.20011692e-01 0.00000000e+00 -9.89128060e+00 -7.67276267e+00 -4.53388903e+01 -2.08024214e+01 -4.05888969e+00 -1.68839695e+02 -1.04063496e+00 1.83063726e+00 
4.22630580e-01 0.00000000e+00 -9.07744938e+00 -2.90945088e+01 -5.75423771e+01 -6.99513594e+01 -1.78078969e+00 -1.71401644e+02 1.70967655e+02 1.73138718e+02 
4.25265798e-01 0.00000000e+00 -9.09438905e+00 -2.97386363e+01 -5.75161318e+01 -6.96187863e+01 -2.99219543e+00 -1.73261761e+02 1.68732588e+02 1.75381455e+02 
4.27917447e-01 0.00000000e+00 -8.82250174e+00 -1.53394219e+01 -4.26633608e+01 -2.57036463e+01 -2.58139249e+00 -1.79408745e+02 1.74747629e+02 -7.36001587e+00 
4.30585630e-01 0.00000000e+00 -9.21516111e+00 -1.91693637e+01 -5.26493405e+01 -4.43294728e+01 -5.17241881e+00 1.50618059e+02 -1.59061089e+02 1.18922369e+02 
4.33270450e-01 0.00000000e+00 -9.12037009e+00 -3.11141668e+01 -5.76845207e+01 -6.85267414e+01 -2.43531513e+00 -1.61090486e+02 1.69775500e+02 1.71874456e+02 
4.35972010e-01 0.00000000e+00 -8.97530144e+00 -1.25338455e+01 -4.32416065e+01 -2.45269191e+01 1.60907513e+00 -1.47698322e+02 -1.43676813e+02 6.77735343e+00 
4.38690416e-01 0.00000000e+00 -1.16087225e+01 -7.22427812e+00 -3.73063473e+01 -2.39231829e+01 1.42102955e+00 -1.34901663e+02 -4.62769927e+01 1.43085506e+01 
4.41425771e-01 0.00000000e+00 -8.92346939e+00 -3.15314128e+01 -5.75912797e+01 -6.80304538e+01 -1.71400554e+00 -1.58229694e+02 1.72578830e+02 1.71689037e+02 
4.44178182e-01 0.00000000e+00 -9.51316913e+00 -8.93274679e+00 -4.48598561e+01 -2.23294892e+01 8.02284358e-01 -1.48355323e+02 -8.35259959e+01 7.17603634e+00 
4.46947755e-01 0.00000000e+00 -8.98603052e+00 -1.75529974e+01 -4.79219682e+01 -3.50263446e+01 -6.03514251e+00 1.38620084e+02 -1.19543086e+02 1.25019809e+02 
4.49734597e-01 0.00000000e+00 -9.00113152e+00 -3.55777194e+01 -5.70520861e+01 -6.69404399e+01 -1.94640494e+00 -1.45004284e+02 1.71875842e+02 1.72249777e+02 
4.52538816e-01 0.00000000e+00 -1.28633758e+01 -1.22448487e+01 -3.57702826e+01 -3.03977381e+01 -5.80955755e+00 -6.18000490e+01 -6.08491456e+01 6.04678456e+01 
4.55360520e-01 0.00000000e+00 -8.66826383e+00 -1.14214324e+01 -4.79827157e+01 -2.46684211e+01 -1.48611487e+00 -1.72132844e+02 -1.75460408e+02 -4.14807110e+00 
4.58199818e-01 0.00000000e+00 -9.16130535e+00 -1.85400843e+01 -4.04642172e+01 -2.34082973e+01 -1.08709481e+00 -1.08505926e+02 1.76285868e+02 -3.44772593e+01 
4.61056820e-01 0.00000000e+00 -8.66235870e+00 -1.65208234e+01 -4.30485556e+01 -2.24028073e+01 -2.35630134e+00 -1.78393632e+02 1.47504311e+02 -3.31899016e+01 
4.63931636e-01 0.00000000e+00 -1.02032579e+01 -1.99541433e+01 -4.30697405e+01 -3.90899029e+01 -4.64442891e+00 -6.48255123e+01 1.56827130e+02 -9.69179324e+01 
4.66824377e-01 0.00000000e+00 -8.94519612e+00 -3.50981272e+01 -5.73577913e+01 -6.52691326e+01 -2.50168355e+00 -8.77430929e+01 1.69325570e+02 1.71076649e+02 
4.69735156e-01 0.00000000e+00 -8.71798733e+00 -1.54009881e+01 -6.29330957e+01 -3.64250339e+01 -4.92800136e+00 -1.78834468e+02 2.29791377e-01 -1.06381646e+02 
4.72664084e-01 0.00000000e+00 -9.58626949e+00 -1.64076351e+01 -4.08916983e+01 -3.04853983e+01 -7.84487652e+00 4.25922890e+01 1.43738460e+02 -4.07774938e+01 
4.75611274e-01 0.00000000e+00 -8.62281041e+00 -1.66569853e+01 -4.17504723e+01 -2.14248863e+01 -8.57847858e-01 -1.79668386e+02 -1.59041050e+02 -3.44360737e+00 
4.78576841e-01 0.00000000e+00 -8.58071316e+00 -1.35185312e+01 -5.85690537e+01 -3.94238201e+01 -1.25359167e+00 -1.51436958e+02 1.61019075e+02 -1.57070771e+02 
4.81560899e-01 0.00000000e+00 -8.58004882e+00 -1.80791879e+01 -5.20484115e+01 -3.73344524e+01 -6.28755484e+00 1.41841318e+02 -1.05902167e+02 1.46774345e+02 
4.84563564e-01 0.00000000e+00 -8.33768161e+00 -1.66450905e+01 -5.86658885e+01 -3.55229880e+01 -2.93238596e+00 1.77922834e+02 -1.10943696e+02 1.64158781e+02 
4.87584951e-01 0.00000000e+00 -8.81773166e+00 -3.13046619e+01 -5.65786326e+01 -6.37878079e+01 -1.63034134e+00 -5.05455502e+01 1.73118534e+02 1.68351803e+02 
4.90625177e-01 0.00000000e+00 -8.57426258e+00 -1.44047962e+01 -5.19980317e+01 -3.66915254e+01 -4.30714806e+00 -1.78760522e+02 -1.49591413e+02 1.45595589e+02 
4.93684360e-01 0.00000000e+00 -9.04099005e+00 -1.32380766e+01 -5.93752414e+01 -3.50811947e+01 4.50775704e-01 -1.42518103e+02 1.10673884e+02 1.17363725e+02 
4.96762618e-01 0.00000000e+00 -1.02336071e+01 -1.20606567e+01 -3.93846635e+01 -2.84788289e+01 -3.36657607e+00 -2.77926790e+01 1.44343232e+02 -6.61635127e+01 
4.99860069e-01 0.00000000e+00 -8.58621085e+00 -2.22427168e+01 -4.18101816e+01 -2.26154840e+01 -2.96587956e+00 1.35084692e+02 1.57016353e+02 -2.99986104e+01 
5.02976834e-01 0.00000000e+00 -8.56523412e+00 -1.28572610e+01 -4.87954950e+01 -3.17082528e+01 2.12450800e+00 -1.13903895e+02 1.29383722e+02 -1.11453113e+02 
5.06113033e-01 0.00000000e+00 -8.50253045e+00 -1.82374368e+01 -4.63454326e+01 -3.28033045e+01 -5.10684749e+00 1.31112319e+02 1.62565743e+02 -1.89408764e+01 
5.09268787e-01 0.00000000e+00 -8.08496161e+00 -2.47954506e+01 -5.31164866e+01 -3.49160311e+01 -1.54260651e+00 1.10455995e+02 -4.18405782e+01 1.54422805e+02 
5.12444218e-01 0.00000000e+00 -7.99769939e+00 -1.84791293e+01 -5.25816031e+01 -3.77423005e+01 -4.44773478e+00 1.53133061e+02 -1.01071102e+02 1.33129022e+02 
5.15639449e-01 0.00000000e+00 -8.45752609e+00 -2.63152488e+01 -5.70948238e+01 -6.19908799e+01 -1.63234039e+00 -3.14044378e+01 1.69812406e+02 1.73342135e+02 
5.18854602e-01 0.00000000e+00 -8.08327800e+00 -1.58472431e+01 -5.92033389e+01 -3.59942744e+01 -1.72912564e+00 -1.71538991e+02 -1.32578511e+02 1.49793070e+02 
5.22089804e-01 0.00000000e+00 -8.59771088e+00 -1.75106711e+01 -4.38727421e+01 -2.92379418e+01 -5.99809330e+00 1.00455788e+02 1.55647938e+02 -1.80921757e+01 
5.25345177e-01 0.00000000e+00 -8.60881273e+00 -2.56850249e+01 -5.61860447e+01 -6.17163402e+01 -3.27777554e+00 -2.61128939e+01 1.70182876e+02 1.71206736e+02 
5.28620849e-01 0.00000000e+00 -9.02714417e+00 -1.63657036e+01 -4.13283452e+01 -2.58943468e+01 -5.00583931e+00 4.14630092e+00 1.76983042e+02 -2.48989909e+01 
5.31916945e-01 0.00000000e+00 -8.37664069e+00 -2.01624849e+01 -4.45632700e+01 -2.91114940e+01 -3.45562713e+00 9.82277463e+01 1.68037373e+02 -2.08081262e+01 
5.35233593e-01 0.00000000e+00 -8.06682748e+00 -1.29515392e+01 -5.73628665e+01 -3.60996902e+01 2.09544526e+00 -1.29596792e+02 1.08235770e+02 -1.57022813e+02 
5.38570922e-01 0.00000000e+00 -8.49806846e+00 -1.45158725e+01 -4.99736770e+01 -2.61594035e+01 -5.90348812e-01 -1.73283490e+02 -1.62181692e+02 -5.70264450e+00 
5.41929060e-01 0.00000000e+00 -8.46356713e+00 -2.28321530e+01 -5.63827119e+01 -6.06420844e+01 -9.29974495e-01 -2.01784238e+01 1.69821098e+02 1.72677373e+02 
5.45308137e-01 0.00000000e+00 -8.39080724e+00 -1.87092870e+01 -4.66742178e+01 -3.10818466e+01 -5.79130772e+00 1.30661540e+02 1.66116698e+02 -1.27513267e+01 
5.48708283e-01 0.00000000e+00 -8.27952237e+00 -2.28545685e+01 -5.63193471e+01 -6.04972512e+01 -1.44182830e+00 -2.47687007e+01 1.72055423e+02 1.71071278e+02 
5.52129630e-01 0.00000000e+00 -8.14303166e+00 -2.37631450e+01 -4.98243752e+01 -3.30740239e+01 4.21539041e-01 -4.56388448e+01 -3.55724269e+01 1.26154775e+02 
5.55572310e-01 0.00000000e+00 -8.25566545e+00 -2.20880466e+01 -5.63864156e+01 -6.00007122e+01 6.95234497e-02 -1.99301361e+01 1.73499138e+02 1.73231308e+02 
5.59036456e-01 0.00000000e+00 -7.69079540e+00 -2.09445954e+01 -5.34767766e+01 -3.49125400e+01 -5.07986037e+00 1.27180207e+02 -5.81419726e+01 1.42124416e+02 
5.62522202e-01 0.00000000e+00 -7.59903726e+00 -2.69499905e+01 -5.54606544e+01 -3.52205759e+01 1.36532679e-01 1.71032293e+02 2.66395104e+01 -1.76941078e+02 
5.66029683e-01 0.00000000e+00 -7.91359516e+00 -2.14485385e+01 -4.98394732e+01 -3.40120836e+01 -7.10795789e-01 1.76230836e+01 -5.27137284e+01 1.21821498e+02 
5.69559033e-01 0.00000000e+00 -8.39877255e+00 -1.98728285e+01 -5.56335270e+01 -5.94557742e+01 -1.16978147e+00 -1.43104118e+01 1.67180465e+02 1.72269081e+02 
5.73110390e-01 0.00000000e+00 -8.18437604e+00 -2.02459160e+01 -5.65050105e+01 -5.91168502e+01 6.79236240e-02 -1.57467962e+01 1.71338690e+02 1.75670955e+02 
5.76683891e-01 0.00000000e+00 -7.43350176e+00 -2.23157163e+01 -5.04361724e+01 -3.51849549e+01 -3.22967960e+00 8.60685554e+01 -2.66145659e+01 1.47074980e+02 
5.80279674e-01 0.00000000e+00 -8.49829442e+00 -1.29301857e+01 -5.39064745e+01 -2.62376627e+01 7.73588703e-01 -1.62761891e+02 -1.09332777e+02 2.26908473e+00 
5.83897877e-01 0.00000000e+00 -7.77631529e+00 -1.71277803e+01 -4.47215437e+01 -2.94651766e+01 6.21130634e+00 -1.22158028e+02 -5.77394532e+01 8.46596319e+01 
5.87538641e-01 0.00000000e+00 -8.12236375e+00 -1.85438491e+01 -5.62559623e+01 -5.86888444e+01 -5.09194087e-01 -1.84670084e+01 1.67517921e+02 1.73710612e+02 
5.91202106e-01 0.00000000e+00 -8.32987638e+00 -1.85029334e+01 -5.56172112e+01 -5.83409690e+01 -2.06281717e+00 -1.77923486e+01 1.69658788e+02 1.69232887e+02 
5.94888414e-01 0.00000000e+00 -8.15231340e+00 -1.84975302e+01 -5.62962909e+01 -5.80078377e+01 -1.41714371e-01 -1.60820770e+01 1.72577873e+02 1.74151748e+02 
5.98597707e-01 0.00000000e+00 -8.12465226e+00 -1.77637553e+01 -5.61761555e+01 -5.81115483e+01 -6.90506979e-01 -1.81285216e+01 1.68152097e+02 1.72762396e+02 
6.02330128e-01 0.00000000e+00 -8.49486722e+00 -1.46805299e+01 -4.90624928e+01 -2.68034039e+01 1.00366979e+00 -1.39959123e+02 -1.17981794e+02 -7.78645064e+00 
6.06085822e-01 0.00000000e+00 -8.08852788e+00 -1.72617172e+01 -5.61233848e+01 -5.80830916e+01 -1.69120935e+00 -1.61111246e+01 1.64497946e+02 1.75612598e+02 
6.09864934e-01 0.00000000e+00 -8.92604873e+00 -1.24725468e+01 -4.29188854e+01 -2.36385128e+01 2.68977707e+00 -1.43015784e+02 -6.14367165e+01 6.31922041e+00 
6.13667609e-01 0.00000000e+00 -7.47078742e+00 -2.90318620e+01 -6.34983841e+01 -3.52893301e+01 -1.00704833e+00 -8.12074992e+01 -2.01141335e+01 1.53770572e+02 
6.17493995e-01 0.00000000e+00 -1.02117348e+01 -8.56373574e+00 -3.82131119e+01 -3.42546530e+01 -2.19671923e+01 -2.91882401e+01 -1.70920887e+01 8.46500887e+01 
6.21344240e-01 0.00000000e+00 -7.76691831e+00 -1.70815554e+01 -5.60110249e+01 -5.75544388e+01 1.07329492e+00 -1.41889246e+01 1.71234124e+02 1.76121435e+02 
6.25218492e-01 0.00000000e+00 -1.02235466e+01 -8.92238487e+00 -4.28870205e+01 -2.82657018e+01 -2.07981000e+00 -1.07650937e+02 -3.37028744e+01 2.29993819e+01 
6.29116902e-01 0.00000000e+00 -8.62714271e+00 -1.29706439e+01 -5.64703169e+01 -2.58923698e+01 -1.70409067e+00 -1.77768071e+02 -1.15199882e+00 -2.67627830e+00 
6.33039619e-01 0.00000000e+00 -7.92409911e+00 -1.58210233e+01 -5.57218091e+01 -5.70405605e+01 -1.14781338e-01 -1.16628127e+01 1.67399180e+02 1.75072251e+02 
6.36986795e-01 0.00000000e+00 -8.22377940e+00 -8.68986123e+00 -4.70293686e+01 -3.33738430e+01 9.00403584e+00 -7.66764632e+01 8.37885450e+01 -1.47770635e+02 
6.40958582e-01 0.00000000e+00 -8.01087549e+00 -1.57375656e+01 -5.56192293e+01 -5.65603601e+01 -3.22545445e+00 -1.54821037e+01 1.68121738e+02 1.72763062e+02 
6.44955135e-01 0.00000000e+00 -8.17034098e+00 -1.70258175e+01 -5.05488884e+01 -3.08625961e+01 8.57030939e-01 -1.45425152e+02 -1.39170337e+02 7.19034742e+00 
6.48976608e-01 0.00000000e+00 -7.87221436e+00 -1.53758797e+01 -5.58151391e+01 -5.68226392e+01 -1.63311713e+00 -1.78999748e+01 1.66571793e+02 1.72266458e+02 
6.53023156e-01 0.00000000e+00 -7.69763471e+00 -1.54060861e+01 -5.54351050e+01 -5.62078429e+01 -2.32527178e+00 -1.69808441e+01 1.71619355e+02 1.71161750e+02 
6.57094935e-01 0.00000000e+00 -8.04056145e+00 -1.45123352e+01 -5.60120765e+01 -5.57862498e+01 -2.96005884e+00 -1.29238437e+01 1.64856456e+02 1.77281104e+02 
6.61192102e-01 0.00000000e+00 -8.20750793e+00 -1.33958700e+01 -4.69065215e+01 -2.79890741e+01 -2.08752660e+00 -2.00259698e+01 -1.51167202e+02 -3.11711237e+01 
6.65314817e-01 0.00000000e+00 -7.79396287e+00 -1.47306361e+01 -5.58867370e+01 -5.55292709e+01 1.47263342e-01 -1.53286475e+01 1.73833120e+02 1.73316272e+02 
6.69463238e-01 0.00000000e+00 -7.21242874e+00 -1.45403813e+01 -7.11561525e+01 -3.61723498e+01 1.15958402e+00 -1.24805047e+02 1.38407189e+02 1.62454675e+02 
6.73637525e-01 0.00000000e+00 -6.95982929e+00 -1.68612910e+01 -5.82434051e+01 -3.55980939e+01 1.25590938e+00 -1.21879480e+02 1.06414787e+02 -1.58752912e+02 
6.77837840e-01 0.00000000e+00 -8.67619289e+00 -7.95686385e+00 -4.51259925e+01 -3.04180248e+01 -7.54071193e+00 1.04472501e+01 1.25330262e+02 -6.00328337e+01 
6.82064345e-01 0.00000000e+00 -7.74910017e+00 -1.41607637e+01 -5.52813084e+01 -5.49876892e+01 -1.10851435e+00 -1.23210132e+01 1.73437076e+02 1.73809182e+02 
6.86317204e-01 0.00000000e+00 -7.88468167e+00 -1.34293482e+01 -5.51659763e+01 -5.60819836e+01 -4.02572065e+00 -1.51327817e+01 1.60559479e+02 1.72045950e+02 
6.90596581e-01 0.00000000e+00 -7.86481843e+00 -9.71148191e+00 -4.50917875e+01 -2.99650860e+01 -6.65189973e+00 3.65259859e+01 1.49990969e+02 -4.71658142e+01 
6.94902640e-01 0.00000000e+00 -7.71364772e+00 -1.30162451e+01 -5.48189199e+01 -5.53115810e+01 -1.95732292e+00 -1.38381283e+01 1.65881995e+02 1.68598761e+02 
6.99235549e-01 0.00000000e+00 -7.76585693e+00 -8.13897561e+00 -5.19255936e+01 -3.34480601e+01 1.82965992e-01 -5.87301297e+01 1.39916918e+02 -1.06450050e+02 
7.03595475e-01 0.00000000e+00 -7.78092987e+00 -1.28263983e+01 -5.53541157e+01 -5.46438091e+01 -1.69982560e+00 -1.28918147e+01 1.67561313e+02 1.73471264e+02 
7.07982586e-01 0.00000000e+00 -7.72134441e+00 -7.38974284e+00 -4.97176392e+01 -2.94825432e+01 -1.94195654e+00 3.15404624e+00 -1.63986486e+02 -5.07525646e+01 
7.12397052e-01 0.00000000e+00 -5.72921675e+00 -2.44296202e+01 -4.77458066e+01 -3.54133245e+01 -1.46499900e+00 8.95775386e+01 -2.84822147e+01 1.38432886e+02 
7.16839044e-01 0.00000000e+00 -7.74392847e+00 -1.12746414e+01 -5.16017595e+01 -2.68380377e+01 -3.37801678e+00 1.39665839e+01 -1.42610158e+02 -3.38059253e+01 
7.21308733e-01 0.00000000e+00 -7.49780093e+00 -1.27187044e+01 -5.49813643e+01 -5.45204204e+01 -3.30795301e+00 -1.49015419e+01 1.68545148e+02 1.71565954e+02 
7.25806291e-01 0.00000000e+00 -7.43650826e+00 -1.23743964e+01 -5.51334357e+01 -5.37073683e+01 3.73501815e-01 -1.17255698e+01 1.74275680e+02 1.74200528e+02 
7.30331893e-01 0.00000000e+00 -7.37428414e+00 -1.26057313e+01 -5.47076122e+01 -5.40600952e+01 -2.30349439e+00 -1.19014309e+01 1.71448483e+02 1.73923167e+02 
7.34885713e-01 0.00000000e+00 -7.33426746e+00 -1.39996470e+01 -4.67814140e+01 -2.76779683e+01 -5.03511537e+00 5.80038490e+01 1.46006369e+02 -4.17123759e+01 
7.39467927e-01 0.00000000e+00 -7.39778183e+00 -1.20411352e+01 -5.51901028e+01 -5.45226522e+01 -2.40947107e+00 -9.10953059e+00 1.63841008e+02 1.79388145e+02 
7.44078713e-01 0.00000000e+00 -7.37666617e+00 -1.00969272e+01 -4.36897396e+01 -3.27565922e+01 -2.92888520e+00 -6.92377106e+00 -1.93241601e+01 1.12452652e+02 
7.48718248e-01 0.00000000e+00 -7.42891822e+00 -1.14582169e+01 -5.55959124e+01 -5.39925125e+01 -9.50133435e-01 -1.33505127e+01 1.65992903e+02 1.77223661e+02 
7.53386713e-01 0.00000000e+00 -7.41263681e+00 -1.16050123e+01 -5.50291957e+01 -5.39728966e+01 -1.74146237e+00 -1.11468897e+01 1.66935879e+02 1.75908789e+02 
7.58084286e-01 0.00000000e+00 -7.29736890e+00 -1.11842546e+01 -5.49912074e+01 -5.36938269e+01 -3.06184568e+00 -1.13637872e+01 1.65142115e+02 1.77068362e+02 
7.62811150e-01 0.00000000e+00 -7.16929185e+00 -1.12787168e+01 -5.46561755e+01 -5.30819495e+01 5.37806758e-01 -1.11061942e+01 1.74046001e+02 1.72378862e+02 
7.67567487e-01 0.00000000e+00 -9.00174529e+00 -6.45931598e+00 -4.10493665e+01 -3.62442242e+01 -2.51521655e+01 -4.43799062e+01 -4.46088305e+00 5.28741812e+01 
