%%% Bode Mag Phase 
frequency speed  m1 m2 m3 p1 p2 p3
1.253329831896e-01 3.000000000000e+01 -8.874008291829e+01 -5.591115615216e+01 -9.253788526394e+01 -3.704231586499e+00 -1.790861692227e+02 1.761229307839e+02 
1.259118807761e-01 3.000000000000e+01 -8.874012357209e+01 -5.591115550151e+01 -9.253791755991e+01 -3.721350014586e+00 -1.790819262043e+02 1.761050138186e+02 
1.264934522190e-01 3.000000000000e+01 -8.874016460412e+01 -5.591115484027e+01 -9.253795015672e+01 -3.738547635965e+00 -1.790776632808e+02 1.760870139686e+02 
1.270777098687e-01 3.000000000000e+01 -8.874020601792e+01 -5.591115416826e+01 -9.253798305720e+01 -3.755824818153e+00 -1.790733803561e+02 1.760689308493e+02 
1.276646661324e-01 3.000000000000e+01 -8.874024781706e+01 -5.591115348529e+01 -9.253801626417e+01 -3.773181930391e+00 -1.790690773336e+02 1.760507640742e+02 
1.282543334746e-01 3.000000000000e+01 -8.874029000513e+01 -5.591115279117e+01 -9.253804978053e+01 -3.790619343651e+00 -1.790647541160e+02 1.760325132551e+02 
1.288467244176e-01 3.000000000000e+01 -8.874033258579e+01 -5.591115208570e+01 -9.253808360916e+01 -3.808137430638e+00 -1.790604106057e+02 1.760141780021e+02 
1.294418515412e-01 3.000000000000e+01 -8.874037556269e+01 -5.591115136869e+01 -9.253811775300e+01 -3.825736565810e+00 -1.790560467044e+02 1.759957579232e+02 
1.300397274836e-01 3.000000000000e+01 -8.874041893955e+01 -5.591115063995e+01 -9.253815221500e+01 -3.843417125373e+00 -1.790516623134e+02 1.759772526246e+02 
1.306403649413e-01 3.000000000000e+01 -8.874046272011e+01 -5.591114989926e+01 -9.253818699814e+01 -3.861179487302e+00 -1.790472573334e+02 1.759586617110e+02 
1.312437766692e-01 3.000000000000e+01 -8.874050690814e+01 -5.591114914642e+01 -9.253822210544e+01 -3.879024031341e+00 -1.790428316648e+02 1.759399847848e+02 
1.318499754814e-01 3.000000000000e+01 -8.874055150745e+01 -5.591114838122e+01 -9.253825753994e+01 -3.896951139012e+00 -1.790383852071e+02 1.759212214469e+02 
1.324589742512e-01 3.000000000000e+01 -8.874059652189e+01 -5.591114760345e+01 -9.253829330470e+01 -3.914961193632e+00 -1.790339178597e+02 1.759023712960e+02 
1.330707859112e-01 3.000000000000e+01 -8.874064195535e+01 -5.591114681288e+01 -9.253832940283e+01 -3.933054580309e+00 -1.790294295210e+02 1.758834339291e+02 
1.336854234537e-01 3.000000000000e+01 -8.874068781175e+01 -5.591114600929e+01 -9.253836583745e+01 -3.951231685962e+00 -1.790249200893e+02 1.758644089414e+02 
1.343028999312e-01 3.000000000000e+01 -8.874073409504e+01 -5.591114519246e+01 -9.253840261171e+01 -3.969492899324e+00 -1.790203894622e+02 1.758452959260e+02 
1.349232284564e-01 3.000000000000e+01 -8.874078080923e+01 -5.591114436216e+01 -9.253843972882e+01 -3.987838610947e+00 -1.790158375365e+02 1.758260944743e+02 
1.355464222025e-01 3.000000000000e+01 -8.874082795834e+01 -5.591114351815e+01 -9.253847719197e+01 -4.006269213222e+00 -1.790112642089e+02 1.758068041755e+02 
1.361724944037e-01 3.000000000000e+01 -8.874087554644e+01 -5.591114266019e+01 -9.253851500444e+01 -4.024785100379e+00 -1.790066693753e+02 1.757874246172e+02 
1.368014583550e-01 3.000000000000e+01 -8.874092357765e+01 -5.591114178805e+01 -9.253855316948e+01 -4.043386668493e+00 -1.790020529310e+02 1.757679553848e+02 
1.374333274133e-01 3.000000000000e+01 -8.874097205611e+01 -5.591114090147e+01 -9.253859169042e+01 -4.062074315509e+00 -1.789974147710e+02 1.757483960620e+02 
1.380681149968e-01 3.000000000000e+01 -8.874102098602e+01 -5.591114000019e+01 -9.253863057059e+01 -4.080848441229e+00 -1.789927547893e+02 1.757287462303e+02 
1.387058345859e-01 3.000000000000e+01 -8.874107037160e+01 -5.591113908398e+01 -9.253866981337e+01 -4.099709447339e+00 -1.789880728799e+02 1.757090054693e+02 
1.393464997230e-01 3.000000000000e+01 -8.874112021711e+01 -5.591113815256e+01 -9.253870942216e+01 -4.118657737411e+00 -1.789833689358e+02 1.756891733568e+02 
1.399901240134e-01 3.000000000000e+01 -8.874117052687e+01 -5.591113720566e+01 -9.253874940041e+01 -4.137693716907e+00 -1.789786428495e+02 1.756692494684e+02 
1.406367211249e-01 3.000000000000e+01 -8.874122130523e+01 -5.591113624302e+01 -9.253878975158e+01 -4.156817793201e+00 -1.789738945132e+02 1.756492333778e+02 
1.412863047888e-01 3.000000000000e+01 -8.874127255657e+01 -5.591113526437e+01 -9.253883047918e+01 -4.176030375572e+00 -1.789691238181e+02 1.756291246567e+02 
1.419388887994e-01 3.000000000000e+01 -8.874132428533e+01 -5.591113426942e+01 -9.253887158675e+01 -4.195331875234e+00 -1.789643306552e+02 1.756089228749e+02 
1.425944870151e-01 3.000000000000e+01 -8.874137649599e+01 -5.591113325788e+01 -9.253891307786e+01 -4.214722705322e+00 -1.789595149147e+02 1.755886275999e+02 
1.432531133580e-01 3.000000000000e+01 -8.874142919305e+01 -5.591113222947e+01 -9.253895495610e+01 -4.234203280918e+00 -1.789546764863e+02 1.755682383974e+02 
1.439147818148e-01 3.000000000000e+01 -8.874148238107e+01 -5.591113118389e+01 -9.253899722513e+01 -4.253774019055e+00 -1.789498152590e+02 1.755477548309e+02 
1.445795064366e-01 3.000000000000e+01 -8.874153606467e+01 -5.591113012084e+01 -9.253903988862e+01 -4.273435338727e+00 -1.789449311213e+02 1.755271764621e+02 
1.452473013393e-01 3.000000000000e+01 -8.874159024848e+01 -5.591112904002e+01 -9.253908295028e+01 -4.293187660897e+00 -1.789400239611e+02 1.755065028504e+02 
1.459181807043e-01 3.000000000000e+01 -8.874164493720e+01 -5.591112794110e+01 -9.253912641385e+01 -4.313031408509e+00 -1.789350936657e+02 1.754857335532e+02 
1.465921587784e-01 3.000000000000e+01 -8.874170013556e+01 -5.591112682378e+01 -9.253917028310e+01 -4.332967006495e+00 -1.789301401217e+02 1.754648681258e+02 
1.472692498740e-01 3.000000000000e+01 -8.874175584834e+01 -5.591112568773e+01 -9.253921456187e+01 -4.352994881786e+00 -1.789251632152e+02 1.754439061215e+02 
1.479494683698e-01 3.000000000000e+01 -8.874181208036e+01 -5.591112453262e+01 -9.253925925401e+01 -4.373115463326e+00 -1.789201628316e+02 1.754228470914e+02 
1.486328287110e-01 3.000000000000e+01 -8.874186883650e+01 -5.591112335811e+01 -9.253930436339e+01 -4.393329182071e+00 -1.789151388557e+02 1.754016905845e+02 
1.493193454093e-01 3.000000000000e+01 -8.874192612167e+01 -5.591112216388e+01 -9.253934989396e+01 -4.413636471009e+00 -1.789100911718e+02 1.753804361477e+02 
1.500090330435e-01 3.000000000000e+01 -8.874198394084e+01 -5.591112094955e+01 -9.253939584967e+01 -4.434037765168e+00 -1.789050196634e+02 1.753590833257e+02 
1.507019062597e-01 3.000000000000e+01 -8.874204229901e+01 -5.591111971480e+01 -9.253944223453e+01 -4.454533501620e+00 -1.788999242133e+02 1.753376316613e+02 
1.513979797719e-01 3.000000000000e+01 -8.874210120125e+01 -5.591111845924e+01 -9.253948905258e+01 -4.475124119500e+00 -1.788948047040e+02 1.753160806948e+02 
1.520972683618e-01 3.000000000000e+01 -8.874216065266e+01 -5.591111718253e+01 -9.253953630789e+01 -4.495810060008e+00 -1.788896610171e+02 1.752944299647e+02 
1.527997868794e-01 3.000000000000e+01 -8.874222065840e+01 -5.591111588427e+01 -9.253958400460e+01 -4.516591766421e+00 -1.788844930335e+02 1.752726790069e+02 
1.535055502433e-01 3.000000000000e+01 -8.874228122368e+01 -5.591111456411e+01 -9.253963214685e+01 -4.537469684111e+00 -1.788793006337e+02 1.752508273555e+02 
1.542145734412e-01 3.000000000000e+01 -8.874234235373e+01 -5.591111322164e+01 -9.253968073885e+01 -4.558444260542e+00 -1.788740836972e+02 1.752288745422e+02 
1.549268715297e-01 3.000000000000e+01 -8.874240405388e+01 -5.591111185648e+01 -9.253972978482e+01 -4.579515945290e+00 -1.788688421033e+02 1.752068200965e+02 
1.556424596352e-01 3.000000000000e+01 -8.874246632947e+01 -5.591111046821e+01 -9.253977928906e+01 -4.600685190050e+00 -1.788635757302e+02 1.751846635459e+02 
1.563613529539e-01 3.000000000000e+01 -8.874252918591e+01 -5.591110905645e+01 -9.253982925588e+01 -4.621952448646e+00 -1.788582844557e+02 1.751624044153e+02 
1.570835667521e-01 3.000000000000e+01 -8.874259262866e+01 -5.591110762077e+01 -9.253987968965e+01 -4.643318177043e+00 -1.788529681568e+02 1.751400422278e+02 
1.578091163668e-01 3.000000000000e+01 -8.874265666322e+01 -5.591110616074e+01 -9.253993059476e+01 -4.664782833356e+00 -1.788476267099e+02 1.751175765037e+02 
1.585380172056e-01 3.000000000000e+01 -8.874272129516e+01 -5.591110467594e+01 -9.253998197566e+01 -4.686346877862e+00 -1.788422599906e+02 1.750950067616e+02 
1.592702847475e-01 3.000000000000e+01 -8.874278653009e+01 -5.591110316593e+01 -9.254003383684e+01 -4.708010773011e+00 -1.788368678740e+02 1.750723325175e+02 
1.600059345428e-01 3.000000000000e+01 -8.874285237367e+01 -5.591110163026e+01 -9.254008618283e+01 -4.729774983429e+00 -1.788314502343e+02 1.750495532853e+02 
1.607449822138e-01 3.000000000000e+01 -8.874291883163e+01 -5.591110006847e+01 -9.254013901821e+01 -4.751639975943e+00 -1.788260069453e+02 1.750266685763e+02 
1.614874434547e-01 3.000000000000e+01 -8.874298590975e+01 -5.591109848012e+01 -9.254019234759e+01 -4.773606219579e+00 -1.788205378797e+02 1.750036778999e+02 
1.622333340325e-01 3.000000000000e+01 -8.874305361386e+01 -5.591109686472e+01 -9.254024617564e+01 -4.795674185580e+00 -1.788150429099e+02 1.749805807628e+02 
1.629826697869e-01 3.000000000000e+01 -8.874312194984e+01 -5.591109522179e+01 -9.254030050706e+01 -4.817844347413e+00 -1.788095219072e+02 1.749573766697e+02 
1.637354666307e-01 3.000000000000e+01 -8.874319092364e+01 -5.591109355085e+01 -9.254035534662e+01 -4.840117180782e+00 -1.788039747425e+02 1.749340651228e+02 
1.644917405502e-01 3.000000000000e+01 -8.874326054126e+01 -5.591109185139e+01 -9.254041069910e+01 -4.862493163640e+00 -1.787984012859e+02 1.749106456219e+02 
1.652515076057e-01 3.000000000000e+01 -8.874333080875e+01 -5.591109012293e+01 -9.254046656935e+01 -4.884972776196e+00 -1.787928014067e+02 1.748871176646e+02 
1.660147839314e-01 3.000000000000e+01 -8.874340173224e+01 -5.591108836493e+01 -9.254052296226e+01 -4.907556500929e+00 -1.787871749735e+02 1.748634807459e+02 
1.667815857364e-01 3.000000000000e+01 -8.874347331788e+01 -5.591108657687e+01 -9.254057988278e+01 -4.930244822602e+00 -1.787815218542e+02 1.748397343586e+02 
1.675519293042e-01 3.000000000000e+01 -8.874354557193e+01 -5.591108475822e+01 -9.254063733589e+01 -4.953038228266e+00 -1.787758419159e+02 1.748158779932e+02 
1.683258309940e-01 3.000000000000e+01 -8.874361850066e+01 -5.591108290844e+01 -9.254069532662e+01 -4.975937207278e+00 -1.787701350250e+02 1.747919111374e+02 
1.691033072402e-01 3.000000000000e+01 -8.874369211043e+01 -5.591108102697e+01 -9.254075386006e+01 -4.998942251309e+00 -1.787644010472e+02 1.747678332768e+02 
1.698843745532e-01 3.000000000000e+01 -8.874376640766e+01 -5.591107911325e+01 -9.254081294133e+01 -5.022053854356e+00 -1.787586398474e+02 1.747436438946e+02 
1.706690495198e-01 3.000000000000e+01 -8.874384139882e+01 -5.591107716670e+01 -9.254087257563e+01 -5.045272512754e+00 -1.787528512896e+02 1.747193424712e+02 
1.714573488033e-01 3.000000000000e+01 -8.874391709045e+01 -5.591107518675e+01 -9.254093276818e+01 -5.068598725187e+00 -1.787470352373e+02 1.746949284851e+02 
1.722492891439e-01 3.000000000000e+01 -8.874399348913e+01 -5.591107317279e+01 -9.254099352426e+01 -5.092032992700e+00 -1.787411915530e+02 1.746704014117e+02 
1.730448873592e-01 3.000000000000e+01 -8.874407060155e+01 -5.591107112421e+01 -9.254105484921e+01 -5.115575818712e+00 -1.787353200986e+02 1.746457607244e+02 
1.738441603446e-01 3.000000000000e+01 -8.874414843442e+01 -5.591106904042e+01 -9.254111674840e+01 -5.139227709022e+00 -1.787294207351e+02 1.746210058939e+02 
1.746471250732e-01 3.000000000000e+01 -8.874422699454e+01 -5.591106692076e+01 -9.254117922729e+01 -5.162989171831e+00 -1.787234933227e+02 1.745961363885e+02 
1.754537985968e-01 3.000000000000e+01 -8.874430628875e+01 -5.591106476461e+01 -9.254124229135e+01 -5.186860717742e+00 -1.787175377209e+02 1.745711516738e+02 
1.762641980460e-01 3.000000000000e+01 -8.874438632399e+01 -5.591106257132e+01 -9.254130594613e+01 -5.210842859782e+00 -1.787115537883e+02 1.745460512131e+02 
1.770783406302e-01 3.000000000000e+01 -8.874446710724e+01 -5.591106034021e+01 -9.254137019722e+01 -5.234936113409e+00 -1.787055413829e+02 1.745208344669e+02 
1.778962436385e-01 3.000000000000e+01 -8.874454864555e+01 -5.591105807063e+01 -9.254143505028e+01 -5.259140996524e+00 -1.786995003616e+02 1.744955008934e+02 
1.787179244400e-01 3.000000000000e+01 -8.874463094604e+01 -5.591105576187e+01 -9.254150051101e+01 -5.283458029485e+00 -1.786934305807e+02 1.744700499480e+02 
1.795434004837e-01 3.000000000000e+01 -8.874471401592e+01 -5.591105341324e+01 -9.254156658516e+01 -5.307887735118e+00 -1.786873318955e+02 1.744444810838e+02 
1.803726892994e-01 3.000000000000e+01 -8.874479786244e+01 -5.591105102403e+01 -9.254163327856e+01 -5.332430638729e+00 -1.786812041607e+02 1.744187937510e+02 
1.812058084978e-01 3.000000000000e+01 -8.874488249292e+01 -5.591104859352e+01 -9.254170059707e+01 -5.357087268119e+00 -1.786750472299e+02 1.743929873973e+02 
1.820427757710e-01 3.000000000000e+01 -8.874496791477e+01 -5.591104612095e+01 -9.254176854663e+01 -5.381858153591e+00 -1.786688609562e+02 1.743670614680e+02 
1.828836088928e-01 3.000000000000e+01 -8.874505413546e+01 -5.591104360559e+01 -9.254183713322e+01 -5.406743827969e+00 -1.786626451915e+02 1.743410154054e+02 
1.837283257190e-01 3.000000000000e+01 -8.874514116253e+01 -5.591104104667e+01 -9.254190636289e+01 -5.431744826605e+00 -1.786563997871e+02 1.743148486495e+02 
1.845769441881e-01 3.000000000000e+01 -8.874522900361e+01 -5.591103844340e+01 -9.254197624173e+01 -5.456861687397e+00 -1.786501245932e+02 1.742885606373e+02 
1.854294823211e-01 3.000000000000e+01 -8.874531766637e+01 -5.591103579499e+01 -9.254204677592e+01 -5.482094950795e+00 -1.786438194595e+02 1.742621508033e+02 
1.862859582226e-01 3.000000000000e+01 -8.874540715858e+01 -5.591103310064e+01 -9.254211797167e+01 -5.507445159819e+00 -1.786374842345e+02 1.742356185795e+02 
1.871463900807e-01 3.000000000000e+01 -8.874549748808e+01 -5.591103035952e+01 -9.254218983527e+01 -5.532912860071e+00 -1.786311187658e+02 1.742089633948e+02 
1.880107961673e-01 3.000000000000e+01 -8.874558866279e+01 -5.591102757080e+01 -9.254226237305e+01 -5.558498599746e+00 -1.786247229005e+02 1.741821846758e+02 
1.888791948390e-01 3.000000000000e+01 -8.874568069068e+01 -5.591102473362e+01 -9.254233559144e+01 -5.584202929648e+00 -1.786182964844e+02 1.741552818460e+02 
1.897516045370e-01 3.000000000000e+01 -8.874577357984e+01 -5.591102184711e+01 -9.254240949688e+01 -5.610026403198e+00 -1.786118393627e+02 1.741282543265e+02 
1.906280437878e-01 3.000000000000e+01 -8.874586733840e+01 -5.591101891038e+01 -9.254248409592e+01 -5.635969576453e+00 -1.786053513794e+02 1.741011015353e+02 
1.915085312033e-01 3.000000000000e+01 -8.874596197458e+01 -5.591101592254e+01 -9.254255939516e+01 -5.662033008115e+00 -1.785988323778e+02 1.740738228880e+02 
1.923930854816e-01 3.000000000000e+01 -8.874605749669e+01 -5.591101288268e+01 -9.254263540123e+01 -5.688217259547e+00 -1.785922822004e+02 1.740464177970e+02 
1.932817254070e-01 3.000000000000e+01 -8.874615391312e+01 -5.591100978985e+01 -9.254271212088e+01 -5.714522894784e+00 -1.785857006884e+02 1.740188856724e+02 
1.941744698506e-01 3.000000000000e+01 -8.874625123232e+01 -5.591100664310e+01 -9.254278956089e+01 -5.740950480549e+00 -1.785790876824e+02 1.739912259211e+02 
1.950713377705e-01 3.000000000000e+01 -8.874634946284e+01 -5.591100344148e+01 -9.254286772812e+01 -5.767500586262e+00 -1.785724430219e+02 1.739634379473e+02 
1.959723482128e-01 3.000000000000e+01 -8.874644861330e+01 -5.591100018398e+01 -9.254294662949e+01 -5.794173784060e+00 -1.785657665455e+02 1.739355211524e+02 
1.968775203111e-01 3.000000000000e+01 -8.874654869243e+01 -5.591099686962e+01 -9.254302627198e+01 -5.820970648806e+00 -1.785590580910e+02 1.739074749349e+02 
1.977868732877e-01 3.000000000000e+01 -8.874664970900e+01 -5.591099349736e+01 -9.254310666266e+01 -5.847891758103e+00 -1.785523174949e+02 1.738792986904e+02 
1.987004264535e-01 3.000000000000e+01 -8.874675167192e+01 -5.591099006616e+01 -9.254318780866e+01 -5.874937692310e+00 -1.785455445930e+02 1.738509918117e+02 
1.996181992087e-01 3.000000000000e+01 -8.874685459013e+01 -5.591098657497e+01 -9.254326971716e+01 -5.902109034553e+00 -1.785387392201e+02 1.738225536888e+02 
2.005402110430e-01 3.000000000000e+01 -8.874695847269e+01 -5.591098302271e+01 -9.254335239544e+01 -5.929406370743e+00 -1.785319012099e+02 1.737939837084e+02 
2.014664815361e-01 3.000000000000e+01 -8.874706332876e+01 -5.591097940828e+01 -9.254343585084e+01 -5.956830289585e+00 -1.785250303953e+02 1.737652812548e+02 
2.023970303585e-01 3.000000000000e+01 -8.874716916754e+01 -5.591097573055e+01 -9.254352009077e+01 -5.984381382599e+00 -1.785181266081e+02 1.737364457090e+02 
2.033318772710e-01 3.000000000000e+01 -8.874727599837e+01 -5.591097198840e+01 -9.254360512270e+01 -6.012060244124e+00 -1.785111896789e+02 1.737074764491e+02 
2.042710421261e-01 3.000000000000e+01 -8.874738383065e+01 -5.591096818066e+01 -9.254369095421e+01 -6.039867471342e+00 -1.785042194378e+02 1.736783728504e+02 
2.052145448677e-01 3.000000000000e+01 -8.874749267388e+01 -5.591096430615e+01 -9.254377759290e+01 -6.067803664289e+00 -1.784972157133e+02 1.736491342849e+02 
2.061624055322e-01 3.000000000000e+01 -8.874760253766e+01 -5.591096036366e+01 -9.254386504650e+01 -6.095869425868e+00 -1.784901783332e+02 1.736197601220e+02 
2.071146442481e-01 3.000000000000e+01 -8.874771343167e+01 -5.591095635198e+01 -9.254395332278e+01 -6.124065361863e+00 -1.784831071243e+02 1.735902497277e+02 
2.080712812371e-01 3.000000000000e+01 -8.874782536569e+01 -5.591095226985e+01 -9.254404242960e+01 -6.152392080958e+00 -1.784760019122e+02 1.735606024653e+02 
2.090323368144e-01 3.000000000000e+01 -8.874793834959e+01 -5.591094811601e+01 -9.254413237489e+01 -6.180850194747e+00 -1.784688625216e+02 1.735308176949e+02 
