%%% Bode Mag Phase 
frequency speed  m1 m2 m3 p1 p2 p3
1.528214036026e-02 2.000000000000e+01 -1.642727002424e+00 -1.615180333168e+01 -3.560986621247e+01 -5.675214427511e-02 -1.797678537563e+02 -1.793474217700e+02 
1.542368646297e-02 2.000000000000e+01 -1.642680851041e+00 -1.615202440778e+01 -3.561006643603e+01 -5.728108706719e-02 -1.797656791549e+02 -1.793413556522e+02 
1.556654359271e-02 2.000000000000e+01 -1.642633840742e+00 -1.615224960465e+01 -3.561027039123e+01 -5.781502141185e-02 -1.797634837255e+02 -1.793352327359e+02 
1.571072389247e-02 2.000000000000e+01 -1.642585955541e+00 -1.615247899924e+01 -3.561047814772e+01 -5.835399613334e-02 -1.797612672559e+02 -1.793290524776e+02 
1.585623961771e-02 2.000000000000e+01 -1.642537179155e+00 -1.615271266991e+01 -3.561068977646e+01 -5.889806058092e-02 -1.797590295313e+02 -1.793228143285e+02 
1.600310313739e-02 2.000000000000e+01 -1.642487494996e+00 -1.615295069651e+01 -3.561090534972e+01 -5.944726463569e-02 -1.797567703345e+02 -1.793165177342e+02 
1.615132693503e-02 2.000000000000e+01 -1.642436886171e+00 -1.615319316037e+01 -3.561112494115e+01 -6.000165871760e-02 -1.797544894456e+02 -1.793101621346e+02 
1.630092360980e-02 2.000000000000e+01 -1.642385335469e+00 -1.615344014436e+01 -3.561134862575e+01 -6.056129379257e-02 -1.797521866419e+02 -1.793037469638e+02 
1.645190587754e-02 2.000000000000e+01 -1.642332825361e+00 -1.615369173289e+01 -3.561157647996e+01 -6.112622137988e-02 -1.797498616985e+02 -1.792972716504e+02 
1.660428657188e-02 2.000000000000e+01 -1.642279337990e+00 -1.615394801195e+01 -3.561180858162e+01 -6.169649355945e-02 -1.797475143872e+02 -1.792907356168e+02 
1.675807864531e-02 2.000000000000e+01 -1.642224855168e+00 -1.615420906917e+01 -3.561204501004e+01 -6.227216297937e-02 -1.797451444776e+02 -1.792841382797e+02 
1.691329517030e-02 2.000000000000e+01 -1.642169358368e+00 -1.615447499379e+01 -3.561228584602e+01 -6.285328286381e-02 -1.797427517361e+02 -1.792774790497e+02 
1.706994934038e-02 2.000000000000e+01 -1.642112828718e+00 -1.615474587673e+01 -3.561253117188e+01 -6.343990702049e-02 -1.797403359264e+02 -1.792707573314e+02 
1.722805447131e-02 2.000000000000e+01 -1.642055246994e+00 -1.615502181062e+01 -3.561278107146e+01 -6.403208984883e-02 -1.797378968094e+02 -1.792639725232e+02 
1.738762400216e-02 2.000000000000e+01 -1.641996593616e+00 -1.615530288983e+01 -3.561303563019e+01 -6.462988634807e-02 -1.797354341428e+02 -1.792571240173e+02 
1.754867149648e-02 2.000000000000e+01 -1.641936848638e+00 -1.615558921050e+01 -3.561329493510e+01 -6.523335212537e-02 -1.797329476817e+02 -1.792502111997e+02 
1.771121064345e-02 2.000000000000e+01 -1.641875991744e+00 -1.615588087057e+01 -3.561355907485e+01 -6.584254340439e-02 -1.797304371778e+02 -1.792432334499e+02 
1.787525525904e-02 2.000000000000e+01 -1.641814002237e+00 -1.615617796981e+01 -3.561382813975e+01 -6.645751703372e-02 -1.797279023799e+02 -1.792361901411e+02 
1.804081928719e-02 2.000000000000e+01 -1.641750859039e+00 -1.615648060987e+01 -3.561410222181e+01 -6.707833049562e-02 -1.797253430336e+02 -1.792290806397e+02 
1.820791680099e-02 2.000000000000e+01 -1.641686540677e+00 -1.615678889433e+01 -3.561438141479e+01 -6.770504191490e-02 -1.797227588815e+02 -1.792219043057e+02 
1.837656200388e-02 2.000000000000e+01 -1.641621025278e+00 -1.615710292866e+01 -3.561466581417e+01 -6.833771006802e-02 -1.797201496626e+02 -1.792146604925e+02 
1.854676923085e-02 2.000000000000e+01 -1.641554290564e+00 -1.615742282037e+01 -3.561495551726e+01 -6.897639439216e-02 -1.797175151129e+02 -1.792073485466e+02 
1.871855294966e-02 2.000000000000e+01 -1.641486313840e+00 -1.615774867894e+01 -3.561525062315e+01 -6.962115499486e-02 -1.797148549651e+02 -1.791999678075e+02 
1.889192776208e-02 2.000000000000e+01 -1.641417071989e+00 -1.615808061594e+01 -3.561555123284e+01 -7.027205266325e-02 -1.797121689481e+02 -1.791925176081e+02 
1.906690840512e-02 2.000000000000e+01 -1.641346541465e+00 -1.615841874502e+01 -3.561585744918e+01 -7.092914887416e-02 -1.797094567878e+02 -1.791849972739e+02 
1.924350975230e-02 2.000000000000e+01 -1.641274698283e+00 -1.615876318196e+01 -3.561616937699e+01 -7.159250580367e-02 -1.797067182063e+02 -1.791774061236e+02 
1.942174681489e-02 2.000000000000e+01 -1.641201518012e+00 -1.615911404474e+01 -3.561648712303e+01 -7.226218633770e-02 -1.797039529222e+02 -1.791697434685e+02 
1.960163474319e-02 2.000000000000e+01 -1.641126975764e+00 -1.615947145353e+01 -3.561681079607e+01 -7.293825408187e-02 -1.797011606504e+02 -1.791620086125e+02 
1.978318882784e-02 2.000000000000e+01 -1.641051046191e+00 -1.615983553076e+01 -3.561714050694e+01 -7.362077337239e-02 -1.796983411022e+02 -1.791542008524e+02 
1.996642450110e-02 2.000000000000e+01 -1.640973703470e+00 -1.616020640119e+01 -3.561747636854e+01 -7.430980928659e-02 -1.796954939851e+02 -1.791463194772e+02 
2.015135733816e-02 2.000000000000e+01 -1.640894921301e+00 -1.616058419189e+01 -3.561781849588e+01 -7.500542765387e-02 -1.796926190026e+02 -1.791383637686e+02 
2.033800305847e-02 2.000000000000e+01 -1.640814672891e+00 -1.616096903235e+01 -3.561816700616e+01 -7.570769506709e-02 -1.796897158544e+02 -1.791303330003e+02 
2.052637752709e-02 2.000000000000e+01 -1.640732930949e+00 -1.616136105448e+01 -3.561852201874e+01 -7.641667889355e-02 -1.796867842363e+02 -1.791222264384e+02 
2.071649675602e-02 2.000000000000e+01 -1.640649667678e+00 -1.616176039267e+01 -3.561888365527e+01 -7.713244728699e-02 -1.796838238400e+02 -1.791140433412e+02 
2.090837690556e-02 2.000000000000e+01 -1.640564854762e+00 -1.616216718384e+01 -3.561925203966e+01 -7.785506919921e-02 -1.796808343531e+02 -1.791057829587e+02 
2.110203428569e-02 2.000000000000e+01 -1.640478463356e+00 -1.616258156750e+01 -3.561962729815e+01 -7.858461439220e-02 -1.796778154588e+02 -1.790974445331e+02 
2.129748535746e-02 2.000000000000e+01 -1.640390464083e+00 -1.616300368577e+01 -3.562000955937e+01 -7.932115345041e-02 -1.796747668364e+02 -1.790890272981e+02 
2.149474673438e-02 2.000000000000e+01 -1.640300827014e+00 -1.616343368345e+01 -3.562039895436e+01 -8.006475779355e-02 -1.796716881605e+02 -1.790805304793e+02 
2.169383518385e-02 2.000000000000e+01 -1.640209521665e+00 -1.616387170808e+01 -3.562079561662e+01 -8.081549968904e-02 -1.796685791015e+02 -1.790719532938e+02 
2.189476762857e-02 2.000000000000e+01 -1.640116516987e+00 -1.616431790997e+01 -3.562119968217e+01 -8.157345226545e-02 -1.796654393252e+02 -1.790632949501e+02 
2.209756114796e-02 2.000000000000e+01 -1.640021781348e+00 -1.616477244225e+01 -3.562161128960e+01 -8.233868952557e-02 -1.796622684927e+02 -1.790545546481e+02 
2.230223297966e-02 2.000000000000e+01 -1.639925282531e+00 -1.616523546096e+01 -3.562203058009e+01 -8.311128636039e-02 -1.796590662607e+02 -1.790457315789e+02 
2.250880052095e-02 2.000000000000e+01 -1.639826987717e+00 -1.616570712505e+01 -3.562245769749e+01 -8.389131856264e-02 -1.796558322808e+02 -1.790368249246e+02 
2.271728133027e-02 2.000000000000e+01 -1.639726863478e+00 -1.616618759651e+01 -3.562289278836e+01 -8.467886284120e-02 -1.796525662001e+02 -1.790278338584e+02 
2.292769312866e-02 2.000000000000e+01 -1.639624875763e+00 -1.616667704035e+01 -3.562333600201e+01 -8.547399683554e-02 -1.796492676604e+02 -1.790187575443e+02 
2.314005380131e-02 2.000000000000e+01 -1.639520989886e+00 -1.616717562471e+01 -3.562378749059e+01 -8.627679913065e-02 -1.796459362986e+02 -1.790095951371e+02 
2.335438139906e-02 2.000000000000e+01 -1.639415170517e+00 -1.616768352089e+01 -3.562424740908e+01 -8.708734927195e-02 -1.796425717467e+02 -1.790003457819e+02 
2.357069413997e-02 2.000000000000e+01 -1.639307381666e+00 -1.616820090344e+01 -3.562471591542e+01 -8.790572778088e-02 -1.796391736310e+02 -1.789910086146e+02 
2.378901041079e-02 2.000000000000e+01 -1.639197586676e+00 -1.616872795018e+01 -3.562519317050e+01 -8.873201617052e-02 -1.796357415727e+02 -1.789815827613e+02 
2.400934876861e-02 2.000000000000e+01 -1.639085748205e+00 -1.616926484231e+01 -3.562567933826e+01 -8.956629696180e-02 -1.796322751878e+02 -1.789720673382e+02 
2.423172794238e-02 2.000000000000e+01 -1.638971828218e+00 -1.616981176446e+01 -3.562617458574e+01 -9.040865369996e-02 -1.796287740862e+02 -1.789624614516e+02 
2.445616683452e-02 2.000000000000e+01 -1.638855787969e+00 -1.617036890472e+01 -3.562667908310e+01 -9.125917097129e-02 -1.796252378727e+02 -1.789527641977e+02 
2.468268452256e-02 2.000000000000e+01 -1.638737587993e+00 -1.617093645476e+01 -3.562719300375e+01 -9.211793442017e-02 -1.796216661460e+02 -1.789429746625e+02 
2.491130026068e-02 2.000000000000e+01 -1.638617188090e+00 -1.617151460985e+01 -3.562771652435e+01 -9.298503076679e-02 -1.796180584991e+02 -1.789330919215e+02 
2.514203348143e-02 2.000000000000e+01 -1.638494547312e+00 -1.617210356898e+01 -3.562824982491e+01 -9.386054782483e-02 -1.796144145187e+02 -1.789231150398e+02 
2.537490379734e-02 2.000000000000e+01 -1.638369623946e+00 -1.617270353489e+01 -3.562879308883e+01 -9.474457452009e-02 -1.796107337857e+02 -1.789130430717e+02 
2.560993100258e-02 2.000000000000e+01 -1.638242375506e+00 -1.617331471414e+01 -3.562934650299e+01 -9.563720090886e-02 -1.796070158747e+02 -1.789028750606e+02 
2.584713507470e-02 2.000000000000e+01 -1.638112758713e+00 -1.617393731724e+01 -3.562991025780e+01 -9.653851819700e-02 -1.796032603538e+02 -1.788926100389e+02 
2.608653617623e-02 2.000000000000e+01 -1.637980729482e+00 -1.617457155864e+01 -3.563048454724e+01 -9.744861875972e-02 -1.795994667847e+02 -1.788822470279e+02 
2.632815465648e-02 2.000000000000e+01 -1.637846242908e+00 -1.617521765689e+01 -3.563106956901e+01 -9.836759616143e-02 -1.795956347225e+02 -1.788717850375e+02 
2.657201105325e-02 2.000000000000e+01 -1.637709253251e+00 -1.617587583465e+01 -3.563166552451e+01 -9.929554517589e-02 -1.795917637154e+02 -1.788612230662e+02 
2.681812609453e-02 2.000000000000e+01 -1.637569713916e+00 -1.617654631882e+01 -3.563227261897e+01 -1.002325618075e-01 -1.795878533049e+02 -1.788505601004e+02 
2.706652070033e-02 2.000000000000e+01 -1.637427577445e+00 -1.617722934060e+01 -3.563289106150e+01 -1.011787433122e-01 -1.795839030253e+02 -1.788397951151e+02 
2.731721598441e-02 2.000000000000e+01 -1.637282795492e+00 -1.617792513557e+01 -3.563352106517e+01 -1.021341882194e-01 -1.795799124037e+02 -1.788289270730e+02 
2.757023325610e-02 2.000000000000e+01 -1.637135318815e+00 -1.617863394378e+01 -3.563416284709e+01 -1.030989963544e-01 -1.795758809600e+02 -1.788179549246e+02 
2.782559402207e-02 2.000000000000e+01 -1.636985097251e+00 -1.617935600982e+01 -3.563481662848e+01 -1.040732688609e-01 -1.795718082064e+02 -1.788068776079e+02 
2.808331998823e-02 2.000000000000e+01 -1.636832079707e+00 -1.618009158296e+01 -3.563548263476e+01 -1.050571082244e-01 -1.795676936477e+02 -1.787956940484e+02 
2.834343306151e-02 2.000000000000e+01 -1.636676214136e+00 -1.618084091717e+01 -3.563616109561e+01 -1.060506182960e-01 -1.795635367807e+02 -1.787844031587e+02 
2.860595535176e-02 2.000000000000e+01 -1.636517447523e+00 -1.618160427126e+01 -3.563685224508e+01 -1.070539043171e-01 -1.795593370942e+02 -1.787730038383e+02 
2.887090917359e-02 2.000000000000e+01 -1.636355725865e+00 -1.618238190896e+01 -3.563755632165e+01 -1.080670729436e-01 -1.795550940690e+02 -1.787614949737e+02 
2.913831704833e-02 2.000000000000e+01 -1.636190994155e+00 -1.618317409900e+01 -3.563827356835e+01 -1.090902322719e-01 -1.795508071774e+02 -1.787498754378e+02 
2.940820170587e-02 2.000000000000e+01 -1.636023196361e+00 -1.618398111525e+01 -3.563900423280e+01 -1.101234918650e-01 -1.795464758833e+02 -1.787381440897e+02 
2.968058608666e-02 2.000000000000e+01 -1.635852275407e+00 -1.618480323676e+01 -3.563974856733e+01 -1.111669627787e-01 -1.795420996420e+02 -1.787262997749e+02 
2.995549334360e-02 2.000000000000e+01 -1.635678173155e+00 -1.618564074790e+01 -3.564050682908e+01 -1.122207575894e-01 -1.795376778997e+02 -1.787143413246e+02 
3.023294684406e-02 2.000000000000e+01 -1.635500830386e+00 -1.618649393849e+01 -3.564127928005e+01 -1.132849904218e-01 -1.795332100937e+02 -1.787022675557e+02 
3.051297017183e-02 2.000000000000e+01 -1.635320186774e+00 -1.618736310381e+01 -3.564206618725e+01 -1.143597769776e-01 -1.795286956520e+02 -1.786900772707e+02 
3.079558712914e-02 2.000000000000e+01 -1.635136180874e+00 -1.618824854482e+01 -3.564286782275e+01 -1.154452345641e-01 -1.795241339929e+02 -1.786777692571e+02 
3.108082173869e-02 2.000000000000e+01 -1.634948750095e+00 -1.618915056820e+01 -3.564368446381e+01 -1.165414821251e-01 -1.795195245255e+02 -1.786653422874e+02 
3.136869824567e-02 2.000000000000e+01 -1.634757830680e+00 -1.619006948647e+01 -3.564451639298e+01 -1.176486402708e-01 -1.795148666485e+02 -1.786527951188e+02 
3.165924111984e-02 2.000000000000e+01 -1.634563357687e+00 -1.619100561813e+01 -3.564536389816e+01 -1.187668313093e-01 -1.795101597508e+02 -1.786401264929e+02 
3.195247505759e-02 2.000000000000e+01 -1.634365264961e+00 -1.619195928777e+01 -3.564622727277e+01 -1.198961792788e-01 -1.795054032107e+02 -1.786273351356e+02 
3.224842498408e-02 2.000000000000e+01 -1.634163485119e+00 -1.619293082614e+01 -3.564710681580e+01 -1.210368099803e-01 -1.795005963962e+02 -1.786144197566e+02 
3.254711605532e-02 2.000000000000e+01 -1.633957949521e+00 -1.619392057036e+01 -3.564800283195e+01 -1.221888510113e-01 -1.794957386643e+02 -1.786013790492e+02 
3.284857366030e-02 2.000000000000e+01 -1.633748588248e+00 -1.619492886396e+01 -3.564891563174e+01 -1.233524317999e-01 -1.794908293609e+02 -1.785882116902e+02 
3.315282342319e-02 2.000000000000e+01 -1.633535330082e+00 -1.619595605707e+01 -3.564984553162e+01 -1.245276836405e-01 -1.794858678207e+02 -1.785749163393e+02 
3.345989120550e-02 2.000000000000e+01 -1.633318102477e+00 -1.619700250651e+01 -3.565079285408e+01 -1.257147397296e-01 -1.794808533668e+02 -1.785614916392e+02 
3.376980310825e-02 2.000000000000e+01 -1.633096831534e+00 -1.619806857592e+01 -3.565175792776e+01 -1.269137352025e-01 -1.794757853104e+02 -1.785479362148e+02 
3.408258547423e-02 2.000000000000e+01 -1.632871441980e+00 -1.619915463594e+01 -3.565274108761e+01 -1.281248071717e-01 -1.794706629505e+02 -1.785342486734e+02 
3.439826489023e-02 2.000000000000e+01 -1.632641857142e+00 -1.620026106427e+01 -3.565374267495e+01 -1.293480947652e-01 -1.794654855740e+02 -1.785204276040e+02 
3.471686818927e-02 2.000000000000e+01 -1.632407998915e+00 -1.620138824589e+01 -3.565476303767e+01 -1.305837391659e-01 -1.794602524548e+02 -1.785064715772e+02 
3.503842245291e-02 2.000000000000e+01 -1.632169787741e+00 -1.620253657317e+01 -3.565580253030e+01 -1.318318836532e-01 -1.794549628539e+02 -1.784923791448e+02 
3.536295501355e-02 2.000000000000e+01 -1.631927142583e+00 -1.620370644598e+01 -3.565686151416e+01 -1.330926736431e-01 -1.794496160190e+02 -1.784781488394e+02 
3.569049345675e-02 2.000000000000e+01 -1.631679980890e+00 -1.620489827192e+01 -3.565794035751e+01 -1.343662567326e-01 -1.794442111844e+02 -1.784637791741e+02 
3.602106562357e-02 2.000000000000e+01 -1.631428218577e+00 -1.620611246639e+01 -3.565903943565e+01 -1.356527827417e-01 -1.794387475702e+02 -1.784492686424e+02 
3.635469961293e-02 2.000000000000e+01 -1.631171769992e+00 -1.620734945279e+01 -3.566015913111e+01 -1.369524037593e-01 -1.794332243823e+02 -1.784346157172e+02 
3.669142378402e-02 2.000000000000e+01 -1.630910547887e+00 -1.620860966268e+01 -3.566129983374e+01 -1.382652741883e-01 -1.794276408121e+02 -1.784198188512e+02 
3.703126675870e-02 2.000000000000e+01 -1.630644463390e+00 -1.620989353592e+01 -3.566246194088e+01 -1.395915507930e-01 -1.794219960359e+02 -1.784048764759e+02 
3.737425742391e-02 2.000000000000e+01 -1.630373425973e+00 -1.621120152084e+01 -3.566364585753e+01 -1.409313927469e-01 -1.794162892149e+02 -1.783897870016e+02 
3.772042493417e-02 2.000000000000e+01 -1.630097343422e+00 -1.621253407444e+01 -3.566485199644e+01 -1.422849616822e-01 -1.794105194945e+02 -1.783745488168e+02 
3.806979871402e-02 2.000000000000e+01 -1.629816121807e+00 -1.621389166251e+01 -3.566608077835e+01 -1.436524217399e-01 -1.794046860040e+02 -1.783591602879e+02 
3.842240846055e-02 2.000000000000e+01 -1.629529665445e+00 -1.621527475985e+01 -3.566733263205e+01 -1.450339396223e-01 -1.793987878563e+02 -1.783436197585e+02 
3.877828414589e-02 2.000000000000e+01 -1.629237876873e+00 -1.621668385044e+01 -3.566860799464e+01 -1.464296846453e-01 -1.793928241473e+02 -1.783279255496e+02 
3.913745601980e-02 2.000000000000e+01 -1.628940656814e+00 -1.621811942760e+01 -3.566990731161e+01 -1.478398287928e-01 -1.793867939560e+02 -1.783120759585e+02 
3.949995461221e-02 2.000000000000e+01 -1.628637904138e+00 -1.621958199420e+01 -3.567123103707e+01 -1.492645467731e-01 -1.793806963433e+02 -1.782960692585e+02 
3.986581073580e-02 2.000000000000e+01 -1.628329515834e+00 -1.622107206285e+01 -3.567257963386e+01 -1.507040160756e-01 -1.793745303522e+02 -1.782799036989e+02 
4.023505548869e-02 2.000000000000e+01 -1.628015386971e+00 -1.622259015610e+01 -3.567395357381e+01 -1.521584170287e-01 -1.793682950070e+02 -1.782635775038e+02 
4.060772025700e-02 2.000000000000e+01 -1.627695410663e+00 -1.622413680662e+01 -3.567535333783e+01 -1.536279328611e-01 -1.793619893131e+02 -1.782470888722e+02 
4.098383671757e-02 2.000000000000e+01 -1.627369478035e+00 -1.622571255740e+01 -3.567677941614e+01 -1.551127497621e-01 -1.793556122562e+02 -1.782304359772e+02 
4.136343684063e-02 2.000000000000e+01 -1.627037478181e+00 -1.622731796202e+01 -3.567823230847e+01 -1.566130569454e-01 -1.793491628021e+02 -1.782136169656e+02 
4.174655289253e-02 2.000000000000e+01 -1.626699298130e+00 -1.622895358477e+01 -3.567971252420e+01 -1.581290467136e-01 -1.793426398961e+02 -1.781966299573e+02 
4.213321743847e-02 2.000000000000e+01 -1.626354822806e+00 -1.623062000094e+01 -3.568122058261e+01 -1.596609145244e-01 -1.793360424622e+02 -1.781794730450e+02 
4.252346334529e-02 2.000000000000e+01 -1.626003934991e+00 -1.623231779701e+01 -3.568275701302e+01 -1.612088590586e-01 -1.793293694033e+02 -1.781621442931e+02 
4.291732378422e-02 2.000000000000e+01 -1.625646515281e+00 -1.623404757089e+01 -3.568432235507e+01 -1.627730822896e-01 -1.793226195998e+02 -1.781446417378e+02 
4.331483223376e-02 2.000000000000e+01 -1.625282442048e+00 -1.623580993214e+01 -3.568591715884e+01 -1.643537895554e-01 -1.793157919094e+02 -1.781269633860e+02 
