%%% Eigenvalues
num speed real imag realhz imaghz 
{1} 1.000000000000e+01 -1.105607418893e+03 0.000000000000e+00 -1.759628858359e+02 0.000000000000e+00
{2} 1.000000000000e+01 -8.574272929871e+02 0.000000000000e+00 -1.364637920208e+02 0.000000000000e+00
{3} 1.000000000000e+01 -1.190665270932e+02 1.357226974873e+02 -1.895002634366e+01 2.160093819486e+01
{4} 1.000000000000e+01 -1.190665270932e+02 -1.357226974873e+02 -1.895002634366e+01 -2.160093819486e+01
{5} 1.000000000000e+01 -1.271238253194e+02 0.000000000000e+00 -2.023238518434e+01 0.000000000000e+00
{6} 1.000000000000e+01 -9.681648378431e+01 0.000000000000e+00 -1.540882196705e+01 0.000000000000e+00
{7} 1.000000000000e+01 -4.666116464504e+00 3.524753213836e+01 -7.426355003683e-01 5.609818971610e+00
{8} 1.000000000000e+01 -4.666116464504e+00 -3.524753213836e+01 -7.426355003683e-01 -5.609818971610e+00
{9} 1.000000000000e+01 -2.239505652056e+01 3.080029626359e+01 -3.564283946069e+00 4.902019399045e+00
{10} 1.000000000000e+01 -2.239505652056e+01 -3.080029626359e+01 -3.564283946069e+00 -4.902019399045e+00
{11} 1.000000000000e+01 -3.631479614552e+01 1.079476682106e+01 -5.779679313934e+00 1.718040499096e+00
{12} 1.000000000000e+01 -3.631479614552e+01 -1.079476682106e+01 -5.779679313934e+00 -1.718040499096e+00
{13} 1.000000000000e+01 -2.554570385426e+01 0.000000000000e+00 -4.065725043167e+00 0.000000000000e+00
{14} 1.000000000000e+01 -3.677075393588e+00 6.362603140791e+00 -5.852247250111e-01 1.012639740789e+00
{15} 1.000000000000e+01 -3.677075393588e+00 -6.362603140791e+00 -5.852247250111e-01 -1.012639740789e+00
{16} 1.000000000000e+01 -7.984503469040e-02 0.000000000000e+00 -1.270773195232e-02 0.000000000000e+00
{17} 1.000000000000e+01 -3.061298338120e-05 0.000000000000e+00 -4.872207627908e-06 0.000000000000e+00
{18} 1.000000000000e+01 3.060123875990e-05 0.000000000000e+00 4.870338413373e-06 0.000000000000e+00
{19} 1.000000000000e+01 4.141877946006e-12 8.038514309110e-06 6.592003487901e-13 1.279369287410e-06
{20} 1.000000000000e+01 4.141877946006e-12 -8.038514309110e-06 6.592003487901e-13 -1.279369287410e-06
{21} 1.000000000000e+01 1.173161193319e-12 0.000000000000e+00 1.867144029603e-13 0.000000000000e+00
{22} 1.000000000000e+01 -1.124447431755e-11 0.000000000000e+00 -1.789613670108e-12 0.000000000000e+00

