%%% Bode Mag Phase 
frequency speed  m1 m2 m3 m4 p1 p2 p3 p4
1.56753941e-01 0.00000000e+00 -1.12645073e+01 -6.83912984e-01 -4.54354692e+01 -5.69249335e+00 -1.94236655e+00 -1.79146669e+02 4.85799744e+01 -1.06743841e+00 
1.57714980e-01 0.00000000e+00 -1.12595132e+01 -6.83351644e-01 -4.53290127e+01 -5.69269766e+00 -1.98244118e+00 -1.79144022e+02 4.89109904e+01 -1.07512339e+00 
1.58681911e-01 0.00000000e+00 -1.12544858e+01 -6.82782062e-01 -4.52220225e+01 -5.69290250e+00 -2.02313122e+00 -1.79141410e+02 4.92355865e+01 -1.08286551e+00 
1.59654770e-01 0.00000000e+00 -1.12494246e+01 -6.82204290e-01 -4.51145420e+01 -5.69310799e+00 -2.06444467e+00 -1.79138834e+02 4.95538196e+01 -1.09066312e+00 
1.60633594e-01 0.00000000e+00 -1.12443301e+01 -6.81618156e-01 -4.50065812e+01 -5.69331386e+00 -2.10639025e+00 -1.79136296e+02 4.98656651e+01 -1.09851878e+00 
1.61618419e-01 0.00000000e+00 -1.12392026e+01 -6.81023837e-01 -4.48981755e+01 -5.69352024e+00 -2.14897533e+00 -1.79133796e+02 5.01712062e+01 -1.10643090e+00 
1.62609282e-01 0.00000000e+00 -1.12340408e+01 -6.80420762e-01 -4.47893470e+01 -5.69372706e+00 -2.19221095e+00 -1.79131337e+02 5.04704451e+01 -1.11440014e+00 
1.63606219e-01 0.00000000e+00 -1.12288456e+01 -6.79809232e-01 -4.46801331e+01 -5.69393416e+00 -2.23610329e+00 -1.79128918e+02 5.07633504e+01 -1.12242589e+00 
1.64609269e-01 0.00000000e+00 -1.12236169e+01 -6.79188763e-01 -4.45705531e+01 -5.69414170e+00 -2.28066226e+00 -1.79126543e+02 5.10499569e+01 -1.13051062e+00 
1.65618468e-01 0.00000000e+00 -1.12183540e+01 -6.78559421e-01 -4.44606465e+01 -5.69434951e+00 -2.32589663e+00 -1.79124212e+02 5.13303822e+01 -1.13865160e+00 
1.66633854e-01 0.00000000e+00 -1.12130577e+01 -6.77921063e-01 -4.43504271e+01 -5.69455758e+00 -2.37181616e+00 -1.79121928e+02 5.16045782e+01 -1.14685040e+00 
1.67655466e-01 0.00000000e+00 -1.12077269e+01 -6.77273468e-01 -4.42399173e+01 -5.69476583e+00 -2.41843302e+00 -1.79119691e+02 5.18727240e+01 -1.15510647e+00 
1.68683341e-01 0.00000000e+00 -1.12023623e+01 -6.76616601e-01 -4.41291453e+01 -5.69497417e+00 -2.46575152e+00 -1.79117503e+02 5.21346714e+01 -1.16342008e+00 
1.69717518e-01 0.00000000e+00 -1.11969640e+01 -6.75950528e-01 -4.40181445e+01 -5.69518272e+00 -2.51378261e+00 -1.79115367e+02 5.23906543e+01 -1.17179157e+00 
1.70758035e-01 0.00000000e+00 -1.11915310e+01 -6.75274621e-01 -4.39069311e+01 -5.69539116e+00 -2.56253930e+00 -1.79113282e+02 5.26406390e+01 -1.18022028e+00 
1.71804932e-01 0.00000000e+00 -1.11860639e+01 -6.74589201e-01 -4.37955264e+01 -5.69559972e+00 -2.61203107e+00 -1.79111253e+02 5.28846178e+01 -1.18870605e+00 
1.72858247e-01 0.00000000e+00 -1.11805627e+01 -6.73893881e-01 -4.36839630e+01 -5.69580820e+00 -2.66226576e+00 -1.79109279e+02 5.31228096e+01 -1.19724968e+00 
1.73918019e-01 0.00000000e+00 -1.11750270e+01 -6.73188544e-01 -4.35722492e+01 -5.69601651e+00 -2.71325533e+00 -1.79107363e+02 5.33551328e+01 -1.20585183e+00 
1.74984289e-01 0.00000000e+00 -1.11694567e+01 -6.72473041e-01 -4.34604204e+01 -5.69622457e+00 -2.76500874e+00 -1.79105508e+02 5.35817078e+01 -1.21451025e+00 
1.76057096e-01 0.00000000e+00 -1.11638526e+01 -6.71747504e-01 -4.33484923e+01 -5.69643244e+00 -2.81754087e+00 -1.79103715e+02 5.38025773e+01 -1.22322558e+00 
1.77136481e-01 0.00000000e+00 -1.11582138e+01 -6.71011517e-01 -4.32364895e+01 -5.69664010e+00 -2.87085770e+00 -1.79101985e+02 5.40178008e+01 -1.23199790e+00 
1.78222483e-01 0.00000000e+00 -1.11525403e+01 -6.70264907e-01 -4.31244268e+01 -5.69684719e+00 -2.92497154e+00 -1.79100320e+02 5.42275129e+01 -1.24082711e+00 
1.79315143e-01 0.00000000e+00 -1.11468321e+01 -6.69507579e-01 -4.30123370e+01 -5.69705394e+00 -2.97989606e+00 -1.79098725e+02 5.44317546e+01 -1.24971277e+00 
1.80414502e-01 0.00000000e+00 -1.11410896e+01 -6.68739419e-01 -4.29002378e+01 -5.69726002e+00 -3.03563829e+00 -1.79097199e+02 5.46305211e+01 -1.25865449e+00 
1.81520601e-01 0.00000000e+00 -1.11353118e+01 -6.67960278e-01 -4.27881323e+01 -5.69746563e+00 -3.09221729e+00 -1.79095745e+02 5.48239651e+01 -1.26765326e+00 
1.82633482e-01 0.00000000e+00 -1.11294995e+01 -6.67170161e-01 -4.26760610e+01 -5.69767030e+00 -3.14963657e+00 -1.79094366e+02 5.50121866e+01 -1.27670643e+00 
1.83753185e-01 0.00000000e+00 -1.11236527e+01 -6.66368598e-01 -4.25640189e+01 -5.69787435e+00 -3.20791450e+00 -1.79093065e+02 5.51951924e+01 -1.28581565e+00 
1.84879753e-01 0.00000000e+00 -1.11177709e+01 -6.65555670e-01 -4.24520550e+01 -5.69807751e+00 -3.26705840e+00 -1.79091842e+02 5.53730766e+01 -1.29497909e+00 
1.86013228e-01 0.00000000e+00 -1.11118546e+01 -6.64731111e-01 -4.23401733e+01 -5.69827975e+00 -3.32708496e+00 -1.79090702e+02 5.55458825e+01 -1.30419675e+00 
1.87153653e-01 0.00000000e+00 -1.11059032e+01 -6.63894812e-01 -4.22283851e+01 -5.69848090e+00 -3.38800454e+00 -1.79089645e+02 5.57137669e+01 -1.31346926e+00 
1.88301069e-01 0.00000000e+00 -1.10999169e+01 -6.63046568e-01 -4.21167167e+01 -5.69868095e+00 -3.44982959e+00 -1.79088675e+02 5.58767831e+01 -1.32279486e+00 
1.89455519e-01 0.00000000e+00 -1.10938960e+01 -6.62186309e-01 -4.20051802e+01 -5.69887965e+00 -3.51257658e+00 -1.79087795e+02 5.60349910e+01 -1.33217296e+00 
1.90617048e-01 0.00000000e+00 -1.10878397e+01 -6.61313772e-01 -4.18938020e+01 -5.69907712e+00 -3.57625691e+00 -1.79087007e+02 5.61884187e+01 -1.34160308e+00 
1.91785697e-01 0.00000000e+00 -1.10817486e+01 -6.60428798e-01 -4.17825873e+01 -5.69927300e+00 -3.64088351e+00 -1.79086314e+02 5.63372964e+01 -1.35108490e+00 
1.92961512e-01 0.00000000e+00 -1.10756227e+01 -6.59531411e-01 -4.16715670e+01 -5.69946752e+00 -3.70647266e+00 -1.79085718e+02 5.64814714e+01 -1.36061687e+00 
1.94144535e-01 0.00000000e+00 -1.10694615e+01 -6.58621103e-01 -4.15607444e+01 -5.69966031e+00 -3.77303405e+00 -1.79085224e+02 5.66213099e+01 -1.37019921e+00 
1.95334812e-01 0.00000000e+00 -1.10632658e+01 -6.57697981e-01 -4.14501399e+01 -5.69985122e+00 -3.84058744e+00 -1.79084833e+02 5.67566469e+01 -1.37983116e+00 
1.96532385e-01 0.00000000e+00 -1.10570352e+01 -6.56761736e-01 -4.13397719e+01 -5.70004030e+00 -3.90914549e+00 -1.79084548e+02 5.68876779e+01 -1.38951044e+00 
1.97737301e-01 0.00000000e+00 -1.10507693e+01 -6.55812459e-01 -4.12296612e+01 -5.70022722e+00 -3.97872134e+00 -1.79084374e+02 5.70144946e+01 -1.39923651e+00 
1.98949604e-01 0.00000000e+00 -1.10444685e+01 -6.54849476e-01 -4.11198230e+01 -5.70041211e+00 -4.04933053e+00 -1.79084312e+02 5.71371297e+01 -1.40900832e+00 
2.00169340e-01 0.00000000e+00 -1.10381331e+01 -6.53873231e-01 -4.10102619e+01 -5.70059457e+00 -4.12099332e+00 -1.79084367e+02 5.72557122e+01 -1.41882502e+00 
2.01396553e-01 0.00000000e+00 -1.10317631e+01 -6.52883199e-01 -4.09009996e+01 -5.70077466e+00 -4.19371866e+00 -1.79084541e+02 5.73702582e+01 -1.42868643e+00 
2.02631291e-01 0.00000000e+00 -1.10253578e+01 -6.51879121e-01 -4.07920491e+01 -5.70095215e+00 -4.26753041e+00 -1.79084840e+02 5.74809439e+01 -1.43858936e+00 
2.03873598e-01 0.00000000e+00 -1.10189178e+01 -6.50860981e-01 -4.06834390e+01 -5.70112689e+00 -4.34243685e+00 -1.79085264e+02 5.75877699e+01 -1.44853309e+00 
2.05123522e-01 0.00000000e+00 -1.10124429e+01 -6.49828680e-01 -4.05751649e+01 -5.70129872e+00 -4.41846004e+00 -1.79085819e+02 5.76909093e+01 -1.45851726e+00 
2.06381110e-01 0.00000000e+00 -1.10059335e+01 -6.48781761e-01 -4.04672558e+01 -5.70146753e+00 -4.49561647e+00 -1.79086508e+02 5.77903002e+01 -1.46853845e+00 
2.07646407e-01 0.00000000e+00 -1.09993895e+01 -6.47720424e-01 -4.03597269e+01 -5.70163326e+00 -4.57392156e+00 -1.79087336e+02 5.78861214e+01 -1.47859644e+00 
2.08919461e-01 0.00000000e+00 -1.09928111e+01 -6.46644170e-01 -4.02525831e+01 -5.70179535e+00 -4.65339851e+00 -1.79088305e+02 5.79784493e+01 -1.48868935e+00 
2.10200321e-01 0.00000000e+00 -1.09861981e+01 -6.45553161e-01 -4.01458520e+01 -5.70195410e+00 -4.73405522e+00 -1.79089419e+02 5.80673746e+01 -1.49881401e+00 
2.11489033e-01 0.00000000e+00 -1.09795507e+01 -6.44446740e-01 -4.00395403e+01 -5.70210906e+00 -4.81592181e+00 -1.79090685e+02 5.81529546e+01 -1.50896994e+00 
2.12785646e-01 0.00000000e+00 -1.09728691e+01 -6.43325128e-01 -3.99336662e+01 -5.70226001e+00 -4.89900804e+00 -1.79092104e+02 5.82352884e+01 -1.51915463e+00 
2.14090209e-01 0.00000000e+00 -1.09661534e+01 -6.42188009e-01 -3.98282479e+01 -5.70240704e+00 -4.98333993e+00 -1.79093682e+02 5.83144301e+01 -1.52936533e+00 
2.15402770e-01 0.00000000e+00 -1.09594041e+01 -6.41035427e-01 -3.97233025e+01 -5.70254959e+00 -5.06893236e+00 -1.79095423e+02 5.83904393e+01 -1.53960074e+00 
2.16723378e-01 0.00000000e+00 -1.09526204e+01 -6.39866725e-01 -3.96188352e+01 -5.70268776e+00 -5.15580838e+00 -1.79097331e+02 5.84634814e+01 -1.54985792e+00 
2.18052082e-01 0.00000000e+00 -1.09458034e+01 -6.38682077e-01 -3.95148729e+01 -5.70282105e+00 -5.24398384e+00 -1.79099412e+02 5.85335913e+01 -1.56013453e+00 
2.19388933e-01 0.00000000e+00 -1.09389524e+01 -6.37481302e-01 -3.94114310e+01 -5.70294967e+00 -5.33348320e+00 -1.79101671e+02 5.86008868e+01 -1.57042732e+00 
2.20733979e-01 0.00000000e+00 -1.09320682e+01 -6.36264135e-01 -3.93085195e+01 -5.70307281e+00 -5.42432843e+00 -1.79104110e+02 5.86653790e+01 -1.58073370e+00 
2.22087272e-01 0.00000000e+00 -1.09251504e+01 -6.35030508e-01 -3.92061534e+01 -5.70319064e+00 -5.51653891e+00 -1.79106737e+02 5.87272430e+01 -1.59105216e+00 
2.23448862e-01 0.00000000e+00 -1.09182002e+01 -6.33780062e-01 -3.91043586e+01 -5.70330304e+00 -5.61013719e+00 -1.79109557e+02 5.87864472e+01 -1.60137732e+00 
2.24818799e-01 0.00000000e+00 -1.09112172e+01 -6.32513005e-01 -3.90031503e+01 -5.70340935e+00 -5.70514349e+00 -1.79112573e+02 5.88431552e+01 -1.61170725e+00 
2.26197136e-01 0.00000000e+00 -1.09042017e+01 -6.31228777e-01 -3.89025331e+01 -5.70350936e+00 -5.80158670e+00 -1.79115792e+02 5.88974388e+01 -1.62203771e+00 
2.27583923e-01 0.00000000e+00 -1.08971535e+01 -6.29927316e-01 -3.88025352e+01 -5.70360320e+00 -5.89949026e+00 -1.79119220e+02 5.89493397e+01 -1.63236533e+00 
2.28979212e-01 0.00000000e+00 -1.08900738e+01 -6.28608513e-01 -3.87031781e+01 -5.70369027e+00 -5.99886919e+00 -1.79122861e+02 5.89989642e+01 -1.64268707e+00 
2.30383055e-01 0.00000000e+00 -1.08829619e+01 -6.27272156e-01 -3.86044753e+01 -5.70377057e+00 -6.09975202e+00 -1.79126722e+02 5.90464081e+01 -1.65299723e+00 
2.31795505e-01 0.00000000e+00 -1.08758187e+01 -6.25918111e-01 -3.85064447e+01 -5.70384337e+00 -6.20217000e+00 -1.79130809e+02 5.90917636e+01 -1.66329331e+00 
2.33216615e-01 0.00000000e+00 -1.08686444e+01 -6.24546354e-01 -3.84091106e+01 -5.70390869e+00 -6.30613681e+00 -1.79135127e+02 5.91351117e+01 -1.67357038e+00 
2.34646437e-01 0.00000000e+00 -1.08614399e+01 -6.23156669e-01 -3.83124740e+01 -5.70396611e+00 -6.41168672e+00 -1.79139684e+02 5.91765235e+01 -1.68382413e+00 
2.36085026e-01 0.00000000e+00 -1.08542050e+01 -6.21748842e-01 -3.82165767e+01 -5.70401542e+00 -6.51884251e+00 -1.79144484e+02 5.92160702e+01 -1.69404885e+00 
2.37532434e-01 0.00000000e+00 -1.08469396e+01 -6.20322743e-01 -3.81214270e+01 -5.70405620e+00 -6.62763462e+00 -1.79149535e+02 5.92538401e+01 -1.70423998e+00 
2.38988716e-01 0.00000000e+00 -1.08396453e+01 -6.18878286e-01 -3.80270551e+01 -5.70408839e+00 -6.73808770e+00 -1.79154845e+02 5.92899504e+01 -1.71439124e+00 
2.40453927e-01 0.00000000e+00 -1.08323220e+01 -6.17415290e-01 -3.79334773e+01 -5.70411106e+00 -6.85022436e+00 -1.79160417e+02 5.93244741e+01 -1.72449841e+00 
2.41928120e-01 0.00000000e+00 -1.08249695e+01 -6.15933663e-01 -3.78407101e+01 -5.70412428e+00 -6.96408068e+00 -1.79166262e+02 5.93575048e+01 -1.73455473e+00 
2.43411352e-01 0.00000000e+00 -1.08175896e+01 -6.14433299e-01 -3.77487850e+01 -5.70412775e+00 -7.07968361e+00 -1.79172385e+02 5.93890862e+01 -1.74455643e+00 
2.44903677e-01 0.00000000e+00 -1.08101823e+01 -6.12914207e-01 -3.76577236e+01 -5.70412077e+00 -7.19706260e+00 -1.79178793e+02 5.94193348e+01 -1.75449323e+00 
2.46405151e-01 0.00000000e+00 -1.08027478e+01 -6.11376004e-01 -3.75675368e+01 -5.70410316e+00 -7.31624640e+00 -1.79185493e+02 5.94483557e+01 -1.76436149e+00 
2.47915831e-01 0.00000000e+00 -1.07952869e+01 -6.09818816e-01 -3.74782742e+01 -5.70407447e+00 -7.43726172e+00 -1.79192495e+02 5.94762644e+01 -1.77415309e+00 
2.49435772e-01 0.00000000e+00 -1.07878003e+01 -6.08242408e-01 -3.73899460e+01 -5.70403436e+00 -7.56014992e+00 -1.79199805e+02 5.95031093e+01 -1.78386040e+00 
2.50965032e-01 0.00000000e+00 -1.07802893e+01 -6.06646938e-01 -3.73025780e+01 -5.70398216e+00 -7.68493217e+00 -1.79207432e+02 5.95289789e+01 -1.79347871e+00 
2.52503668e-01 0.00000000e+00 -1.07727540e+01 -6.05032078e-01 -3.72161996e+01 -5.70391776e+00 -7.81165109e+00 -1.79215383e+02 5.95539986e+01 -1.80299588e+00 
2.54051737e-01 0.00000000e+00 -1.07651951e+01 -6.03397881e-01 -3.71308419e+01 -5.70384052e+00 -7.94032731e+00 -1.79223666e+02 5.95782139e+01 -1.81240601e+00 
2.55609297e-01 0.00000000e+00 -1.07576134e+01 -6.01744400e-01 -3.70465291e+01 -5.70375003e+00 -8.07100505e+00 -1.79232291e+02 5.96018086e+01 -1.82169929e+00 
2.57176406e-01 0.00000000e+00 -1.07500103e+01 -6.00071485e-01 -3.69633021e+01 -5.70364592e+00 -8.20370787e+00 -1.79241264e+02 5.96248471e+01 -1.83086687e+00 
2.58753123e-01 0.00000000e+00 -1.07423859e+01 -5.98379002e-01 -3.68811739e+01 -5.70352753e+00 -8.33848418e+00 -1.79250597e+02 5.96473899e+01 -1.83990105e+00 
2.60339507e-01 0.00000000e+00 -1.07347410e+01 -5.96667224e-01 -3.68001946e+01 -5.70339425e+00 -8.47535310e+00 -1.79260296e+02 5.96696566e+01 -1.84878920e+00 
2.61935616e-01 0.00000000e+00 -1.07270784e+01 -5.94936108e-01 -3.67203906e+01 -5.70324590e+00 -8.61436305e+00 -1.79270374e+02 5.96915961e+01 -1.85752253e+00 
2.63541511e-01 0.00000000e+00 -1.07193969e+01 -5.93185401e-01 -3.66417970e+01 -5.70308177e+00 -8.75554551e+00 -1.79280835e+02 5.97134417e+01 -1.86609147e+00 
2.65157252e-01 0.00000000e+00 -1.07116994e+01 -5.91415621e-01 -3.65644504e+01 -5.70290131e+00 -8.89893793e+00 -1.79291692e+02 5.97352219e+01 -1.87448329e+00 
2.66782898e-01 0.00000000e+00 -1.07039858e+01 -5.89626273e-01 -3.64883922e+01 -5.70270405e+00 -9.04457825e+00 -1.79302954e+02 5.97571250e+01 -1.88268633e+00 
2.68418512e-01 0.00000000e+00 -1.06962577e+01 -5.87817793e-01 -3.64136490e+01 -5.70248910e+00 -9.19250062e+00 -1.79314632e+02 5.97792888e+01 -1.89068957e+00 
2.70064153e-01 0.00000000e+00 -1.06885173e+01 -5.85990279e-01 -3.63402778e+01 -5.70225624e+00 -9.34275052e+00 -1.79326733e+02 5.98017457e+01 -1.89847932e+00 
2.71719883e-01 0.00000000e+00 -1.06807645e+01 -5.84143998e-01 -3.62683100e+01 -5.70200479e+00 -9.49536542e+00 -1.79339269e+02 5.98246497e+01 -1.90604179e+00 
2.73385764e-01 0.00000000e+00 -1.06730013e+01 -5.82278600e-01 -3.61977945e+01 -5.70173410e+00 -9.65038139e+00 -1.79352250e+02 5.98481742e+01 -1.91336661e+00 
2.75061858e-01 0.00000000e+00 -1.06652301e+01 -5.80394554e-01 -3.61287779e+01 -5.70144353e+00 -9.80784059e+00 -1.79365687e+02 5.98724708e+01 -1.92043519e+00 
2.76748229e-01 0.00000000e+00 -1.06574506e+01 -5.78492171e-01 -3.60613031e+01 -5.70113233e+00 -9.96778466e+00 -1.79379590e+02 5.98975711e+01 -1.92723630e+00 
2.78444938e-01 0.00000000e+00 -1.06496666e+01 -5.76571518e-01 -3.59954203e+01 -5.70080011e+00 -1.01302570e+01 -1.79393970e+02 5.99237571e+01 -1.93375222e+00 
2.80152050e-01 0.00000000e+00 -1.06418779e+01 -5.74632790e-01 -3.59311855e+01 -5.70044598e+00 -1.02952972e+01 -1.79408838e+02 5.99511033e+01 -1.93996868e+00 
2.81869628e-01 0.00000000e+00 -1.06340868e+01 -5.72676327e-01 -3.58686473e+01 -5.70006934e+00 -1.04629491e+01 -1.79424204e+02 5.99797695e+01 -1.94586693e+00 
2.83597736e-01 0.00000000e+00 -1.06262971e+01 -5.70702662e-01 -3.58078681e+01 -5.69966938e+00 -1.06332539e+01 -1.79440082e+02 6.00099552e+01 -1.95143162e+00 
2.85336438e-01 0.00000000e+00 -1.06185081e+01 -5.68712024e-01 -3.57488985e+01 -5.69924555e+00 -1.08062568e+01 -1.79456481e+02 6.00417945e+01 -1.95664366e+00 
2.87085801e-01 0.00000000e+00 -1.06107230e+01 -5.66704245e-01 -3.56918110e+01 -5.69879699e+00 -1.09820033e+01 -1.79473412e+02 6.00754612e+01 -1.96148494e+00 
2.88845889e-01 0.00000000e+00 -1.06029453e+01 -5.64680700e-01 -3.56366606e+01 -5.69832293e+00 -1.11605345e+01 -1.79490887e+02 6.01111903e+01 -1.96593584e+00 
2.90616768e-01 0.00000000e+00 -1.05951750e+01 -5.62641160e-01 -3.55835162e+01 -5.69782245e+00 -1.13418956e+01 -1.79508920e+02 6.01491856e+01 -1.96997718e+00 
2.92398503e-01 0.00000000e+00 -9.93829341e+00 -7.12050186e-01 -2.81203621e+01 -7.01724420e+00 3.47791260e-01 -1.71250802e+02 -8.65517843e+00 -2.79645197e+00 
2.94191162e-01 0.00000000e+00 -9.95283720e+00 -7.09266614e-01 -2.80329770e+01 -7.03006824e+00 2.11916762e-01 -1.71224190e+02 -7.84448738e+00 -2.85868209e+00 
2.95994812e-01 0.00000000e+00 -9.96777713e+00 -7.06431925e-01 -2.79448125e+01 -7.04299661e+00 7.31760392e-02 -1.71198214e+02 -7.03596607e+00 -2.92215059e+00 
2.97809520e-01 0.00000000e+00 -9.98312079e+00 -7.03547209e-01 -2.78559046e+01 -7.05602960e+00 -6.84896469e-02 -1.71172896e+02 -6.22973470e+00 -2.98687979e+00 
2.99635354e-01 0.00000000e+00 -9.99887321e+00 -7.00612531e-01 -2.77662987e+01 -7.06916696e+00 -2.13130102e-01 -1.71148260e+02 -5.42596650e+00 -3.05288377e+00 
3.01472381e-01 0.00000000e+00 -1.00150413e+01 -6.97628636e-01 -2.76760418e+01 -7.08240849e+00 -3.60807787e-01 -1.71124328e+02 -4.62472197e+00 -3.12018692e+00 
3.03320671e-01 0.00000000e+00 -1.00316297e+01 -6.94596451e-01 -2.75851895e+01 -7.09575548e+00 -5.11587124e-01 -1.71101126e+02 -3.82613355e+00 -3.18880709e+00 
3.05180293e-01 0.00000000e+00 -1.00486467e+01 -6.91516791e-01 -2.74937777e+01 -7.10920715e+00 -6.65514637e-01 -1.71078677e+02 -3.03030058e+00 -3.25876271e+00 
3.07051316e-01 0.00000000e+00 -1.00660959e+01 -6.88390201e-01 -2.74018621e+01 -7.12276343e+00 -8.22662826e-01 -1.71057005e+02 -2.23730990e+00 -3.33007212e+00 
3.08933810e-01 0.00000000e+00 -1.00839844e+01 -6.85218283e-01 -2.73094921e+01 -7.13642594e+00 -9.83090030e-01 -1.71036135e+02 -1.44724004e+00 -3.40275787e+00 
3.10827845e-01 0.00000000e+00 -1.01023171e+01 -6.82001211e-01 -2.72167192e+01 -7.15019220e+00 -1.14685648e+00 -1.71016093e+02 -6.60138603e-01 -3.47683700e+00 
3.12733492e-01 0.00000000e+00 -1.01211007e+01 -6.78740685e-01 -2.71235902e+01 -7.16406406e+00 -1.31402285e+00 -1.70996903e+02 1.23920382e-01 -3.55232626e+00 
3.14650823e-01 0.00000000e+00 -1.01403402e+01 -6.75437856e-01 -2.70301525e+01 -7.17804069e+00 -1.48465047e+00 -1.70978595e+02 9.04881855e-01 -3.62924637e+00 
3.16579908e-01 0.00000000e+00 -1.01600403e+01 -6.72093614e-01 -2.69364720e+01 -7.19212227e+00 -1.65881533e+00 -1.70961190e+02 1.68275495e+00 -3.70761558e+00 
3.18520821e-01 0.00000000e+00 -1.01802067e+01 -6.68709794e-01 -2.68425870e+01 -7.20630820e+00 -1.83656932e+00 -1.70944718e+02 2.45747378e+00 -3.78745171e+00 
