%%% Bode Mag Phase 
frequency speed  m1 m2 m3 m4 p1 p2 p3 p4
3.20473633e-01 0.00000000e+00 -1.02008441e+01 -6.65287253e-01 -2.67485586e+01 -7.22059925e+00 -2.01798657e+00 -1.70929203e+02 3.22903107e+00 -3.86877032e+00 
3.22438417e-01 0.00000000e+00 -1.02219574e+01 -6.61828105e-01 -2.66544334e+01 -7.23499494e+00 -2.20312981e+00 -1.70914674e+02 3.99744848e+00 -3.95159081e+00 
3.24415248e-01 0.00000000e+00 -1.02435503e+01 -6.58333725e-01 -2.65602740e+01 -7.24949504e+00 -2.39206535e+00 -1.70901158e+02 4.76268014e+00 -4.03592883e+00 
3.26404198e-01 0.00000000e+00 -1.02656274e+01 -6.54805645e-01 -2.64661237e+01 -7.26409856e+00 -2.58486173e+00 -1.70888682e+02 5.52479183e+00 -4.12180152e+00 
3.28405342e-01 0.00000000e+00 -1.02881922e+01 -6.51245753e-01 -2.63720437e+01 -7.27880613e+00 -2.78158048e+00 -1.70877275e+02 6.28376108e+00 -4.20922382e+00 
3.30418754e-01 0.00000000e+00 -1.03112490e+01 -6.47656193e-01 -2.62780777e+01 -7.29361734e+00 -2.98230357e+00 -1.70866963e+02 7.03964913e+00 -4.29820932e+00 
3.32444511e-01 0.00000000e+00 -1.03348000e+01 -6.44038460e-01 -2.61842930e+01 -7.30853213e+00 -3.18708402e+00 -1.70857775e+02 7.79249813e+00 -4.38877699e+00 
3.34482688e-01 0.00000000e+00 -1.03588490e+01 -6.40395265e-01 -2.60907289e+01 -7.32354995e+00 -3.39599546e+00 -1.70849739e+02 8.54229473e+00 -4.48093739e+00 
3.36533360e-01 0.00000000e+00 -1.03833974e+01 -6.36728376e-01 -2.59974494e+01 -7.33867017e+00 -3.60910160e+00 -1.70842883e+02 9.28914270e+00 -4.57470508e+00 
3.38596604e-01 0.00000000e+00 -1.04084477e+01 -6.33040214e-01 -2.59045022e+01 -7.35389335e+00 -3.82648070e+00 -1.70837235e+02 1.00331112e+01 -4.67009212e+00 
3.40672499e-01 0.00000000e+00 -1.04340015e+01 -6.29333176e-01 -2.58119375e+01 -7.36921860e+00 -4.04818787e+00 -1.70832824e+02 1.07742195e+01 -4.76710734e+00 
3.42761120e-01 0.00000000e+00 -1.04600579e+01 -6.25609680e-01 -2.57198173e+01 -7.38464601e+00 -4.27429665e+00 -1.70829675e+02 1.15125715e+01 -4.86576459e+00 
3.44862546e-01 0.00000000e+00 -1.04866200e+01 -6.21872795e-01 -2.56281857e+01 -7.40017499e+00 -4.50487752e+00 -1.70827821e+02 1.22482434e+01 -4.96607843e+00 
3.46976856e-01 0.00000000e+00 -1.05136865e+01 -6.18124617e-01 -2.55370986e+01 -7.41580587e+00 -4.73999920e+00 -1.70827287e+02 1.29813454e+01 -5.06804976e+00 
3.49104128e-01 0.00000000e+00 -1.05412554e+01 -6.14368317e-01 -2.54466138e+01 -7.43153799e+00 -4.97971628e+00 -1.70828102e+02 1.37118935e+01 -5.17169229e+00 
3.51244443e-01 0.00000000e+00 -1.05693267e+01 -6.10607091e-01 -2.53567738e+01 -7.44737156e+00 -5.22410014e+00 -1.70830291e+02 1.44400324e+01 -5.27700792e+00 
3.53397879e-01 0.00000000e+00 -1.05978984e+01 -6.06843662e-01 -2.52676329e+01 -7.46330643e+00 -5.47321889e+00 -1.70833882e+02 1.51658522e+01 -5.38400683e+00 
3.55564518e-01 0.00000000e+00 -1.06269672e+01 -6.03081155e-01 -2.51792469e+01 -7.47934270e+00 -5.72713400e+00 -1.70838906e+02 1.58894746e+01 -5.49269153e+00 
3.57744441e-01 0.00000000e+00 -1.06565289e+01 -5.99323176e-01 -2.50916636e+01 -7.49548023e+00 -5.98590296e+00 -1.70845385e+02 1.66109574e+01 -5.60306733e+00 
3.59937728e-01 0.00000000e+00 -1.06865801e+01 -5.95572869e-01 -2.50049344e+01 -7.51171940e+00 -6.24959452e+00 -1.70853349e+02 1.73304615e+01 -5.71513609e+00 
3.62144462e-01 0.00000000e+00 -1.07171144e+01 -5.91833755e-01 -2.49191102e+01 -7.52806000e+00 -6.51826371e+00 -1.70862823e+02 1.80480648e+01 -5.82889777e+00 
3.64364725e-01 0.00000000e+00 -1.07481264e+01 -5.88109548e-01 -2.48342411e+01 -7.54450336e+00 -6.79196955e+00 -1.70873831e+02 1.87639052e+01 -5.94435462e+00 
3.66598600e-01 0.00000000e+00 -1.07796082e+01 -5.84404005e-01 -2.47503769e+01 -7.56104911e+00 -7.07077035e+00 -1.70886397e+02 1.94780746e+01 -6.06150057e+00 
3.68846171e-01 0.00000000e+00 -1.08115538e+01 -5.80720656e-01 -2.46675677e+01 -7.57769896e+00 -7.35472732e+00 -1.70900548e+02 2.01906914e+01 -6.18033219e+00 
3.71107522e-01 0.00000000e+00 -1.08439509e+01 -5.77064229e-01 -2.45858573e+01 -7.59445307e+00 -7.64387632e+00 -1.70916306e+02 2.09019025e+01 -6.30085463e+00 
3.73382736e-01 0.00000000e+00 -1.08767926e+01 -5.73437894e-01 -2.45053056e+01 -7.61131319e+00 -7.93828511e+00 -1.70933696e+02 2.16118396e+01 -6.42305239e+00 
3.75671900e-01 0.00000000e+00 -1.09100669e+01 -5.69846246e-01 -2.44259511e+01 -7.62828020e+00 -8.23799874e+00 -1.70952736e+02 2.23205792e+01 -6.54691753e+00 
3.77975098e-01 0.00000000e+00 -1.09437599e+01 -5.66293026e-01 -2.43478454e+01 -7.64535477e+00 -8.54305770e+00 -1.70973455e+02 2.30282847e+01 -6.67244471e+00 
3.80292417e-01 0.00000000e+00 -1.09778599e+01 -5.62783996e-01 -2.42710422e+01 -7.66254142e+00 -8.85350536e+00 -1.70995868e+02 2.37350341e+01 -6.79962734e+00 
3.82623943e-01 0.00000000e+00 -1.10123515e+01 -5.59321724e-01 -2.41955812e+01 -7.67983971e+00 -9.16939261e+00 -1.71019996e+02 2.44409901e+01 -6.92844296e+00 
3.84969764e-01 0.00000000e+00 -1.10472191e+01 -5.55912334e-01 -2.41215112e+01 -7.69725328e+00 -9.49075199e+00 -1.71045860e+02 2.51462624e+01 -7.05888964e+00 
3.87329966e-01 0.00000000e+00 -1.10824471e+01 -5.52559689e-01 -2.40488850e+01 -7.71478525e+00 -9.81762488e+00 -1.71073476e+02 2.58509839e+01 -7.19094322e+00 
3.89704638e-01 0.00000000e+00 -1.11180145e+01 -5.49268668e-01 -2.39777533e+01 -7.73243837e+00 -1.01500291e+01 -1.71102864e+02 2.65552407e+01 -7.32459066e+00 
3.92093870e-01 0.00000000e+00 -1.11539037e+01 -5.46043998e-01 -2.39081560e+01 -7.75021669e+00 -1.04880062e+01 -1.71134039e+02 2.72591882e+01 -7.45981148e+00 
3.94497749e-01 0.00000000e+00 -1.11900925e+01 -5.42890635e-01 -2.38401482e+01 -7.76812416e+00 -1.08315839e+01 -1.71167014e+02 2.79629240e+01 -7.59658389e+00 
3.96916366e-01 0.00000000e+00 -1.12265600e+01 -5.39813981e-01 -2.37737715e+01 -7.78616566e+00 -1.11807803e+01 -1.71201810e+02 2.86665566e+01 -7.73489391e+00 
3.99349812e-01 0.00000000e+00 -1.12632824e+01 -5.36818766e-01 -2.37090819e+01 -7.80434715e+00 -1.15356195e+01 -1.71238436e+02 2.93702230e+01 -7.87471085e+00 
4.01798176e-01 0.00000000e+00 -1.13002304e+01 -5.33910282e-01 -2.36461258e+01 -7.82267378e+00 -1.18961301e+01 -1.71276902e+02 3.00740114e+01 -8.01601571e+00 
4.04261551e-01 0.00000000e+00 -1.13373857e+01 -5.31093562e-01 -2.35849515e+01 -7.84115186e+00 -1.22623181e+01 -1.71317223e+02 3.07780581e+01 -8.15877373e+00 
4.06740029e-01 0.00000000e+00 -1.13747136e+01 -5.28374165e-01 -2.35256204e+01 -7.85979027e+00 -1.26341884e+01 -1.71359413e+02 3.14824501e+01 -8.30296557e+00 
4.09233702e-01 0.00000000e+00 -1.14121885e+01 -5.25757299e-01 -2.34681695e+01 -7.87859472e+00 -1.30117592e+01 -1.71403477e+02 3.21872786e+01 -8.44855801e+00 
4.11742664e-01 0.00000000e+00 -1.14497784e+01 -5.23248659e-01 -2.34126650e+01 -7.89757521e+00 -1.33950273e+01 -1.71449426e+02 3.28926355e+01 -8.59552199e+00 
4.14267008e-01 0.00000000e+00 -1.14874493e+01 -5.20853860e-01 -2.33591563e+01 -7.91674228e+00 -1.37840275e+01 -1.71497267e+02 3.35986831e+01 -8.74382350e+00 
4.16806828e-01 0.00000000e+00 -1.15251749e+01 -5.18578337e-01 -2.33077038e+01 -7.93610514e+00 -1.41787087e+01 -1.71547012e+02 3.43054151e+01 -8.89343187e+00 
4.19362219e-01 0.00000000e+00 -1.15629110e+01 -5.16427986e-01 -2.32583665e+01 -7.95567694e+00 -1.45791357e+01 -1.71598663e+02 3.50130528e+01 -9.04431179e+00 
4.21933277e-01 0.00000000e+00 -1.16006273e+01 -5.14408478e-01 -2.32112121e+01 -7.97546937e+00 -1.49852493e+01 -1.71652226e+02 3.57215832e+01 -9.19642043e+00 
4.24520098e-01 0.00000000e+00 -1.16382830e+01 -5.12525828e-01 -2.31662966e+01 -7.99549713e+00 -1.53970970e+01 -1.71707712e+02 3.64311415e+01 -9.34973010e+00 
4.27122779e-01 0.00000000e+00 -1.16758409e+01 -5.10785944e-01 -2.31236936e+01 -8.01577351e+00 -1.58146464e+01 -1.71765120e+02 3.71418261e+01 -9.50419355e+00 
4.29741416e-01 0.00000000e+00 -1.17132595e+01 -5.09194731e-01 -2.30834813e+01 -8.03631684e+00 -1.62378880e+01 -1.71824464e+02 3.78537158e+01 -9.65977249e+00 
4.32376108e-01 0.00000000e+00 -1.17504968e+01 -5.07759120e-01 -2.30457314e+01 -8.05714527e+00 -1.66668465e+01 -1.71885742e+02 3.85669002e+01 -9.81642802e+00 
4.35026953e-01 0.00000000e+00 -1.17875108e+01 -5.06484943e-01 -2.30105274e+01 -8.07827683e+00 -1.71015002e+01 -1.71948967e+02 3.92814151e+01 -9.97411709e+00 
4.37694049e-01 0.00000000e+00 -1.18242558e+01 -5.05379079e-01 -2.29779646e+01 -8.09973351e+00 -1.75418525e+01 -1.72014139e+02 3.99974162e+01 -1.01327864e+01 
4.40377498e-01 0.00000000e+00 -1.18606853e+01 -5.04447510e-01 -2.29481401e+01 -8.12153692e+00 -1.79878805e+01 -1.72081267e+02 4.07149979e+01 -1.02923971e+01 
4.43077398e-01 0.00000000e+00 -1.18967499e+01 -5.03697864e-01 -2.29211565e+01 -8.14371345e+00 -1.84396530e+01 -1.72150361e+02 4.14342808e+01 -1.04528981e+01 
4.45793851e-01 0.00000000e+00 -1.19324054e+01 -5.03137175e-01 -2.28971347e+01 -8.16628885e+00 -1.88971066e+01 -1.72221429e+02 4.21552837e+01 -1.06142319e+01 
4.48526958e-01 0.00000000e+00 -1.19675969e+01 -5.02772080e-01 -2.28761971e+01 -8.18929143e+00 -1.93602817e+01 -1.72294476e+02 4.28781456e+01 -1.07763460e+01 
4.51276822e-01 0.00000000e+00 -1.20022764e+01 -5.02610335e-01 -2.28584751e+01 -8.21275013e+00 -1.98291786e+01 -1.72369521e+02 4.36030973e+01 -1.09391834e+01 
4.54043545e-01 0.00000000e+00 -1.20363879e+01 -5.02660304e-01 -2.28441274e+01 -8.23670212e+00 -2.03038543e+01 -1.72446579e+02 4.43301586e+01 -1.11026875e+01 
4.56827230e-01 0.00000000e+00 -1.20698745e+01 -5.02930027e-01 -2.28333255e+01 -8.26118156e+00 -2.07843064e+01 -1.72525661e+02 4.50595444e+01 -1.12667891e+01 
4.59627982e-01 0.00000000e+00 -1.18075455e+01 -8.48674954e-01 -2.04493775e+01 -9.23748342e+00 1.93405590e+00 -1.71156640e+02 -1.49112646e+02 -2.21654041e+00 
4.62445904e-01 0.00000000e+00 -1.18046713e+01 -8.54246590e-01 -2.04635488e+01 -9.26245444e+00 2.00895102e+00 -1.71129204e+02 -1.48912186e+02 -2.23998939e+00 
4.65281103e-01 0.00000000e+00 -1.18019071e+01 -8.59783588e-01 -2.04781327e+01 -9.28775650e+00 2.08261276e+00 -1.71101259e+02 -1.48710927e+02 -2.26395335e+00 
4.68133684e-01 0.00000000e+00 -1.17992524e+01 -8.65284481e-01 -2.04931362e+01 -9.31339596e+00 2.15504432e+00 -1.71072819e+02 -1.48508841e+02 -2.28844217e+00 
4.71003754e-01 0.00000000e+00 -1.17967081e+01 -8.70748564e-01 -2.05085653e+01 -9.33937952e+00 2.22625548e+00 -1.71043885e+02 -1.48305914e+02 -2.31347260e+00 
4.73891421e-01 0.00000000e+00 -1.17942733e+01 -8.76173432e-01 -2.05244239e+01 -9.36571047e+00 2.29625713e+00 -1.71014462e+02 -1.48102132e+02 -2.33905802e+00 
4.76796791e-01 0.00000000e+00 -1.17919484e+01 -8.81558942e-01 -2.05407205e+01 -9.39239710e+00 2.36504746e+00 -1.70984568e+02 -1.47897471e+02 -2.36521575e+00 
4.79719973e-01 0.00000000e+00 -1.17897334e+01 -8.86902489e-01 -2.05574599e+01 -9.41944463e+00 2.43264965e+00 -1.70954192e+02 -1.47691915e+02 -2.39195634e+00 
4.82661077e-01 0.00000000e+00 -1.17876281e+01 -8.92204422e-01 -2.05746492e+01 -9.44685984e+00 2.49905093e+00 -1.70923355e+02 -1.47485448e+02 -2.41929665e+00 
4.85620213e-01 0.00000000e+00 -1.17856326e+01 -8.97462554e-01 -2.05922957e+01 -9.47464994e+00 2.56426966e+00 -1.70892056e+02 -1.47278055e+02 -2.44725537e+00 
4.88597491e-01 0.00000000e+00 -1.17837466e+01 -9.02675253e-01 -2.06104045e+01 -9.50281932e+00 2.62831019e+00 -1.70860304e+02 -1.47069712e+02 -2.47584282e+00 
4.91593022e-01 0.00000000e+00 -1.17819692e+01 -9.07841728e-01 -2.06289834e+01 -9.53137665e+00 2.69117398e+00 -1.70828108e+02 -1.46860412e+02 -2.50508263e+00 
4.94606918e-01 0.00000000e+00 -1.17803004e+01 -9.12960398e-01 -2.06480370e+01 -9.56032573e+00 2.75286672e+00 -1.70795476e+02 -1.46650135e+02 -2.53498481e+00 
4.97639293e-01 0.00000000e+00 -1.17787395e+01 -9.18029216e-01 -2.06675743e+01 -9.58967588e+00 2.81339988e+00 -1.70762410e+02 -1.46438863e+02 -2.56557089e+00 
5.00690258e-01 0.00000000e+00 -1.17772874e+01 -9.23048311e-01 -2.06876032e+01 -9.61943391e+00 2.87276976e+00 -1.70728921e+02 -1.46226585e+02 -2.59686165e+00 
5.03759928e-01 0.00000000e+00 -1.17759408e+01 -9.28014218e-01 -2.07081279e+01 -9.64960486e+00 2.93098457e+00 -1.70695022e+02 -1.46013290e+02 -2.62887462e+00 
5.06848419e-01 0.00000000e+00 -1.17747017e+01 -9.32927885e-01 -2.07291585e+01 -9.68019811e+00 2.98804183e+00 -1.70660715e+02 -1.45798957e+02 -2.66162673e+00 
5.09955844e-01 0.00000000e+00 -1.17735673e+01 -9.37785955e-01 -2.07507006e+01 -9.71121977e+00 3.04395263e+00 -1.70626012e+02 -1.45583570e+02 -2.69513617e+00 
5.13082320e-01 0.00000000e+00 -1.17725386e+01 -9.42588244e-01 -2.07727642e+01 -9.74267841e+00 3.09871368e+00 -1.70590922e+02 -1.45367122e+02 -2.72942863e+00 
5.16227965e-01 0.00000000e+00 -1.17716139e+01 -9.47332631e-01 -2.07953548e+01 -9.77457975e+00 3.15233078e+00 -1.70555452e+02 -1.45149589e+02 -2.76451591e+00 
5.19392895e-01 0.00000000e+00 -1.17707925e+01 -9.52017799e-01 -2.08184816e+01 -9.80693309e+00 3.20480727e+00 -1.70519610e+02 -1.44930967e+02 -2.80042752e+00 
5.22577229e-01 0.00000000e+00 -1.17700730e+01 -9.56642174e-01 -2.08421515e+01 -9.83974467e+00 3.25613993e+00 -1.70483410e+02 -1.44711246e+02 -2.83718308e+00 
5.25781086e-01 0.00000000e+00 -1.17694559e+01 -9.61205182e-01 -2.08663751e+01 -9.87302399e+00 3.30633141e+00 -1.70446856e+02 -1.44490404e+02 -2.87480385e+00 
5.29004585e-01 0.00000000e+00 -1.17689378e+01 -9.65703825e-01 -2.08911580e+01 -9.90677815e+00 3.35539014e+00 -1.70409964e+02 -1.44268428e+02 -2.91331273e+00 
5.32247847e-01 0.00000000e+00 -1.17685193e+01 -9.70137324e-01 -2.09165098e+01 -9.94101459e+00 3.40330821e+00 -1.70372738e+02 -1.44045317e+02 -2.95273161e+00 
5.35510993e-01 0.00000000e+00 -1.17681986e+01 -9.74504712e-01 -2.09424396e+01 -9.97574307e+00 3.45008980e+00 -1.70335194e+02 -1.43821048e+02 -2.99308738e+00 
5.38794145e-01 0.00000000e+00 -1.17679744e+01 -9.78804036e-01 -2.09689563e+01 -1.00109717e+01 3.49573123e+00 -1.70297342e+02 -1.43595619e+02 -3.03440464e+00 
5.42097426e-01 0.00000000e+00 -1.17678456e+01 -9.83033321e-01 -2.09960698e+01 -1.00467096e+01 3.54024086e+00 -1.70259189e+02 -1.43369011e+02 -3.07671105e+00 
5.45420959e-01 0.00000000e+00 -1.17678095e+01 -9.87191917e-01 -2.10237860e+01 -1.00829631e+01 3.58360455e+00 -1.70220757e+02 -1.43141225e+02 -3.12003065e+00 
5.48764868e-01 0.00000000e+00 -1.17678671e+01 -9.91278538e-01 -2.10521164e+01 -1.01197425e+01 3.62583034e+00 -1.70182043e+02 -1.42912231e+02 -3.16437772e+00 
5.52129278e-01 0.00000000e+00 -1.17680142e+01 -9.95289602e-01 -2.10810726e+01 -1.01570584e+01 3.66692188e+00 -1.70143071e+02 -1.42682040e+02 -3.20980722e+00 
5.55514314e-01 0.00000000e+00 -1.17682512e+01 -9.99225999e-01 -2.11106636e+01 -1.01949198e+01 3.70686753e+00 -1.70103847e+02 -1.42450628e+02 -3.25632417e+00 
5.58920104e-01 0.00000000e+00 -1.17685755e+01 -1.00308425e+00 -2.11408956e+01 -1.02333321e+01 3.74567867e+00 -1.70064379e+02 -1.42217985e+02 -3.30395921e+00 
5.62346775e-01 0.00000000e+00 -1.17689846e+01 -1.00686453e+00 -2.11717807e+01 -1.02723074e+01 3.78333219e+00 -1.70024696e+02 -1.41984125e+02 -3.35275786e+00 
5.65794454e-01 0.00000000e+00 -1.17694784e+01 -1.01056543e+00 -2.12033333e+01 -1.03118585e+01 3.81984420e+00 -1.69984795e+02 -1.41749000e+02 -3.40272810e+00 
5.69263270e-01 0.00000000e+00 -1.17700532e+01 -1.01418150e+00 -2.12355559e+01 -1.03519875e+01 3.85521341e+00 -1.69944689e+02 -1.41512652e+02 -3.45392700e+00 
5.72753353e-01 0.00000000e+00 -1.17707082e+01 -1.01771565e+00 -2.12684668e+01 -1.03927115e+01 3.88942570e+00 -1.69904404e+02 -1.41275023e+02 -3.50636098e+00 
5.76264833e-01 0.00000000e+00 -1.17714401e+01 -1.02116455e+00 -2.13020720e+01 -1.04340373e+01 3.92248503e+00 -1.69863951e+02 -1.41036138e+02 -3.56008252e+00 
5.79797842e-01 0.00000000e+00 -1.17722481e+01 -1.02452703e+00 -2.13363852e+01 -1.04759754e+01 3.95438350e+00 -1.69823340e+02 -1.40795984e+02 -3.61511978e+00 
5.83352512e-01 0.00000000e+00 -1.17731285e+01 -1.02780070e+00 -2.13714154e+01 -1.05185354e+01 3.98512178e+00 -1.69782588e+02 -1.40554548e+02 -3.67150010e+00 
5.86928974e-01 0.00000000e+00 -1.17740805e+01 -1.03098545e+00 -2.14071774e+01 -1.05617314e+01 4.01469375e+00 -1.69741709e+02 -1.40311813e+02 -3.72925654e+00 
5.90527364e-01 0.00000000e+00 -1.17751008e+01 -1.03407767e+00 -2.14436773e+01 -1.06055678e+01 4.04310869e+00 -1.69700709e+02 -1.40067797e+02 -3.78843446e+00 
5.94147814e-01 0.00000000e+00 -1.17761871e+01 -1.03707839e+00 -2.14809357e+01 -1.06500639e+01 4.07033966e+00 -1.69659625e+02 -1.39822459e+02 -3.84906122e+00 
5.97790461e-01 0.00000000e+00 -1.17773381e+01 -1.03998496e+00 -2.15189610e+01 -1.06952271e+01 4.09639456e+00 -1.69618457e+02 -1.39575832e+02 -3.91119237e+00 
6.01455441e-01 0.00000000e+00 -1.17785474e+01 -1.04279381e+00 -2.15577596e+01 -1.07410634e+01 4.12127371e+00 -1.69577228e+02 -1.39327904e+02 -3.97485557e+00 
6.05142891e-01 0.00000000e+00 -1.17798137e+01 -1.04550295e+00 -2.15973436e+01 -1.07875850e+01 4.14498560e+00 -1.69535947e+02 -1.39078660e+02 -4.04008760e+00 
6.08852947e-01 0.00000000e+00 -1.17811391e+01 -1.04811678e+00 -2.16377418e+01 -1.08348157e+01 4.16748767e+00 -1.69494635e+02 -1.38828069e+02 -4.10691821e+00 
6.12585750e-01 0.00000000e+00 -1.17825142e+01 -1.05062846e+00 -2.16789494e+01 -1.08827527e+01 4.18880206e+00 -1.69453314e+02 -1.38576181e+02 -4.17541975e+00 
6.16341438e-01 0.00000000e+00 -1.17839332e+01 -1.05303391e+00 -2.17209673e+01 -1.09313987e+01 4.20893562e+00 -1.69412008e+02 -1.38322966e+02 -4.24558625e+00 
6.20120151e-01 0.00000000e+00 -1.17854102e+01 -1.05534362e+00 -2.17638714e+01 -1.09808161e+01 4.22783677e+00 -1.69370701e+02 -1.38068403e+02 -4.31755177e+00 
6.23922032e-01 0.00000000e+00 -1.17869237e+01 -1.05754078e+00 -2.18076099e+01 -1.10309615e+01 4.24556497e+00 -1.69329435e+02 -1.37812516e+02 -4.39125730e+00 
6.27747221e-01 0.00000000e+00 -1.17884698e+01 -1.05963903e+00 -2.18522181e+01 -1.10818616e+01 4.26202803e+00 -1.69288317e+02 -1.37555308e+02 -4.46686065e+00 
6.31595862e-01 0.00000000e+00 -1.17900640e+01 -1.06161993e+00 -2.18977066e+01 -1.11335488e+01 4.27733809e+00 -1.69247135e+02 -1.37296711e+02 -4.54422435e+00 
6.35468099e-01 0.00000000e+00 -1.17916871e+01 -1.06349405e+00 -2.19441007e+01 -1.11860189e+01 4.29141035e+00 -1.69206105e+02 -1.37036770e+02 -4.62354922e+00 
6.39364075e-01 0.00000000e+00 -1.17933361e+01 -1.06525416e+00 -2.19913946e+01 -1.12392727e+01 4.30426267e+00 -1.69165201e+02 -1.36775550e+02 -4.70490124e+00 
6.43283938e-01 0.00000000e+00 -1.17950130e+01 -1.06690235e+00 -2.20396397e+01 -1.12933666e+01 4.31590748e+00 -1.69124422e+02 -1.36512922e+02 -4.78825523e+00 
6.47227833e-01 0.00000000e+00 -1.17967121e+01 -1.06843975e+00 -2.20888074e+01 -1.13482621e+01 4.32625923e+00 -1.69083807e+02 -1.36248988e+02 -4.87366264e+00 
6.51195907e-01 0.00000000e+00 -1.17984300e+01 -1.06985930e+00 -2.21389465e+01 -1.14040076e+01 4.33541272e+00 -1.69043360e+02 -1.35983608e+02 -4.96116839e+00 
6.55188309e-01 0.00000000e+00 -1.18001593e+01 -1.07115997e+00 -2.21900476e+01 -1.14605989e+01 4.34331488e+00 -1.69003114e+02 -1.35716963e+02 -5.05088624e+00 
6.59205188e-01 0.00000000e+00 -1.18018947e+01 -1.07233819e+00 -2.22421383e+01 -1.15180573e+01 4.34999184e+00 -1.68963104e+02 -1.35449021e+02 -5.14289472e+00 
6.63246694e-01 0.00000000e+00 -1.18036403e+01 -1.07340129e+00 -2.22952404e+01 -1.15764019e+01 4.35540576e+00 -1.68923308e+02 -1.35179631e+02 -5.23713075e+00 
6.67312978e-01 0.00000000e+00 -1.18053868e+01 -1.07434189e+00 -2.23493642e+01 -1.16356424e+01 4.35956485e+00 -1.68883782e+02 -1.34908882e+02 -5.33371385e+00 
6.71404192e-01 0.00000000e+00 -1.18071279e+01 -1.07515762e+00 -2.24045190e+01 -1.16957851e+01 4.36247418e+00 -1.68844545e+02 -1.34636824e+02 -5.43272374e+00 
6.75520488e-01 0.00000000e+00 -1.18088645e+01 -1.07585022e+00 -2.24607309e+01 -1.17568539e+01 4.36411579e+00 -1.68805598e+02 -1.34363405e+02 -5.53418737e+00 
6.79662021e-01 0.00000000e+00 -1.18105864e+01 -1.07641493e+00 -2.25180041e+01 -1.18188544e+01 4.36450764e+00 -1.68766986e+02 -1.34088634e+02 -5.63817563e+00 
6.83828946e-01 0.00000000e+00 -1.18122944e+01 -1.07685359e+00 -2.25763728e+01 -1.18818143e+01 4.36362952e+00 -1.68728713e+02 -1.33812509e+02 -5.74475678e+00 
6.88021417e-01 0.00000000e+00 -1.18139807e+01 -1.07716479e+00 -2.26358440e+01 -1.19457420e+01 4.36148207e+00 -1.68690811e+02 -1.33535013e+02 -5.85397194e+00 
6.92239592e-01 0.00000000e+00 -1.18156396e+01 -1.07734536e+00 -2.26964349e+01 -1.20106511e+01 4.35806350e+00 -1.68653314e+02 -1.33256186e+02 -5.96591397e+00 
6.96483627e-01 0.00000000e+00 -1.18172673e+01 -1.07739306e+00 -2.27581623e+01 -1.20765572e+01 4.35338844e+00 -1.68616230e+02 -1.32976035e+02 -6.08067450e+00 
7.00753683e-01 0.00000000e+00 -1.18188615e+01 -1.07731227e+00 -2.28210488e+01 -1.21434772e+01 4.34742458e+00 -1.68579569e+02 -1.32694469e+02 -6.19818673e+00 
7.05049918e-01 0.00000000e+00 -1.18204138e+01 -1.07709588e+00 -2.28851083e+01 -1.22114282e+01 4.34019983e+00 -1.68543381e+02 -1.32411599e+02 -6.31868270e+00 
7.09372492e-01 0.00000000e+00 -1.18219195e+01 -1.07674582e+00 -2.29503575e+01 -1.22804221e+01 4.33169122e+00 -1.68507681e+02 -1.32127390e+02 -6.44215226e+00 
7.13721567e-01 0.00000000e+00 -1.18233739e+01 -1.07626027e+00 -2.30168157e+01 -1.23504773e+01 4.32191319e+00 -1.68472492e+02 -1.31841828e+02 -6.56866555e+00 
7.18097307e-01 0.00000000e+00 -1.18247719e+01 -1.07563677e+00 -2.30845026e+01 -1.24216095e+01 4.31087283e+00 -1.68437830e+02 -1.31554927e+02 -6.69832337e+00 
7.22499873e-01 0.00000000e+00 -1.18261070e+01 -1.07487477e+00 -2.31534328e+01 -1.24938319e+01 4.29856564e+00 -1.68403730e+02 -1.31266684e+02 -6.83118049e+00 
7.26929431e-01 0.00000000e+00 -1.18273751e+01 -1.07397563e+00 -2.32236256e+01 -1.25671634e+01 4.28497922e+00 -1.68370213e+02 -1.30977097e+02 -6.96729418e+00 
7.31386146e-01 0.00000000e+00 -1.18285694e+01 -1.07293566e+00 -2.32951007e+01 -1.26416205e+01 4.27013447e+00 -1.68337302e+02 -1.30686171e+02 -7.10676168e+00 
7.35870184e-01 0.00000000e+00 -1.18296859e+01 -1.07175607e+00 -2.33678726e+01 -1.27172144e+01 4.25402025e+00 -1.68305018e+02 -1.30393928e+02 -7.24966655e+00 
7.40381714e-01 0.00000000e+00 -1.18307179e+01 -1.07043356e+00 -2.34419646e+01 -1.27939674e+01 4.23665631e+00 -1.68273389e+02 -1.30100352e+02 -7.39607720e+00 
7.44920903e-01 0.00000000e+00 -1.18316607e+01 -1.06897232e+00 -2.35173976e+01 -1.28719011e+01 4.21801801e+00 -1.68242443e+02 -1.29805429e+02 -7.54608362e+00 
7.49487922e-01 0.00000000e+00 -1.18325076e+01 -1.06736530e+00 -2.35941773e+01 -1.29510135e+01 4.19814239e+00 -1.68212192e+02 -1.29509192e+02 -7.69973398e+00 
7.54082940e-01 0.00000000e+00 -1.18332524e+01 -1.06561428e+00 -2.36723322e+01 -1.30313368e+01 4.17702960e+00 -1.68182672e+02 -1.29211619e+02 -7.85714128e+00 
7.58706130e-01 0.00000000e+00 -1.18338905e+01 -1.06371901e+00 -2.37518805e+01 -1.31128823e+01 4.15467714e+00 -1.68153898e+02 -1.28912741e+02 -8.01838867e+00 
