%%% Eigenvalues
num speed real imag realhz imaghz 
{1} 1.000000000000e+00 -1.023025882275e+04 0.000000000000e+00 -1.628196260750e+03 0.000000000000e+00
{2} 1.000000000000e+00 -8.553260273143e+03 0.000000000000e+00 -1.361293652022e+03 0.000000000000e+00
{3} 1.000000000000e+00 -1.319153676893e+03 0.000000000000e+00 -2.099498283754e+02 0.000000000000e+00
{4} 1.000000000000e+00 -1.023157489227e+03 0.000000000000e+00 -1.628405719720e+02 0.000000000000e+00
{5} 1.000000000000e+00 -1.950879680179e+02 0.000000000000e+00 -3.104921444781e+01 0.000000000000e+00
{6} 1.000000000000e+00 -4.442500249274e+01 5.219029080442e+01 -7.070458743590e+00 8.306342762927e+00
{7} 1.000000000000e+00 -4.442500249274e+01 -5.219029080442e+01 -7.070458743590e+00 -8.306342762927e+00
{8} 1.000000000000e+00 -1.473819383730e+01 3.770080281058e+01 -2.345656401454e+00 6.000269125836e+00
{9} 1.000000000000e+00 -1.473819383730e+01 -3.770080281058e+01 -2.345656401454e+00 -6.000269125836e+00
{10} 1.000000000000e+00 -2.212088088436e+01 0.000000000000e+00 -3.520647538293e+00 0.000000000000e+00
{11} 1.000000000000e+00 -9.485306233881e+00 1.560635503504e+01 -1.509633373862e+00 2.483828547474e+00
{12} 1.000000000000e+00 -9.485306233881e+00 -1.560635503504e+01 -1.509633373862e+00 -2.483828547474e+00
{13} 1.000000000000e+00 -1.334631400160e+00 1.007091975819e+01 -2.124131845412e-01 1.602836660998e+00
{14} 1.000000000000e+00 -1.334631400160e+00 -1.007091975819e+01 -2.124131845412e-01 -1.602836660998e+00
{15} 1.000000000000e+00 3.522520529319e+00 0.000000000000e+00 5.606265543838e-01 0.000000000000e+00
{16} 1.000000000000e+00 -3.604016610139e+00 0.000000000000e+00 -5.735970584889e-01 0.000000000000e+00
{17} 1.000000000000e+00 3.698606635906e-13 7.196954203440e-07 5.886515286570e-14 1.145430836683e-07
{18} 1.000000000000e+00 3.698606635906e-13 -7.196954203440e-07 5.886515286570e-14 -1.145430836683e-07
{19} 1.000000000000e+00 3.492092395972e-07 0.000000000000e+00 5.557837665526e-08 0.000000000000e+00
{20} 1.000000000000e+00 -3.492081685480e-07 0.000000000000e+00 -5.557820619247e-08 0.000000000000e+00
{21} 1.000000000000e+00 5.816771695246e-13 0.000000000000e+00 9.257679681354e-14 0.000000000000e+00
{22} 1.000000000000e+00 -7.221032706914e-13 0.000000000000e+00 -1.149263049534e-13 0.000000000000e+00

