%%% Natural Frequency
num speed nfreq zeta tau lambda 
{13} 1.400000000000e+01 5.983837402814e+00 9.466657556638e-01 2.809594733773e-02 5.186464961810e-01
{14} 1.400000000000e+01 1.818623030726e+00 5.054592078923e-01 1.731375758665e-01 6.372674804959e-01
{15} 1.400000000000e+01 1.818623030726e+00 5.054592078923e-01 1.731375758665e-01 6.372674804959e-01
{16} 1.400000000000e+01  NaN  NaN -1.744381030842e+01  Inf
{17} 1.400000000000e+01 1.293143089321e-06 -2.339618373537e-06 -5.260518170924e+10 7.733096269556e+05
{18} 1.400000000000e+01 1.293143089321e-06 -2.339618373537e-06 -5.260518170924e+10 7.733096269556e+05
{19} 1.400000000000e+01 6.823491328717e-07 -2.182748838275e-04 -1.068586595203e+09 1.465525455588e+06
{20} 1.400000000000e+01 6.823491328717e-07 -2.182748838275e-04 -1.068586595203e+09 1.465525455588e+06
{21} 1.400000000000e+01  NaN  NaN 1.302185414151e+11  Inf
{22} 1.400000000000e+01  NaN  NaN 1.843784518939e+11  Inf

{1} 1.500000000000e+01  NaN  NaN 1.349637229464e-03  Inf
{2} 1.500000000000e+01  NaN  NaN 1.749079122163e-03  Inf
{3} 1.500000000000e+01 3.399204233389e+01 5.603617449484e-01 8.355537519403e-03 3.551913298407e-02
{4} 1.500000000000e+01 3.399204233389e+01 5.603617449484e-01 8.355537519403e-03 3.551913298407e-02
{5} 1.500000000000e+01 5.844322308999e+00 1.060290904976e-01 2.568389800962e-01 1.720762261478e-01
{6} 1.500000000000e+01 5.844322308999e+00 1.060290904976e-01 2.568389800962e-01 1.720762261478e-01
{7} 1.500000000000e+01 6.066567373892e+00 6.101586373651e-01 4.299662260777e-02 2.080552521681e-01
{8} 1.500000000000e+01 6.066567373892e+00 6.101586373651e-01 4.299662260777e-02 2.080552521681e-01
{9} 1.500000000000e+01  NaN  NaN 1.567735760508e-02  Inf
{10} 1.500000000000e+01 8.646915007232e+00 8.752735968976e-01 2.102883016353e-02 2.391262708948e-01
{11} 1.500000000000e+01 8.646915007232e+00 8.752735968976e-01 2.102883016353e-02 2.391262708948e-01
{12} 1.500000000000e+01 5.974162706670e+00 9.445109047705e-01 2.820564975808e-02 5.095818372324e-01
{13} 1.500000000000e+01 5.974162706670e+00 9.445109047705e-01 2.820564975808e-02 5.095818372324e-01
{14} 1.500000000000e+01 1.978960022293e+00 5.007320916674e-01 1.606118870407e-01 5.837737578810e-01
{15} 1.500000000000e+01 1.978960022293e+00 5.007320916674e-01 1.606118870407e-01 5.837737578810e-01
{16} 1.500000000000e+01  NaN  NaN -1.511544319624e+01  Inf
{17} 1.500000000000e+01 1.250903359277e-06 8.896683505132e-02 1.430106010066e+06 8.026049260749e+05
{18} 1.500000000000e+01 1.250903359277e-06 8.896683505132e-02 1.430106010066e+06 8.026049260749e+05
{19} 1.500000000000e+01 1.250889819657e-06 -8.896695480999e-02 -1.430119564431e+06 8.026136220834e+05
{20} 1.500000000000e+01 1.250889819657e-06 -8.896695480999e-02 -1.430119564431e+06 8.026136220834e+05
{21} 1.500000000000e+01  NaN  NaN -6.623104582337e+10  Inf
{22} 1.500000000000e+01  NaN  NaN -4.567952507282e+10  Inf

{1} 1.600000000000e+01  NaN  NaN 1.438061140313e-03  Inf
{2} 1.600000000000e+01  NaN  NaN 1.865678574880e-03  Inf
{3} 1.600000000000e+01 3.494253918155e+01 5.454949299599e-01 8.349778452972e-03 3.414620007975e-02
{4} 1.600000000000e+01 3.494253918155e+01 5.454949299599e-01 8.349778452972e-03 3.414620007975e-02
{5} 1.600000000000e+01 5.869545720939e+00 1.031879887898e-01 2.627764818925e-01 1.712852790769e-01
{6} 1.600000000000e+01 5.869545720939e+00 1.031879887898e-01 2.627764818925e-01 1.712852790769e-01
{7} 1.600000000000e+01 6.068953278802e+00 6.128530415056e-01 4.279075918586e-02 2.085215196282e-01
{8} 1.600000000000e+01 6.068953278802e+00 6.128530415056e-01 4.279075918586e-02 2.085215196282e-01
{9} 1.600000000000e+01 8.659815529447e+00 8.152710704182e-01 2.254288310366e-02 1.994128585625e-01
{10} 1.600000000000e+01 8.659815529447e+00 8.152710704182e-01 2.254288310366e-02 1.994128585625e-01
{11} 1.600000000000e+01  NaN  NaN 1.705212091663e-02  Inf
{12} 1.600000000000e+01 5.964824457569e+00 9.425587310928e-01 2.830831658221e-02 5.018838736531e-01
{13} 1.600000000000e+01 5.964824457569e+00 9.425587310928e-01 2.830831658221e-02 5.018838736531e-01
{14} 1.600000000000e+01 2.139242321976e+00 4.941133826753e-01 1.505682951947e-01 5.376772297854e-01
{15} 1.600000000000e+01 2.139242321976e+00 4.941133826753e-01 1.505682951947e-01 5.376772297854e-01
{16} 1.600000000000e+01  NaN  NaN -1.397989969963e+01  Inf
{17} 1.600000000000e+01 1.472767220939e-06 -5.167714670471e-05 -2.091161119005e+09 6.789939286518e+05
{18} 1.600000000000e+01 1.472767220939e-06 -5.167714670471e-05 -2.091161119005e+09 6.789939286518e+05
{19} 1.600000000000e+01 1.091980819954e-06 -1.094975531990e-04 -1.331069421904e+09 9.157670059052e+05
{20} 1.600000000000e+01 1.091980819954e-06 -1.094975531990e-04 -1.331069421904e+09 9.157670059052e+05
{21} 1.600000000000e+01  NaN  NaN 3.942657930684e+10  Inf
{22} 1.600000000000e+01  NaN  NaN -5.058058474612e+10  Inf

{1} 1.700000000000e+01  NaN  NaN 1.526279738426e-03  Inf
{2} 1.700000000000e+01  NaN  NaN 1.982305420607e-03  Inf
{3} 1.700000000000e+01 3.586706365613e+01 5.317748067378e-01 8.344427576351e-03 3.292147814907e-02
{4} 1.700000000000e+01 3.586706365613e+01 5.317748067378e-01 8.344427576351e-03 3.292147814907e-02
{5} 1.700000000000e+01 5.892207158722e+00 1.007497485119e-01 2.681008269142e-01 1.705836532770e-01
{6} 1.700000000000e+01 5.892207158722e+00 1.007497485119e-01 2.681008269142e-01 1.705836532770e-01
{7} 1.700000000000e+01 8.663725796300e+00 7.609074160352e-01 2.414257649781e-02 1.778869084166e-01
{8} 1.700000000000e+01 8.663725796300e+00 7.609074160352e-01 2.414257649781e-02 1.778869084166e-01
{9} 1.700000000000e+01 6.071596711700e+00 6.152156953978e-01 4.260786841642e-02 2.089166943541e-01
{10} 1.700000000000e+01 6.071596711700e+00 6.152156953978e-01 4.260786841642e-02 2.089166943541e-01
{11} 1.700000000000e+01  NaN  NaN 1.840564544974e-02  Inf
{12} 1.700000000000e+01 5.955729933883e+00 9.407734937266e-01 2.840534463225e-02 4.952443395160e-01
{13} 1.700000000000e+01 5.955729933883e+00 9.407734937266e-01 2.840534463225e-02 4.952443395160e-01
{14} 1.700000000000e+01 2.299163232919e+00 4.856575382501e-01 1.425345640282e-01 4.975590719982e-01
{15} 1.700000000000e+01 2.299163232919e+00 4.856575382501e-01 1.425345640282e-01 4.975590719982e-01
{16} 1.700000000000e+01  NaN  NaN -1.340063857722e+01  Inf
{17} 1.700000000000e+01  NaN  NaN 1.513437933633e+05  Inf
{18} 1.700000000000e+01  NaN  NaN -1.513358037298e+05  Inf
{19} 1.700000000000e+01 1.263009292709e-06 6.060276930935e-08 2.079318969059e+12 7.917598118816e+05
{20} 1.700000000000e+01 1.263009292709e-06 6.060276930935e-08 2.079318969059e+12 7.917598118816e+05
{21} 1.700000000000e+01  NaN  NaN -1.175390734111e+11  Inf
{22} 1.700000000000e+01  NaN  NaN -7.017341396284e+10  Inf

{1} 1.800000000000e+01  NaN  NaN 1.614292283533e-03  Inf
{2} 1.800000000000e+01  NaN  NaN 2.098965149418e-03  Inf
{3} 1.800000000000e+01 3.676786956701e+01 5.190605763465e-01 8.339377252085e-03 3.181989908283e-02
{4} 1.800000000000e+01 3.676786956701e+01 5.190605763465e-01 8.339377252085e-03 3.181989908283e-02
{5} 1.800000000000e+01 5.912674902394e+00 9.863961103186e-02 2.728882145555e-01 1.699570319725e-01
{6} 1.800000000000e+01 5.912674902394e+00 9.863961103186e-02 2.728882145555e-01 1.699570319725e-01
{7} 1.800000000000e+01 8.665208711082e+00 7.115533430275e-01 2.581271228093e-02 1.642453178065e-01
{8} 1.800000000000e+01 8.665208711082e+00 7.115533430275e-01 2.581271228093e-02 1.642453178065e-01
{9} 1.800000000000e+01 6.074462546194e+00 6.173023608652e-01 4.244380739373e-02 2.092515287615e-01
{10} 1.800000000000e+01 6.074462546194e+00 6.173023608652e-01 4.244380739373e-02 2.092515287615e-01
{11} 1.800000000000e+01 5.946811793017e+00 9.391275392317e-01 2.849780179218e-02 4.894430766973e-01
{12} 1.800000000000e+01 5.946811793017e+00 9.391275392317e-01 2.849780179218e-02 4.894430766973e-01
{13} 1.800000000000e+01  NaN  NaN 1.974589169735e-02  Inf
{14} 1.800000000000e+01 2.458060225231e+00 4.754094342697e-01 1.361945773916e-01 4.624246372681e-01
{15} 1.800000000000e+01 2.458060225231e+00 4.754094342697e-01 1.361945773916e-01 4.624246372681e-01
{16} 1.800000000000e+01  NaN  NaN -1.312624545623e+01  Inf
{17} 1.800000000000e+01  NaN  NaN -2.246301195414e+05  Inf
{18} 1.800000000000e+01  NaN  NaN 2.247031848006e+05  Inf
{19} 1.800000000000e+01 1.274843473849e-06 -1.125918016133e-07 -1.108808376381e+12 7.844100240642e+05
{20} 1.800000000000e+01 1.274843473849e-06 -1.125918016133e-07 -1.108808376381e+12 7.844100240642e+05
{21} 1.800000000000e+01  NaN  NaN 2.051974642084e+10  Inf
{22} 1.800000000000e+01  NaN  NaN -2.349767650222e+11  Inf

{1} 1.900000000000e+01  NaN  NaN 1.702098106669e-03  Inf
{2} 1.900000000000e+01  NaN  NaN 2.215662356459e-03  Inf
{3} 1.900000000000e+01 3.764689039721e+01 5.072343222220e-01 8.334554473310e-03 3.082196177165e-02
{4} 1.900000000000e+01 3.764689039721e+01 5.072343222220e-01 8.334554473310e-03 3.082196177165e-02
{5} 1.900000000000e+01 5.931249973884e+00 9.679973361181e-02 2.772041588438e-01 1.693940203196e-01
{6} 1.900000000000e+01 5.931249973884e+00 9.679973361181e-02 2.772041588438e-01 1.693940203196e-01
{7} 1.900000000000e+01 8.666623028286e+00 6.665588146874e-01 2.755064363049e-02 1.547854558259e-01
{8} 1.900000000000e+01 8.666623028286e+00 6.665588146874e-01 2.755064363049e-02 1.547854558259e-01
{9} 1.900000000000e+01 6.077522911899e+00 6.191566316759e-01 4.229538649786e-02 2.095346084996e-01
{10} 1.900000000000e+01 6.077522911899e+00 6.191566316759e-01 4.229538649786e-02 2.095346084996e-01
{11} 1.900000000000e+01 5.938020176187e+00 9.375991321463e-01 2.858651846079e-02 4.843184911045e-01
{12} 1.900000000000e+01 5.938020176187e+00 9.375991321463e-01 2.858651846079e-02 4.843184911045e-01
{13} 1.900000000000e+01  NaN  NaN 2.106360749208e-02  Inf
{14} 1.900000000000e+01 2.614930401017e+00 4.634461534621e-01 1.313290236423e-01 4.315636283520e-01
{15} 1.900000000000e+01 2.614930401017e+00 4.634461534621e-01 1.313290236423e-01 4.315636283520e-01
{16} 1.900000000000e+01  NaN  NaN -1.303734573583e+01  Inf
{17} 1.900000000000e+01 1.203127348849e-06 2.604367390741e-01 5.079328294359e+05 8.608752257230e+05
{18} 1.900000000000e+01 1.203127348849e-06 2.604367390741e-01 5.079328294359e+05 8.608752257230e+05
{19} 1.900000000000e+01 1.203113829769e-06 -2.604425196301e-01 -5.079272631836e+05 8.608862895136e+05
{20} 1.900000000000e+01 1.203113829769e-06 -2.604425196301e-01 -5.079272631836e+05 8.608862895136e+05
{21} 1.900000000000e+01  NaN  NaN 1.201517427452e+10  Inf
{22} 1.900000000000e+01  NaN  NaN 2.011124863280e+11  Inf

{1} 2.000000000000e+01  NaN  NaN 1.789696489132e-03  Inf
{2} 2.000000000000e+01  NaN  NaN 2.332400464883e-03  Inf
{3} 2.000000000000e+01 3.850579816399e+01 4.961963457171e-01 8.329912511012e-03 2.991223874290e-02
{4} 2.000000000000e+01 3.850579816399e+01 4.961963457171e-01 8.329912511012e-03 2.991223874290e-02
{5} 2.000000000000e+01 5.948180902861e+00 9.518474193053e-02 2.811050363250e-01 1.688854290898e-01
{6} 2.000000000000e+01 5.948180902861e+00 9.518474193053e-02 2.811050363250e-01 1.688854290898e-01
{7} 2.000000000000e+01 8.668897984482e+00 6.253491159143e-01 2.935848895590e-02 1.478255138231e-01
{8} 2.000000000000e+01 8.668897984482e+00 6.253491159143e-01 2.935848895590e-02 1.478255138231e-01
{9} 2.000000000000e+01 6.080755230857e+00 6.208130790298e-01 4.216011158858e-02 2.097728782477e-01
{10} 2.000000000000e+01 6.080755230857e+00 6.208130790298e-01 4.216011158858e-02 2.097728782477e-01
{11} 2.000000000000e+01  NaN  NaN 2.234100664960e-02  Inf
{12} 2.000000000000e+01 5.929317559874e+00 9.361709522700e-01 2.867214995244e-02 4.797491970533e-01
{13} 2.000000000000e+01 5.929317559874e+00 9.361709522700e-01 2.867214995244e-02 4.797491970533e-01
{14} 2.000000000000e+01 2.768496869526e+00 4.499108195061e-01 1.277761085959e-01 4.044536568039e-01
{15} 2.000000000000e+01 2.768496869526e+00 4.499108195061e-01 1.277761085959e-01 4.044536568039e-01
{16} 2.000000000000e+01 1.872429428174e-06 5.729418993502e-05 1.483556497798e+09 5.340655228948e+05
{17} 2.000000000000e+01 1.872429428174e-06 5.729418993502e-05 1.483556497798e+09 5.340655228948e+05
{18} 2.000000000000e+01  NaN  NaN -1.306993255402e+01  Inf
{19} 2.000000000000e+01 1.276668878990e-06 -3.915816316906e-06 -3.183607712098e+10 7.832884598852e+05
{20} 2.000000000000e+01 1.276668878990e-06 -3.915816316906e-06 -3.183607712098e+10 7.832884598852e+05
{21} 2.000000000000e+01  NaN  NaN 1.628561380719e+10  Inf
{22} 2.000000000000e+01  NaN  NaN 9.304061307483e+10  Inf

{1} 2.100000000000e+01  NaN  NaN 1.877086532505e-03  Inf
{2} 2.100000000000e+01  NaN  NaN 2.449181537141e-03  Inf
{3} 2.100000000000e+01 3.934604803973e+01 4.858616612894e-01 8.325424428070e-03 2.907834591881e-02
{4} 2.100000000000e+01 3.934604803973e+01 4.858616612894e-01 8.325424428070e-03 2.907834591881e-02
{5} 2.100000000000e+01 5.963674723126e+00 9.375860054843e-02 2.846394342640e-01 1.684237616300e-01
{6} 2.100000000000e+01 5.963674723126e+00 9.375860054843e-02 2.846394342640e-01 1.684237616300e-01
{7} 2.100000000000e+01 8.672407527649e+00 5.874345357704e-01 3.124071597135e-02 1.424839593479e-01
{8} 2.100000000000e+01 8.672407527649e+00 5.874345357704e-01 3.124071597135e-02 1.424839593479e-01
{9} 2.100000000000e+01 6.084140888822e+00 6.222994679841e-01 4.203600544358e-02 2.099720200925e-01
{10} 2.100000000000e+01 6.084140888822e+00 6.222994679841e-01 4.203600544358e-02 2.099720200925e-01
{11} 2.100000000000e+01 5.920675307676e+00 9.348290298147e-01 2.875522012040e-02 4.756421840067e-01
{12} 2.100000000000e+01 5.920675307676e+00 9.348290298147e-01 2.875522012040e-02 4.756421840067e-01
{13} 2.100000000000e+01  NaN  NaN 2.355643711374e-02  Inf
{14} 2.100000000000e+01 2.917343180404e+00 4.350314908759e-01 1.254041520247e-01 3.806883998789e-01
{15} 2.100000000000e+01 2.917343180404e+00 4.350314908759e-01 1.254041520247e-01 3.806883998789e-01
{16} 2.100000000000e+01  NaN  NaN -1.318657099776e+01  Inf
{17} 2.100000000000e+01  NaN  NaN 3.274909305055e+04  Inf
{18} 2.100000000000e+01  NaN  NaN -3.273542666533e+04  Inf
{19} 2.100000000000e+01 1.278958497161e-06 -8.535024952370e-07 -1.458004568780e+11 7.818862005453e+05
{20} 2.100000000000e+01 1.278958497161e-06 -8.535024952370e-07 -1.458004568780e+11 7.818862005453e+05
{21} 2.100000000000e+01  NaN  NaN 8.848774033258e+11  Inf
{22} 2.100000000000e+01  NaN  NaN 3.008923274126e+11  Inf

{1} 2.200000000000e+01  NaN  NaN 1.964267028906e-03  Inf
{2} 2.200000000000e+01  NaN  NaN 2.566006197131e-03  Inf
{3} 2.200000000000e+01 4.016891324793e+01 4.761573201847e-01 8.321077828657e-03 2.831021422912e-02
{4} 2.200000000000e+01 4.016891324793e+01 4.761573201847e-01 8.321077828657e-03 2.831021422912e-02
{5} 2.200000000000e+01 5.977905295033e+00 9.249237040243e-02 2.878493091509e-01 1.680028390092e-01
{6} 2.200000000000e+01 5.977905295033e+00 9.249237040243e-02 2.878493091509e-01 1.680028390092e-01
{7} 2.200000000000e+01 8.677290702944e+00 5.524016143264e-01 3.320328439817e-02 1.382514051823e-01
{8} 2.200000000000e+01 8.677290702944e+00 5.524016143264e-01 3.320328439817e-02 1.382514051823e-01
{9} 2.200000000000e+01 6.087664301800e+00 6.236383499940e-01 4.192148149704e-02 2.101367310859e-01
{10} 2.200000000000e+01 6.087664301800e+00 6.236383499940e-01 4.192148149704e-02 2.101367310859e-01
{11} 2.200000000000e+01 5.912071309654e+00 9.335619759633e-01 2.883615248084e-02 4.719249451943e-01
{12} 2.200000000000e+01 5.912071309654e+00 9.335619759633e-01 2.883615248084e-02 4.719249451943e-01
{13} 2.200000000000e+01  NaN  NaN 2.468846008659e-02  Inf
{14} 2.200000000000e+01 3.060100336540e+00 4.191174693171e-01 1.240934051542e-01 3.599241621335e-01
{15} 2.200000000000e+01 3.060100336540e+00 4.191174693171e-01 1.240934051542e-01 3.599241621335e-01
{16} 2.200000000000e+01  NaN  NaN -1.336387549557e+01  Inf
{17} 2.200000000000e+01  NaN  NaN 4.499751017268e+04  Inf
{18} 2.200000000000e+01  NaN  NaN -4.498405484537e+04  Inf
{19} 2.200000000000e+01 1.282807374671e-06 -1.256008395204e-06 -9.877934485877e+10 7.795402643811e+05
{20} 2.200000000000e+01 1.282807374671e-06 -1.256008395204e-06 -9.877934485877e+10 7.795402643811e+05
{21} 2.200000000000e+01  NaN  NaN -1.629258766147e+11  Inf
{22} 2.200000000000e+01  NaN  NaN 1.118042059995e+13  Inf

{1} 2.300000000000e+01  NaN  NaN 2.051236341304e-03  Inf
{2} 2.300000000000e+01  NaN  NaN 2.682873669266e-03  Inf
{3} 2.300000000000e+01 4.097551316508e+01 4.670203341124e-01 8.316870518138e-03 2.759956339168e-02
{4} 2.300000000000e+01 4.097551316508e+01 4.670203341124e-01 8.316870518138e-03 2.759956339168e-02
{5} 2.300000000000e+01 8.683582761507e+00 5.199014089175e-01 3.525333349915e-02 1.348118683674e-01
{6} 2.300000000000e+01 8.683582761507e+00 5.199014089175e-01 3.525333349915e-02 1.348118683674e-01
{7} 2.300000000000e+01 5.991019691594e+00 9.136257518415e-02 2.907709747258e-01 1.676175213492e-01
{8} 2.300000000000e+01 5.991019691594e+00 9.136257518415e-02 2.907709747258e-01 1.676175213492e-01
{9} 2.300000000000e+01 6.091312246311e+00 6.248482277913e-01 4.181525281063e-02 2.102709301606e-01
{10} 2.300000000000e+01 6.091312246311e+00 6.248482277913e-01 4.181525281063e-02 2.102709301606e-01
{11} 2.300000000000e+01 5.903488328154e+00 9.323604172570e-01 2.891529285149e-02 4.685400987776e-01
{12} 2.300000000000e+01 5.903488328154e+00 9.323604172570e-01 2.891529285149e-02 4.685400987776e-01
{13} 2.300000000000e+01  NaN  NaN 2.571948260957e-02  Inf
{14} 2.300000000000e+01 3.195636166389e+00 4.025320331856e-01 1.237263944320e-01 3.418447898064e-01
{15} 2.300000000000e+01 3.195636166389e+00 4.025320331856e-01 1.237263944320e-01 3.418447898064e-01
{16} 2.300000000000e+01  NaN  NaN -1.358647864381e+01  Inf
{17} 2.300000000000e+01 5.164800617145e-06 2.258206637911e-04 1.364592221537e+08 1.936183213303e+05
{18} 2.300000000000e+01 5.164800617145e-06 2.258206637911e-04 1.364592221537e+08 1.936183213303e+05
{19} 2.300000000000e+01 1.276432998042e-06 -4.169324273593e-08 -2.990586954778e+12 7.834332092122e+05
{20} 2.300000000000e+01 1.276432998042e-06 -4.169324273593e-08 -2.990586954778e+12 7.834332092122e+05
{21} 2.300000000000e+01  NaN  NaN -1.754685607885e+11  Inf
{22} 2.300000000000e+01  NaN  NaN -5.874394184161e+10  Inf

{1} 2.400000000000e+01  NaN  NaN 2.137992303226e-03  Inf
{2} 2.400000000000e+01  NaN  NaN 2.799781923469e-03  Inf
{3} 2.400000000000e+01 4.176683651430e+01 4.583960386496e-01 8.312806920540e-03 2.693951443084e-02
{4} 2.400000000000e+01 4.176683651430e+01 4.583960386496e-01 8.312806920540e-03 2.693951443084e-02
{5} 2.400000000000e+01 6.003143159458e+00 9.034999378328e-02 2.934359394889e-01 1.672634974604e-01
{6} 2.400000000000e+01 6.003143159458e+00 9.034999378328e-02 2.934359394889e-01 1.672634974604e-01
{7} 2.400000000000e+01 8.691273016888e+00 4.896386023771e-01 3.739909469195e-02 1.319584602637e-01
{8} 2.400000000000e+01 8.691273016888e+00 4.896386023771e-01 3.739909469195e-02 1.319584602637e-01
{9} 2.400000000000e+01 6.095073359761e+00 6.259444210464e-01 4.171626537683e-02 2.103779149495e-01
{10} 2.400000000000e+01 6.095073359761e+00 6.259444210464e-01 4.171626537683e-02 2.103779149495e-01
{11} 2.400000000000e+01 5.894912824063e+00 9.312165727034e-01 2.899292607619e-02 4.654416219296e-01
{12} 2.400000000000e+01 5.894912824063e+00 9.312165727034e-01 2.899292607619e-02 4.654416219296e-01
{13} 2.400000000000e+01  NaN  NaN 2.663819646518e-02  Inf
{14} 2.400000000000e+01 3.323186962853e+00 3.856507339755e-01 1.241855868549e-01 3.261449547304e-01
{15} 2.400000000000e+01 3.323186962853e+00 3.856507339755e-01 1.241855868549e-01 3.261449547304e-01
{16} 2.400000000000e+01  NaN  NaN -1.384386267571e+01  Inf
{17} 2.400000000000e+01 1.222104426857e-06 -3.145543350080e-06 -4.140150605171e+10 8.182606805350e+05
{18} 2.400000000000e+01 1.222104426857e-06 -3.145543350080e-06 -4.140150605171e+10 8.182606805350e+05
{19} 2.400000000000e+01  NaN  NaN 5.751649046858e+05  Inf
{20} 2.400000000000e+01  NaN  NaN -5.745719671127e+05  Inf
{21} 2.400000000000e+01  NaN  NaN 5.621017619375e+08  Inf
{22} 2.400000000000e+01  NaN  NaN -4.264207802386e+10  Inf

{1} 2.500000000000e+01  NaN  NaN 2.224532145435e-03  Inf
{2} 2.500000000000e+01 4.254376085328e+01 4.502367829023e-01 8.308895182160e-03 2.632429952010e-02
{3} 2.500000000000e+01 4.254376085328e+01 4.502367829023e-01 8.308895182160e-03 2.632429952010e-02
{4} 2.500000000000e+01  NaN  NaN 2.916727901162e-03  Inf
{5} 2.500000000000e+01 8.700331586372e+00 4.613622670941e-01 3.964991443268e-02 1.295498348666e-01
{6} 2.500000000000e+01 8.700331586372e+00 4.613622670941e-01 3.964991443268e-02 1.295498348666e-01
{7} 2.500000000000e+01 6.014383014648e+00 8.943875545156e-02 2.958716150906e-01 1.669371238703e-01
{8} 2.500000000000e+01 6.014383014648e+00 8.943875545156e-02 2.958716150906e-01 1.669371238703e-01
{9} 2.500000000000e+01 6.098937769444e+00 6.269397189966e-01 4.162364843053e-02 2.104604819117e-01
{10} 2.500000000000e+01 6.098937769444e+00 6.269397189966e-01 4.162364843053e-02 2.104604819117e-01
{11} 2.500000000000e+01 5.886334100614e+00 9.301239337950e-01 2.906928859191e-02 4.625921617174e-01
{12} 2.500000000000e+01 5.886334100614e+00 9.301239337950e-01 2.906928859191e-02 4.625921617174e-01
{13} 2.500000000000e+01  NaN  NaN 2.744031866409e-02  Inf
{14} 2.500000000000e+01 3.442397553882e+00 3.688201567964e-01 1.253558075645e-01 3.125282060181e-01
{15} 2.500000000000e+01 3.442397553882e+00 3.688201567964e-01 1.253558075645e-01 3.125282060181e-01
{16} 2.500000000000e+01  NaN  NaN -1.412855761162e+01  Inf
{17} 2.500000000000e+01 1.152291665580e-06 1.224504986670e-04 1.127968970881e+09 8.678358417123e+05
{18} 2.500000000000e+01 1.152291665580e-06 1.224504986670e-04 1.127968970881e+09 8.678358417123e+05
{19} 2.500000000000e+01 1.201797210617e-06 -1.007263330858e-05 -1.314758284635e+10 8.320871368452e+05
{20} 2.500000000000e+01 1.201797210617e-06 -1.007263330858e-05 -1.314758284635e+10 8.320871368452e+05
{21} 2.500000000000e+01  NaN  NaN 3.717885284416e+09  Inf
{22} 2.500000000000e+01  NaN  NaN 4.705962415885e+11  Inf

{1} 2.600000000000e+01  NaN  NaN 2.310852454531e-03  Inf
{2} 2.600000000000e+01 4.330706911481e+01 4.425008647677e-01 8.305144915878e-03 2.574904147773e-02
{3} 2.600000000000e+01 4.330706911481e+01 4.425008647677e-01 8.305144915878e-03 2.574904147773e-02
{4} 2.600000000000e+01  NaN  NaN 3.033707789312e-03  Inf
{5} 2.600000000000e+01 8.710721974943e+00 4.348582671864e-01 4.201634286116e-02 1.274860473002e-01
{6} 2.600000000000e+01 8.710721974943e+00 4.348582671864e-01 4.201634286116e-02 1.274860473002e-01
{7} 2.600000000000e+01 6.024831732351e+00 8.861565358880e-02 2.981019141196e-01 1.666353001279e-01
{8} 2.600000000000e+01 6.024831732351e+00 8.861565358880e-02 2.981019141196e-01 1.666353001279e-01
{9} 2.600000000000e+01 6.102896801891e+00 6.278448785519e-01 4.153667700823e-02 2.105210197464e-01
{10} 2.600000000000e+01 6.102896801891e+00 6.278448785519e-01 4.153667700823e-02 2.105210197464e-01
{11} 2.600000000000e+01 5.877743681040e+00 9.290770186750e-01 2.914457796018e-02 4.599610761771e-01
{12} 2.600000000000e+01 5.877743681040e+00 9.290770186750e-01 2.914457796018e-02 4.599610761771e-01
{13} 2.600000000000e+01  NaN  NaN 2.812781205227e-02  Inf
{14} 2.600000000000e+01 3.553278104684e+00 3.523292152357e-01 1.271283104986e-01 3.007131578948e-01
{15} 2.600000000000e+01 3.553278104684e+00 3.523292152357e-01 1.271283104986e-01 3.007131578948e-01
{16} 2.600000000000e+01  NaN  NaN -1.443512806006e+01  Inf
{17} 2.600000000000e+01 4.818015121717e-07 -2.069938825472e-06 -1.595858798306e+11 2.075543506484e+06
{18} 2.600000000000e+01 4.818015121717e-07 -2.069938825472e-06 -1.595858798306e+11 2.075543506484e+06
{19} 2.600000000000e+01 1.252550952871e-06 -5.217222850813e-06 -2.435484344233e+10 7.983707151567e+05
{20} 2.600000000000e+01 1.252550952871e-06 -5.217222850813e-06 -2.435484344233e+10 7.983707151567e+05
{21} 2.600000000000e+01  NaN  NaN -2.200979672554e+11  Inf
{22} 2.600000000000e+01  NaN  NaN -1.078780037753e+10  Inf

{1} 2.700000000000e+01  NaN  NaN 2.396949165178e-03  Inf
{2} 2.700000000000e+01 4.405746369315e+01 4.351516542714e-01 8.301565536216e-03 2.520958401660e-02
{3} 2.700000000000e+01 4.405746369315e+01 4.351516542714e-01 8.301565536216e-03 2.520958401660e-02
{4} 2.700000000000e+01  NaN  NaN 3.150717308325e-03  Inf
{5} 2.700000000000e+01 8.722406892136e+00 4.099430695646e-01 4.451027122766e-02 1.256943948299e-01
{6} 2.700000000000e+01 8.722406892136e+00 4.099430695646e-01 4.451027122766e-02 1.256943948299e-01
{7} 2.700000000000e+01 6.034569418765e+00 8.786961935814e-02 3.001477547591e-01 1.663553711548e-01
{8} 2.700000000000e+01 6.034569418765e+00 8.786961935814e-02 3.001477547591e-01 1.663553711548e-01
{9} 2.700000000000e+01 6.106942761196e+00 6.286690096814e-01 4.145474326863e-02 2.105615826537e-01
{10} 2.700000000000e+01 6.106942761196e+00 6.286690096814e-01 4.145474326863e-02 2.105615826537e-01
{11} 2.700000000000e+01 5.869134838692e+00 9.280711813589e-01 2.921896023341e-02 4.575229854040e-01
{12} 2.700000000000e+01 5.869134838692e+00 9.280711813589e-01 2.921896023341e-02 4.575229854040e-01
