%%% Natural Frequency
num speed nfreq zeta tau lambda 
{22} 2.000000000000e+00  NaN  NaN 4.777071800828e+11  Inf

{1} 3.000000000000e+00  NaN  NaN 2.731827431780e-04  Inf
{2} 3.000000000000e+00  NaN  NaN 3.500662708727e-04  Inf
{3} 3.000000000000e+00  NaN  NaN 1.977564695653e-03  Inf
{4} 3.000000000000e+00  NaN  NaN 2.923375722336e-03  Inf
{5} 3.000000000000e+00  NaN  NaN 7.396652212784e-03  Inf
{6} 3.000000000000e+00  NaN  NaN 1.223485330413e-02  Inf
{7} 3.000000000000e+00  NaN  NaN 1.536347944824e-02  Inf
{8} 3.000000000000e+00 6.445863133287e+00 4.340844698151e-01 5.688068311200e-02 1.722089614924e-01
{9} 3.000000000000e+00 6.445863133287e+00 4.340844698151e-01 5.688068311200e-02 1.722089614924e-01
{10} 3.000000000000e+00 4.619443713875e+00 3.331423008455e-01 1.034190802309e-01 2.295913284579e-01
{11} 3.000000000000e+00 4.619443713875e+00 3.331423008455e-01 1.034190802309e-01 2.295913284579e-01
{12} 3.000000000000e+00  NaN  NaN 3.449218243038e-02  Inf
{13} 3.000000000000e+00  NaN  NaN 1.005382103715e-01  Inf
{14} 3.000000000000e+00 5.038980113496e-01 -7.628977511431e-01 -4.140103063408e-01 3.069558800413e+00
{15} 3.000000000000e+00 5.038980113496e-01 -7.628977511431e-01 -4.140103063408e-01 3.069558800413e+00
{16} 3.000000000000e+00  NaN  NaN 2.823578070311e-01  Inf
{17} 3.000000000000e+00 1.877211607445e-07 -3.275969482657e-05 -2.588016573916e+10 5.327049953084e+06
{18} 3.000000000000e+00 1.877211607445e-07 -3.275969482657e-05 -2.588016573916e+10 5.327049953084e+06
{19} 3.000000000000e+00 1.275850866518e-06 -1.264081320991e-06 -9.868365011312e+10 7.837906656991e+05
{20} 3.000000000000e+00 1.275850866518e-06 -1.264081320991e-06 -9.868365011312e+10 7.837906656991e+05
{21} 3.000000000000e+00  NaN  NaN 1.196087445175e+10  Inf
{22} 3.000000000000e+00  NaN  NaN 9.593647710504e+10  Inf

{1} 4.000000000000e+00  NaN  NaN 3.639092911294e-04  Inf
{2} 4.000000000000e+00  NaN  NaN 4.667184052518e-04  Inf
{3} 4.000000000000e+00  NaN  NaN 2.665841567713e-03  Inf
{4} 4.000000000000e+00  NaN  NaN 3.913129585571e-03  Inf
{5} 4.000000000000e+00 2.001031729134e+01 9.162349671280e-01 8.680790885255e-03 1.247355547651e-01
{6} 4.000000000000e+00 2.001031729134e+01 9.162349671280e-01 8.680790885255e-03 1.247355547651e-01
{7} 4.000000000000e+00  NaN  NaN 2.080081560437e-02  Inf
{8} 4.000000000000e+00 6.204276508086e+00 4.782178725557e-01 5.364178036928e-02 1.835249147738e-01
{9} 4.000000000000e+00 6.204276508086e+00 4.782178725557e-01 5.364178036928e-02 1.835249147738e-01
{10} 4.000000000000e+00 4.990918217887e+00 2.722879804126e-01 1.171146452994e-01 2.082318033422e-01
{11} 4.000000000000e+00 4.990918217887e+00 2.722879804126e-01 1.171146452994e-01 2.082318033422e-01
{12} 4.000000000000e+00  NaN  NaN 3.068998808202e-02  Inf
{13} 4.000000000000e+00  NaN  NaN 8.671338075162e-02  Inf
{14} 4.000000000000e+00  NaN  NaN 2.874514152145e-01  Inf
{15} 4.000000000000e+00 4.617126034953e-01 -5.820475411512e-01 -5.922293723609e-01 2.663514484742e+00
{16} 4.000000000000e+00 4.617126034953e-01 -5.820475411512e-01 -5.922293723609e-01 2.663514484742e+00
{17} 4.000000000000e+00 1.083963015350e-06 3.179550628444e-07 4.617851071417e+11 9.225407009638e+05
{18} 4.000000000000e+00 1.083963015350e-06 3.179550628444e-07 4.617851071417e+11 9.225407009638e+05
{19} 4.000000000000e+00 1.274636633170e-06 5.108669976467e-07 2.444138926066e+11 7.845373135975e+05
{20} 4.000000000000e+00 1.274636633170e-06 5.108669976467e-07 2.444138926066e+11 7.845373135975e+05
{21} 4.000000000000e+00  NaN  NaN -8.497074888547e+10  Inf
{22} 4.000000000000e+00  NaN  NaN 3.508017462611e+11  Inf

{1} 5.000000000000e+00  NaN  NaN 4.544618195693e-04  Inf
{2} 5.000000000000e+00  NaN  NaN 5.833521083970e-04  Inf
{3} 5.000000000000e+00  NaN  NaN 3.381287208260e-03  Inf
{4} 5.000000000000e+00  NaN  NaN 4.916455913970e-03  Inf
{5} 5.000000000000e+00 2.190951130593e+01 8.485589893543e-01 8.560623605633e-03 8.626386305376e-02
{6} 5.000000000000e+00 2.190951130593e+01 8.485589893543e-01 8.560623605633e-03 8.626386305376e-02
{7} 5.000000000000e+00 6.113432881229e+00 5.157579695491e-01 5.047647699142e-02 1.909275854714e-01
{8} 5.000000000000e+00 6.113432881229e+00 5.157579695491e-01 5.047647699142e-02 1.909275854714e-01
{9} 5.000000000000e+00 5.210673659645e+00 2.234964583911e-01 1.366644669031e-01 1.968942560659e-01
{10} 5.000000000000e+00 5.210673659645e+00 2.234964583911e-01 1.366644669031e-01 1.968942560659e-01
{11} 5.000000000000e+00 6.179120978157e+00 9.972318723476e-01 2.582838688057e-02 2.176536732470e+00
{12} 5.000000000000e+00 6.179120978157e+00 9.972318723476e-01 2.582838688057e-02 2.176536732470e+00
{13} 5.000000000000e+00  NaN  NaN 7.544796900476e-02  Inf
{14} 5.000000000000e+00  NaN  NaN 3.149843477652e-01  Inf
{15} 5.000000000000e+00 4.369182158275e-01 -3.156044962805e-01 -1.154188647547e+00 2.412034970643e+00
{16} 5.000000000000e+00 4.369182158275e-01 -3.156044962805e-01 -1.154188647547e+00 2.412034970643e+00
{17} 5.000000000000e+00  NaN  NaN 2.517550487366e+05  Inf
{18} 5.000000000000e+00  NaN  NaN -2.517509614591e+05  Inf
{19} 5.000000000000e+00 1.279634441602e-06 -1.583652978614e-06 -7.853697851018e+10 7.814731828800e+05
{20} 5.000000000000e+00 1.279634441602e-06 -1.583652978614e-06 -7.853697851018e+10 7.814731828800e+05
{21} 5.000000000000e+00  NaN  NaN 1.406612604527e+10  Inf
{22} 5.000000000000e+00  NaN  NaN 3.473598129763e+11  Inf

{1} 6.000000000000e+00  NaN  NaN 5.448363438383e-04  Inf
{2} 6.000000000000e+00  NaN  NaN 6.999678534201e-04  Inf
{3} 6.000000000000e+00  NaN  NaN 4.133910218937e-03  Inf
{4} 6.000000000000e+00 2.351393469123e+01 7.964301665832e-01 8.498594784844e-03 7.032549732387e-02
{5} 6.000000000000e+00 2.351393469123e+01 7.964301665832e-01 8.498594784844e-03 7.032549732387e-02
{6} 6.000000000000e+00  NaN  NaN 5.937443892164e-03  Inf
{7} 6.000000000000e+00 6.083205204120e+00 5.409389231098e-01 4.836591773120e-02 1.954517597972e-01
{8} 6.000000000000e+00 6.083205204120e+00 5.409389231098e-01 4.836591773120e-02 1.954517597972e-01
{9} 6.000000000000e+00 5.350780048287e+00 1.908162782397e-01 1.558790002340e-01 1.903868510622e-01
{10} 6.000000000000e+00 5.350780048287e+00 1.908162782397e-01 1.558790002340e-01 1.903868510622e-01
{11} 6.000000000000e+00 6.122081245826e+00 9.841187619294e-01 2.641639386629e-02 9.201844738486e-01
{12} 6.000000000000e+00 6.122081245826e+00 9.841187619294e-01 2.641639386629e-02 9.201844738486e-01
{13} 6.000000000000e+00  NaN  NaN 6.602684032759e-02  Inf
{14} 6.000000000000e+00 4.552544685598e-01 6.675055414788e-02 5.237343259908e+00 2.201483697507e+00
{15} 6.000000000000e+00 4.552544685598e-01 6.675055414788e-02 5.237343259908e+00 2.201483697507e+00
{16} 6.000000000000e+00  NaN  NaN 4.258182755684e-01  Inf
{17} 6.000000000000e+00 1.266486089007e-06 2.151203605635e-05 5.841685749438e+09 7.895862488437e+05
{18} 6.000000000000e+00 1.266486089007e-06 2.151203605635e-05 5.841685749438e+09 7.895862488437e+05
{19} 6.000000000000e+00 1.144768392844e-06 -2.921320707359e-05 -4.759082839780e+09 8.735391426575e+05
{20} 6.000000000000e+00 1.144768392844e-06 -2.921320707359e-05 -4.759082839780e+09 8.735391426575e+05
{21} 6.000000000000e+00  NaN  NaN 1.905533740818e+10  Inf
{22} 6.000000000000e+00  NaN  NaN -1.869484085799e+11  Inf

{1} 7.000000000000e+00  NaN  NaN 6.350290100539e-04  Inf
{2} 7.000000000000e+00  NaN  NaN 8.165666002170e-04  Inf
{3} 7.000000000000e+00 2.495818715444e+01 7.537835107556e-01 8.459807125507e-03 6.097339882551e-02
{4} 7.000000000000e+00 2.495818715444e+01 7.537835107556e-01 8.459807125507e-03 6.097339882551e-02
{5} 7.000000000000e+00  NaN  NaN 4.936668059456e-03  Inf
{6} 7.000000000000e+00  NaN  NaN 6.980916775754e-03  Inf
{7} 7.000000000000e+00 5.454011470178e+00 1.684528462961e-01 1.732310473652e-01 1.860094107369e-01
{8} 7.000000000000e+00 5.454011470178e+00 1.684528462961e-01 1.732310473652e-01 1.860094107369e-01
{9} 7.000000000000e+00 6.070754258380e+00 5.582866374145e-01 4.695915195898e-02 1.985470344723e-01
{10} 7.000000000000e+00 6.070754258380e+00 5.582866374145e-01 4.695915195898e-02 1.985470344723e-01
{11} 7.000000000000e+00 6.087483129226e+00 9.750293984581e-01 2.681418803497e-02 7.397090715830e-01
{12} 7.000000000000e+00 6.087483129226e+00 9.750293984581e-01 2.681418803497e-02 7.397090715830e-01
{13} 7.000000000000e+00  NaN  NaN 5.798688718277e-02  Inf
{14} 7.000000000000e+00 6.130565494178e-01 3.841245769444e-01 6.758456147960e-01 1.766710689092e+00
{15} 7.000000000000e+00 6.130565494178e-01 3.841245769444e-01 6.758456147960e-01 1.766710689092e+00
{16} 7.000000000000e+00  NaN  NaN 9.894991238408e-01  Inf
{17} 7.000000000000e+00 1.318742290026e-06 -3.946925899411e-06 -3.057744721688e+10 7.582982722028e+05
{18} 7.000000000000e+00 1.318742290026e-06 -3.946925899411e-06 -3.057744721688e+10 7.582982722028e+05
{19} 7.000000000000e+00 1.268769516351e-06 6.050213606869e-07 2.073321675262e+11 7.881652160717e+05
{20} 7.000000000000e+00 1.268769516351e-06 6.050213606869e-07 2.073321675262e+11 7.881652160717e+05
{21} 7.000000000000e+00  NaN  NaN 5.580225699533e+11  Inf
{22} 7.000000000000e+00  NaN  NaN -2.633387541578e+10  Inf

{1} 8.000000000000e+00  NaN  NaN 7.250361374524e-04  Inf
{2} 8.000000000000e+00  NaN  NaN 9.331498881080e-04  Inf
{3} 8.000000000000e+00 2.629366540752e+01 7.177631594204e-01 8.433111372998e-03 5.462109154132e-02
{4} 8.000000000000e+00 2.629366540752e+01 7.177631594204e-01 8.433111372998e-03 5.462109154132e-02
{5} 8.000000000000e+00  NaN  NaN 5.807209823626e-03  Inf
{6} 8.000000000000e+00  NaN  NaN 8.053103580299e-03  Inf
{7} 8.000000000000e+00 5.535628631958e+00 1.524107021471e-01 1.886417083747e-01 1.827833696683e-01
{8} 8.000000000000e+00 5.535628631958e+00 1.524107021471e-01 1.886417083747e-01 1.827833696683e-01
{9} 8.000000000000e+00 6.064850235413e+00 5.709144391492e-01 4.596518619750e-02 2.008314404049e-01
{10} 8.000000000000e+00 6.064850235413e+00 5.709144391492e-01 4.596518619750e-02 2.008314404049e-01
{11} 8.000000000000e+00 6.063339719689e+00 9.682347288537e-01 2.710987867061e-02 6.595889472754e-01
{12} 8.000000000000e+00 6.063339719689e+00 9.682347288537e-01 2.710987867061e-02 6.595889472754e-01
{13} 8.000000000000e+00  NaN  NaN 5.099500243461e-02  Inf
{14} 8.000000000000e+00 8.161366185979e-01 4.622224630920e-01 4.218967887933e-01 1.381748752497e+00
{15} 8.000000000000e+00 8.161366185979e-01 4.622224630920e-01 4.218967887933e-01 1.381748752497e+00
{16} 8.000000000000e+00  NaN  NaN 2.356900377197e+00  Inf
{17} 8.000000000000e+00 1.184562598711e-06 -2.448707944170e-06 -5.486875744695e+10 8.441934610220e+05
{18} 8.000000000000e+00 1.184562598711e-06 -2.448707944170e-06 -5.486875744695e+10 8.441934610220e+05
{19} 8.000000000000e+00 1.283143407547e-06 -2.255185568492e-06 -5.499999511586e+10 7.793361163849e+05
{20} 8.000000000000e+00 1.283143407547e-06 -2.255185568492e-06 -5.499999511586e+10 7.793361163849e+05
{21} 8.000000000000e+00  NaN  NaN 3.950075679810e+10  Inf
{22} 8.000000000000e+00  NaN  NaN 1.025866080441e+11  Inf

{1} 9.000000000000e+00  NaN  NaN 8.148542624866e-04  Inf
{2} 9.000000000000e+00  NaN  NaN 1.049719922693e-03  Inf
{3} 9.000000000000e+00 2.754715525203e+01 6.866920285507e-01 8.413590471497e-03 4.993667534623e-02
{4} 9.000000000000e+00 2.754715525203e+01 6.866920285507e-01 8.413590471497e-03 4.993667534623e-02
{5} 9.000000000000e+00  NaN  NaN 6.770906738316e-03  Inf
{6} 9.000000000000e+00  NaN  NaN 9.163304767826e-03  Inf
{7} 9.000000000000e+00 5.602574745509e+00 1.404436402029e-01 2.022694971531e-01 1.802761388908e-01
{8} 9.000000000000e+00 5.602574745509e+00 1.404436402029e-01 2.022694971531e-01 1.802761388908e-01
{9} 9.000000000000e+00 6.061998072579e+00 5.805220500929e-01 4.522573330746e-02 2.025952963211e-01
{10} 9.000000000000e+00 6.061998072579e+00 5.805220500929e-01 4.522573330746e-02 2.025952963211e-01
{11} 9.000000000000e+00 6.044821887805e+00 9.628960901090e-01 2.734369490366e-02 6.129965043628e-01
{12} 9.000000000000e+00 6.044821887805e+00 9.628960901090e-01 2.734369490366e-02 6.129965043628e-01
{13} 9.000000000000e+00  NaN  NaN 4.479012737818e-02  Inf
{14} 9.000000000000e+00 9.985220798915e-01 4.881458142992e-01 3.265223317747e-01 1.147483512655e+00
{15} 9.000000000000e+00 9.985220798915e-01 4.881458142992e-01 3.265223317747e-01 1.147483512655e+00
{16} 9.000000000000e+00  NaN  NaN 5.167083138125e+00  Inf
{17} 9.000000000000e+00 2.078270969574e-06 -3.697278448160e-05 -2.071265642100e+09 4.811692100421e+05
{18} 9.000000000000e+00 2.078270969574e-06 -3.697278448160e-05 -2.071265642100e+09 4.811692100421e+05
{19} 9.000000000000e+00 1.275079742441e-06 6.309558687162e-06 1.978261966198e+10 7.842646751691e+05
{20} 9.000000000000e+00 1.275079742441e-06 6.309558687162e-06 1.978261966198e+10 7.842646751691e+05
{21} 9.000000000000e+00  NaN  NaN -2.078596235798e+11  Inf
{22} 9.000000000000e+00  NaN  NaN -1.850176663875e+10  Inf

{1} 1.000000000000e+01  NaN  NaN 9.044801824874e-04  Inf
{2} 1.000000000000e+01  NaN  NaN 1.166279646308e-03  Inf
{3} 1.000000000000e+01 2.873506619661e+01 6.594739059935e-01 8.398666060173e-03 4.629428550644e-02
{4} 1.000000000000e+01 2.873506619661e+01 6.594739059935e-01 8.398666060173e-03 4.629428550644e-02
{5} 1.000000000000e+01  NaN  NaN 7.866346040857e-03  Inf
{6} 1.000000000000e+01  NaN  NaN 1.032881964840e-02  Inf
{7} 1.000000000000e+01 5.658761028762e+00 1.312364131642e-01 2.143109816498e-01 1.782588716429e-01
{8} 1.000000000000e+01 5.658761028762e+00 1.312364131642e-01 2.143109816498e-01 1.782588716429e-01
{9} 1.000000000000e+01 6.060850949893e+00 5.880830885854e-01 4.465271159651e-02 2.039975607185e-01
{10} 1.000000000000e+01 6.060850949893e+00 5.880830885854e-01 4.465271159651e-02 2.039975607185e-01
{11} 1.000000000000e+01 6.029623216126e+00 9.585473431368e-01 2.753698508985e-02 5.820584558549e-01
{12} 1.000000000000e+01 6.029623216126e+00 9.585473431368e-01 2.753698508985e-02 5.820584558549e-01
{13} 1.000000000000e+01  NaN  NaN 3.914552543571e-02  Inf
{14} 1.000000000000e+01 1.169584209619e+00 5.003698923072e-01 2.719552614406e-01 9.875180281005e-01
{15} 1.000000000000e+01 1.169584209619e+00 5.003698923072e-01 2.719552614406e-01 9.875180281005e-01
{16} 1.000000000000e+01  NaN  NaN 1.252426032348e+01  Inf
{17} 1.000000000000e+01  NaN  NaN 3.266587864200e+04  Inf
{18} 1.000000000000e+01  NaN  NaN -3.267841566305e+04  Inf
{19} 1.000000000000e+01 1.279369287410e-06 -5.152541609973e-07 -2.414363757301e+11 7.816351461935e+05
{20} 1.000000000000e+01 1.279369287410e-06 -5.152541609973e-07 -2.414363757301e+11 7.816351461935e+05
{21} 1.000000000000e+01  NaN  NaN -8.523977827557e+11  Inf
{22} 1.000000000000e+01  NaN  NaN 8.893257005703e+10  Inf

{1} 1.100000000000e+01  NaN  NaN 9.939109959905e-04  Inf
{2} 1.100000000000e+01  NaN  NaN 1.282832778947e-03  Inf
{3} 1.100000000000e+01 2.986849238067e+01 6.353439975214e-01 8.386831126941e-03 4.335512612600e-02
{4} 1.100000000000e+01 2.986849238067e+01 6.353439975214e-01 8.386831126941e-03 4.335512612600e-02
{5} 1.100000000000e+01  NaN  NaN 9.154769917513e-03  Inf
{6} 1.100000000000e+01  NaN  NaN 1.159348364281e-02  Inf
{7} 1.100000000000e+01 5.706692869139e+00 1.239748269210e-01 2.249583517351e-01 1.765952081361e-01
{8} 1.100000000000e+01 5.706692869139e+00 1.239748269210e-01 2.249583517351e-01 1.765952081361e-01
{9} 1.100000000000e+01 6.060791080757e+00 5.941919668884e-01 4.419407431754e-02 2.051351380686e-01
{10} 1.100000000000e+01 6.060791080757e+00 5.941919668884e-01 4.419407431754e-02 2.051351380686e-01
{11} 1.100000000000e+01 6.016512235157e+00 9.549055527072e-01 2.770224135213e-02 5.597972640189e-01
{12} 1.100000000000e+01 6.016512235157e+00 9.549055527072e-01 2.770224135213e-02 5.597972640189e-01
{13} 1.100000000000e+01  NaN  NaN 3.382473567676e-02  Inf
{14} 1.100000000000e+01 1.334878663265e+00 5.063963908984e-01 2.354440602028e-01 8.687591908822e-01
{15} 1.100000000000e+01 1.334878663265e+00 5.063963908984e-01 2.354440602028e-01 8.687591908822e-01
{16} 1.100000000000e+01  NaN  NaN 5.927892542691e+01  Inf
{17} 1.100000000000e+01  NaN  NaN 3.576764891886e+05  Inf
{18} 1.100000000000e+01  NaN  NaN -3.582838546814e+05  Inf
{19} 1.100000000000e+01 1.301195521034e-06 -1.410183520335e-06 -8.673650865942e+10 7.685240102933e+05
{20} 1.100000000000e+01 1.301195521034e-06 -1.410183520335e-06 -8.673650865942e+10 7.685240102933e+05
{21} 1.100000000000e+01  NaN  NaN -5.721814525334e+09  Inf
{22} 1.100000000000e+01  NaN  NaN -2.085292460381e+11  Inf

{1} 1.200000000000e+01  NaN  NaN 1.083144136170e-03  Inf
{2} 1.200000000000e+01  NaN  NaN 1.399383815018e-03  Inf
{3} 1.200000000000e+01 3.095544753052e+01 6.137441935398e-01 8.377137581838e-03 4.091740248237e-02
{4} 1.200000000000e+01 3.095544753052e+01 6.137441935398e-01 8.377137581838e-03 4.091740248237e-02
{5} 1.200000000000e+01  NaN  NaN 1.072399787238e-02  Inf
{6} 1.200000000000e+01  NaN  NaN 1.312810821615e-02  Inf
{7} 1.200000000000e+01 5.748103225862e+00 1.181301642792e-01 2.343876717285e-01 1.751971412986e-01
{8} 1.200000000000e+01 5.748103225862e+00 1.181301642792e-01 2.343876717285e-01 1.751971412986e-01
{9} 1.200000000000e+01 6.061492891662e+00 5.992318786288e-01 4.381730090762e-02 2.060715777739e-01
{10} 1.200000000000e+01 6.061492891662e+00 5.992318786288e-01 4.381730090762e-02 2.060715777739e-01
{11} 1.200000000000e+01 6.004776738118e+00 9.517878577374e-01 2.784730085933e-02 5.428859656638e-01
{12} 1.200000000000e+01 6.004776738118e+00 9.517878577374e-01 2.784730085933e-02 5.428859656638e-01
{13} 1.200000000000e+01  NaN  NaN 2.846662007365e-02  Inf
{14} 1.200000000000e+01 1.497226872574e+00 5.086574166354e-01 2.089811607525e-01 7.757555085645e-01
{15} 1.200000000000e+01 1.497226872574e+00 5.086574166354e-01 2.089811607525e-01 7.757555085645e-01
{16} 1.200000000000e+01  NaN  NaN -4.916432324584e+01  Inf
{17} 1.200000000000e+01  NaN  NaN -2.876022228134e+04  Inf
{18} 1.200000000000e+01  NaN  NaN 2.880953002598e+04  Inf
{19} 1.200000000000e+01 1.276761916805e-06 -3.325111396661e-06 -3.748901347555e+10 7.832313815467e+05
{20} 1.200000000000e+01 1.276761916805e-06 -3.325111396661e-06 -3.748901347555e+10 7.832313815467e+05
{21} 1.200000000000e+01  NaN  NaN 1.861937166524e+10  Inf
{22} 1.200000000000e+01  NaN  NaN -2.229505982354e+11  Inf

{1} 1.300000000000e+01  NaN  NaN 1.172177393313e-03  Inf
{2} 1.300000000000e+01  NaN  NaN 1.515937961778e-03  Inf
{3} 1.300000000000e+01 3.200200163464e+01 5.942533525001e-01 8.368957224383e-03 3.885229856031e-02
{4} 1.300000000000e+01 3.200200163464e+01 5.942533525001e-01 8.368957224383e-03 3.885229856031e-02
{5} 1.300000000000e+01  NaN  NaN 1.255373862949e-02  Inf
{6} 1.300000000000e+01 5.784250826800e+00 1.133453294988e-01 2.427556714293e-01 1.740045817116e-01
{7} 1.300000000000e+01 5.784250826800e+00 1.133453294988e-01 2.427556714293e-01 1.740045817116e-01
{8} 1.300000000000e+01 6.062764898165e+00 6.034610619998e-01 4.350109123081e-02 2.068507709481e-01
{9} 1.300000000000e+01 6.062764898165e+00 6.034610619998e-01 4.350109123081e-02 2.068507709481e-01
{10} 1.300000000000e+01  NaN  NaN 1.637915411435e-02  Inf
{11} 1.300000000000e+01 5.993979125704e+00 9.490703250309e-01 2.797734582401e-02 5.295239002348e-01
{12} 1.300000000000e+01 5.993979125704e+00 9.490703250309e-01 2.797734582401e-02 5.295239002348e-01
{13} 1.300000000000e+01  NaN  NaN 2.156381063994e-02  Inf
{14} 1.300000000000e+01 1.658184537115e+00 5.081812743276e-01 1.888724494972e-01 7.002253621062e-01
{15} 1.300000000000e+01 1.658184537115e+00 5.081812743276e-01 1.888724494972e-01 7.002253621062e-01
{16} 1.300000000000e+01  NaN  NaN -2.318429047713e+01  Inf
{17} 1.300000000000e+01  NaN  NaN 5.510026710066e+04  Inf
{18} 1.300000000000e+01  NaN  NaN -5.507102878350e+04  Inf
{19} 1.300000000000e+01 1.174132362486e-06 -1.929764046523e-06 -7.024232242303e+10 8.516927323972e+05
{20} 1.300000000000e+01 1.174132362486e-06 -1.929764046523e-06 -7.024232242303e+10 8.516927323972e+05
{21} 1.300000000000e+01  NaN  NaN 7.846355500010e+10  Inf
{22} 1.300000000000e+01  NaN  NaN 2.870461895894e+11  Inf

{1} 1.400000000000e+01  NaN  NaN 1.261008922076e-03  Inf
{2} 1.400000000000e+01  NaN  NaN 1.632501008510e-03  Inf
{3} 1.400000000000e+01 3.301291886696e+01 5.765452484552e-01 8.361858416676e-03 3.707313821034e-02
{4} 1.400000000000e+01 3.301291886696e+01 5.765452484552e-01 8.361858416676e-03 3.707313821034e-02
{5} 1.400000000000e+01 5.816081178400e+00 1.093711798350e-01 2.501996944488e-01 1.729747567509e-01
{6} 1.400000000000e+01 5.816081178400e+00 1.093711798350e-01 2.501996944488e-01 1.729747567509e-01
{7} 1.400000000000e+01  NaN  NaN 1.422878489795e-02  Inf
{8} 1.400000000000e+01 6.064484398080e+00 6.070599870043e-01 4.323093616536e-02 2.075042257028e-01
{9} 1.400000000000e+01 6.064484398080e+00 6.070599870043e-01 4.323093616536e-02 2.075042257028e-01
{10} 1.400000000000e+01 8.603960552041e+00 9.409870253934e-01 1.965794364982e-02 3.434128329132e-01
{11} 1.400000000000e+01 8.603960552041e+00 9.409870253934e-01 1.965794364982e-02 3.434128329132e-01
{12} 1.400000000000e+01 5.983837402814e+00 9.466657556638e-01 2.809594733773e-02 5.186464961810e-01
