%%% Bode Mag Phase 
frequency speed  m1 p1
4.391800892596e-01 0.000000000000e+00 -3.932754093561e+01 -3.418659239885e+00 
4.412092863191e-01 0.000000000000e+00 -3.932107440645e+01 -3.437034731678e+00 
4.432478591240e-01 0.000000000000e+00 -3.931454333540e+01 -3.455534939420e+00 
4.452958509943e-01 0.000000000000e+00 -3.930794703176e+01 -3.474161093196e+00 
4.473533054498e-01 0.000000000000e+00 -3.930128479653e+01 -3.492914440513e+00 
4.494202662119e-01 0.000000000000e+00 -3.929455592227e+01 -3.511796246614e+00 
4.514967772036e-01 0.000000000000e+00 -3.928775969297e+01 -3.530807794804e+00 
4.535828825510e-01 0.000000000000e+00 -3.928089538394e+01 -3.549950386780e+00 
4.556786265841e-01 0.000000000000e+00 -3.927396226171e+01 -3.569225342968e+00 
4.577840538377e-01 0.000000000000e+00 -3.926695958386e+01 -3.588634002871e+00 
4.598992090522e-01 0.000000000000e+00 -3.925988659890e+01 -3.608177725421e+00 
4.620241371751e-01 0.000000000000e+00 -3.925274254616e+01 -3.627857889338e+00 
4.641588833613e-01 0.000000000000e+00 -3.924552665565e+01 -3.647675893501e+00 
4.663034929743e-01 0.000000000000e+00 -3.923823814789e+01 -3.667633157324e+00 
4.684580115873e-01 0.000000000000e+00 -3.923087623382e+01 -3.687731121143e+00 
4.706224849841e-01 0.000000000000e+00 -3.922344011463e+01 -3.707971246608e+00 
4.727969591600e-01 0.000000000000e+00 -3.921592898162e+01 -3.728355017088e+00 
4.749814803229e-01 0.000000000000e+00 -3.920834201607e+01 -3.748883938082e+00 
4.771760948939e-01 0.000000000000e+00 -3.920067838905e+01 -3.769559537641e+00 
4.793808495089e-01 0.000000000000e+00 -3.919293726132e+01 -3.790383366799e+00 
4.815957910192e-01 0.000000000000e+00 -3.918511778313e+01 -3.811357000013e+00 
4.838209664926e-01 0.000000000000e+00 -3.917721909411e+01 -3.832482035617e+00 
4.860564232142e-01 0.000000000000e+00 -3.916924032305e+01 -3.853760096280e+00 
4.883022086878e-01 0.000000000000e+00 -3.916118058781e+01 -3.875192829480e+00 
4.905583706365e-01 0.000000000000e+00 -3.915303899506e+01 -3.896781907985e+00 
4.928249570041e-01 0.000000000000e+00 -3.914481464022e+01 -3.918529030353e+00 
4.951020159556e-01 0.000000000000e+00 -3.913650660719e+01 -3.940435921430e+00 
4.973895958790e-01 0.000000000000e+00 -3.912811396824e+01 -3.962504332872e+00 
4.996877453855e-01 0.000000000000e+00 -3.911963578380e+01 -3.984736043676e+00 
5.019965133110e-01 0.000000000000e+00 -3.911107110228e+01 -4.007132860719e+00 
5.043159487171e-01 0.000000000000e+00 -3.910241895990e+01 -4.029696619316e+00 
5.066461008921e-01 0.000000000000e+00 -3.909367838046e+01 -4.052429183788e+00 
5.089870193520e-01 0.000000000000e+00 -3.908484837523e+01 -4.075332448043e+00 
5.113387538414e-01 0.000000000000e+00 -3.907592794264e+01 -4.098408336172e+00 
5.137013543351e-01 0.000000000000e+00 -3.906691606819e+01 -4.121658803060e+00 
5.160748710386e-01 0.000000000000e+00 -3.905781172416e+01 -4.145085835012e+00 
5.184593543893e-01 0.000000000000e+00 -3.904861386945e+01 -4.168691450393e+00 
5.208548550578e-01 0.000000000000e+00 -3.903932144936e+01 -4.192477700281e+00 
5.232614239487e-01 0.000000000000e+00 -3.902993339536e+01 -4.216446669143e+00 
5.256791122018e-01 0.000000000000e+00 -3.902044862488e+01 -4.240600475522e+00 
5.281079711934e-01 0.000000000000e+00 -3.901086604109e+01 -4.264941272741e+00 
5.305480525370e-01 0.000000000000e+00 -3.900118453265e+01 -4.289471249627e+00 
5.329994080844e-01 0.000000000000e+00 -3.899140297350e+01 -4.314192631252e+00 
5.354620899274e-01 0.000000000000e+00 -3.898152022261e+01 -4.339107679693e+00 
5.379361503981e-01 0.000000000000e+00 -3.897153512373e+01 -4.364218694808e+00 
5.404216420706e-01 0.000000000000e+00 -3.896144650516e+01 -4.389528015037e+00 
5.429186177619e-01 0.000000000000e+00 -3.895125317949e+01 -4.415038018216e+00 
5.454271305330e-01 0.000000000000e+00 -3.894095394331e+01 -4.440751122420e+00 
5.479472336900e-01 0.000000000000e+00 -3.893054757701e+01 -4.466669786820e+00 
5.504789807855e-01 0.000000000000e+00 -3.892003284446e+01 -4.492796512569e+00 
5.530224256193e-01 0.000000000000e+00 -3.890940849274e+01 -4.519133843700e+00 
5.555776222399e-01 0.000000000000e+00 -3.889867325190e+01 -4.545684368062e+00 
5.581446249455e-01 0.000000000000e+00 -3.888782583462e+01 -4.572450718265e+00 
5.607234882852e-01 0.000000000000e+00 -3.887686493595e+01 -4.599435572663e+00 
5.633142670601e-01 0.000000000000e+00 -3.886578923303e+01 -4.626641656352e+00 
5.659170163246e-01 0.000000000000e+00 -3.885459738473e+01 -4.654071742200e+00 
5.685317913874e-01 0.000000000000e+00 -3.884328803138e+01 -4.681728651903e+00 
5.711586478126e-01 0.000000000000e+00 -3.883185979448e+01 -4.709615257068e+00 
5.737976414214e-01 0.000000000000e+00 -3.882031127629e+01 -4.737734480327e+00 
5.764488282926e-01 0.000000000000e+00 -3.880864105959e+01 -4.766089296474e+00 
5.791122647642e-01 0.000000000000e+00 -3.879684770730e+01 -4.794682733646e+00 
5.817880074345e-01 0.000000000000e+00 -3.878492976213e+01 -4.823517874518e+00 
5.844761131634e-01 0.000000000000e+00 -3.877288574625e+01 -4.852597857546e+00 
5.871766390733e-01 0.000000000000e+00 -3.876071416091e+01 -4.881925878234e+00 
5.898896425508e-01 0.000000000000e+00 -3.874841348610e+01 -4.911505190441e+00 
5.926151812476e-01 0.000000000000e+00 -3.873598218014e+01 -4.941339107719e+00 
5.953533130814e-01 0.000000000000e+00 -3.872341867933e+01 -4.971431004690e+00 
5.981040962381e-01 0.000000000000e+00 -3.871072139754e+01 -5.001784318465e+00 
6.008675891720e-01 0.000000000000e+00 -3.869788872581e+01 -5.032402550096e+00 
6.036438506076e-01 0.000000000000e+00 -3.868491903195e+01 -5.063289266069e+00 
6.064329395408e-01 0.000000000000e+00 -3.867181066011e+01 -5.094448099846e+00 
6.092349152401e-01 0.000000000000e+00 -3.865856193036e+01 -5.125882753440e+00 
6.120498372477e-01 0.000000000000e+00 -3.864517113827e+01 -5.157596999043e+00 
6.148777653810e-01 0.000000000000e+00 -3.863163655444e+01 -5.189594680694e+00 
6.177187597338e-01 0.000000000000e+00 -3.861795642403e+01 -5.221879716002e+00 
6.205728806777e-01 0.000000000000e+00 -3.860412896634e+01 -5.254456097908e+00 
6.234401888628e-01 0.000000000000e+00 -3.859015237430e+01 -5.287327896505e+00 
6.263207452199e-01 0.000000000000e+00 -3.857602481398e+01 -5.320499260914e+00 
6.292146109610e-01 0.000000000000e+00 -3.856174442410e+01 -5.353974421200e+00 
6.321218475812e-01 0.000000000000e+00 -3.854730931553e+01 -5.387757690363e+00 
6.350425168596e-01 0.000000000000e+00 -3.853271757076e+01 -5.421853466368e+00 
6.379766808606e-01 0.000000000000e+00 -3.851796724332e+01 -5.456266234253e+00 
6.409244019356e-01 0.000000000000e+00 -3.850305635733e+01 -5.491000568285e+00 
6.438857427240e-01 0.000000000000e+00 -3.848798290685e+01 -5.526061134188e+00 
6.468607661546e-01 0.000000000000e+00 -3.847274485535e+01 -5.561452691434e+00 
6.498495354470e-01 0.000000000000e+00 -3.845734013511e+01 -5.597180095606e+00 
6.528521141128e-01 0.000000000000e+00 -3.844176664662e+01 -5.633248300827e+00 
6.558685659571e-01 0.000000000000e+00 -3.842602225800e+01 -5.669662362269e+00 
6.588989550800e-01 0.000000000000e+00 -3.841010480430e+01 -5.706427438735e+00 
6.619433458774e-01 0.000000000000e+00 -3.839401208693e+01 -5.743548795317e+00 
6.650018030431e-01 0.000000000000e+00 -3.837774187294e+01 -5.781031806142e+00 
6.680743915696e-01 0.000000000000e+00 -3.836129189439e+01 -5.818881957200e+00 
6.711611767496e-01 0.000000000000e+00 -3.834465984763e+01 -5.857104849258e+00 
6.742622241778e-01 0.000000000000e+00 -3.832784339260e+01 -5.895706200866e+00 
6.773775997518e-01 0.000000000000e+00 -3.831084015210e+01 -5.934691851460e+00 
6.805073696735e-01 0.000000000000e+00 -3.829364771107e+01 -5.974067764559e+00 
6.836516004510e-01 0.000000000000e+00 -3.827626361578e+01 -6.013840031068e+00 
6.868103588995e-01 0.000000000000e+00 -3.825868537310e+01 -6.054014872677e+00 
6.899837121430e-01 0.000000000000e+00 -3.824091044965e+01 -6.094598645382e+00 
6.931717276155e-01 0.000000000000e+00 -3.822293627103e+01 -6.135597843108e+00 
6.963744730628e-01 0.000000000000e+00 -3.820476022093e+01 -6.177019101453e+00 
6.995920165435e-01 0.000000000000e+00 -3.818637964030e+01 -6.218869201558e+00 
7.028244264308e-01 0.000000000000e+00 -3.816779182646e+01 -6.261155074096e+00 
7.060717714138e-01 0.000000000000e+00 -3.814899403219e+01 -6.303883803398e+00 
7.093341204988e-01 0.000000000000e+00 -3.812998346477e+01 -6.347062631712e+00 
7.126115430112e-01 0.000000000000e+00 -3.811075728510e+01 -6.390698963602e+00 
7.159041085965e-01 0.000000000000e+00 -3.809131260664e+01 -6.434800370502e+00 
7.192118872221e-01 0.000000000000e+00 -3.807164649446e+01 -6.479374595411e+00 
7.225349491787e-01 0.000000000000e+00 -3.805175596417e+01 -6.524429557758e+00 
7.258733650817e-01 0.000000000000e+00 -3.803163798092e+01 -6.569973358420e+00 
7.292272058728e-01 0.000000000000e+00 -3.801128945824e+01 -6.616014284925e+00 
7.325965428215e-01 0.000000000000e+00 -3.799070725699e+01 -6.662560816819e+00 
7.359814475266e-01 0.000000000000e+00 -3.796988818419e+01 -6.709621631232e+00 
7.393819919176e-01 0.000000000000e+00 -3.794882899185e+01 -6.757205608623e+00 
7.427982482565e-01 0.000000000000e+00 -3.792752637577e+01 -6.805321838739e+00 
7.462302891391e-01 0.000000000000e+00 -3.790597697429e+01 -6.853979626771e+00 
7.496781874967e-01 0.000000000000e+00 -3.788417736702e+01 -6.903188499736e+00 
7.531420165974e-01 0.000000000000e+00 -3.786212407358e+01 -6.952958213082e+00 
7.566218500481e-01 0.000000000000e+00 -3.783981355219e+01 -7.003298757524e+00 
7.601177617955e-01 0.000000000000e+00 -3.781724219833e+01 -7.054220366134e+00 
7.636298261282e-01 0.000000000000e+00 -3.779440634336e+01 -7.105733521678e+00 
7.671581176779e-01 0.000000000000e+00 -3.777130225298e+01 -7.157848964227e+00 
7.707027114212e-01 0.000000000000e+00 -3.774792612584e+01 -7.210577699040e+00 
7.742636826811e-01 0.000000000000e+00 -3.772427409190e+01 -7.263931004737e+00 
7.778411071286e-01 0.000000000000e+00 -3.770034221095e+01 -7.317920441776e+00 
7.814350607845e-01 0.000000000000e+00 -3.767612647092e+01 -7.372557861244e+00 
7.850456200205e-01 0.000000000000e+00 -3.765162278625e+01 -7.427855413975e+00 
7.886728615614e-01 0.000000000000e+00 -3.762682699614e+01 -7.483825560010e+00 
7.923168624866e-01 0.000000000000e+00 -3.760173486284e+01 -7.540481078418e+00 
7.959777002315e-01 0.000000000000e+00 -3.757634206979e+01 -7.597835077488e+00 
7.996554525892e-01 0.000000000000e+00 -3.755064421976e+01 -7.655901005309e+00 
8.033501977125e-01 0.000000000000e+00 -3.752463683295e+01 -7.714692660761e+00 
8.070620141150e-01 0.000000000000e+00 -3.749831534503e+01 -7.774224204927e+00 
8.107909806732e-01 0.000000000000e+00 -3.747167510506e+01 -7.834510172958e+00 
8.145371766281e-01 0.000000000000e+00 -3.744471137344e+01 -7.895565486387e+00 
8.183006815867e-01 0.000000000000e+00 -3.741741931974e+01 -7.957405465949e+00 
8.220815755241e-01 0.000000000000e+00 -3.738979402049e+01 -8.020045844893e+00 
8.258799387844e-01 0.000000000000e+00 -3.736183045690e+01 -8.083502782833e+00 
8.296958520835e-01 0.000000000000e+00 -3.733352351253e+01 -8.147792880154e+00 
8.335293965098e-01 0.000000000000e+00 -3.730486797084e+01 -8.212933193003e+00 
8.373806535266e-01 0.000000000000e+00 -3.727585851274e+01 -8.278941248883e+00 
8.412497049736e-01 0.000000000000e+00 -3.724648971398e+01 -8.345835062895e+00 
8.451366330685e-01 0.000000000000e+00 -3.721675604256e+01 -8.413633154642e+00 
8.490415204089e-01 0.000000000000e+00 -3.718665185598e+01 -8.482354565835e+00 
8.529644499741e-01 0.000000000000e+00 -3.715617139844e+01 -8.552018878638e+00 
8.569055051268e-01 0.000000000000e+00 -3.712530879797e+01 -8.622646234781e+00 
8.608647696149e-01 0.000000000000e+00 -3.709405806345e+01 -8.694257355480e+00 
8.648423275732e-01 0.000000000000e+00 -3.706241308153e+01 -8.766873562208e+00 
8.688382635251e-01 0.000000000000e+00 -3.703036761347e+01 -8.840516798352e+00 
8.728526623848e-01 0.000000000000e+00 -3.699791529192e+01 -8.915209651814e+00 
8.768856094587e-01 0.000000000000e+00 -3.696504961753e+01 -8.990975378577e+00 
8.809371904474e-01 0.000000000000e+00 -3.693176395550e+01 -9.067837927316e+00 
8.850074914473e-01 0.000000000000e+00 -3.689805153198e+01 -9.145821965090e+00 
8.890965989529e-01 0.000000000000e+00 -3.686390543048e+01 -9.224952904162e+00 
8.932045998581e-01 0.000000000000e+00 -3.682931858795e+01 -9.305256930028e+00 
8.973315814584e-01 0.000000000000e+00 -3.679428379099e+01 -9.386761030701e+00 
9.014776314525e-01 0.000000000000e+00 -3.675879367174e+01 -9.469493027316e+00 
9.056428379445e-01 0.000000000000e+00 -3.672284070372e+01 -9.553481606136e+00 
9.098272894456e-01 0.000000000000e+00 -3.668641719758e+01 -9.638756352018e+00 
9.140310748756e-01 0.000000000000e+00 -3.664951529664e+01 -9.725347783431e+00 
9.182542835656e-01 0.000000000000e+00 -3.661212697232e+01 -9.813287389104e+00 
9.224970052592e-01 0.000000000000e+00 -3.657424401945e+01 -9.902607666379e+00 
9.267593301147e-01 0.000000000000e+00 -3.653585805138e+01 -9.993342161392e+00 
9.310413487069e-01 0.000000000000e+00 -3.649696049498e+01 -1.008552551115e+01 
9.353431520292e-01 0.000000000000e+00 -3.645754258548e+01 -1.017919348761e+01 
9.396648314955e-01 0.000000000000e+00 -3.641759536108e+01 -1.027438304394e+01 
9.440064789418e-01 0.000000000000e+00 -3.637710965749e+01 -1.037113236292e+01 
9.483681866286e-01 0.000000000000e+00 -3.633607610225e+01 -1.046948090783e+01 
9.527500472427e-01 0.000000000000e+00 -3.629448510879e+01 -1.056946947578e+01 
9.571521538992e-01 0.000000000000e+00 -3.625232687049e+01 -1.067114025365e+01 
9.615746001432e-01 0.000000000000e+00 -3.620959135435e+01 -1.077453687695e+01 
9.660174799523e-01 0.000000000000e+00 -3.616626829458e+01 -1.087970449150e+01 
9.704808877380e-01 0.000000000000e+00 -3.612234718598e+01 -1.098668981833e+01 
9.749649183484e-01 0.000000000000e+00 -3.607781727707e+01 -1.109554122190e+01 
9.794696670695e-01 0.000000000000e+00 -3.603266756300e+01 -1.120630878178e+01 
9.839952296278e-01 0.000000000000e+00 -3.598688677831e+01 -1.131904436808e+01 
9.885417021920e-01 0.000000000000e+00 -3.594046338942e+01 -1.143380172086e+01 
9.931091813750e-01 0.000000000000e+00 -3.589338558684e+01 -1.155063653365e+01 
9.976977642363e-01 0.000000000000e+00 -3.584564127723e+01 -1.166960654145e+01 
1.002307548284e+00 0.000000000000e+00 -3.579721807520e+01 -1.179077161347e+01 
1.006938631476e+00 0.000000000000e+00 -3.574810329478e+01 -1.191419385080e+01 
1.011591112224e+00 0.000000000000e+00 -3.569828394078e+01 -1.203993768941e+01 
1.016265089393e+00 0.000000000000e+00 -3.564774669973e+01 -1.216807000883e+01 
1.020960662306e+00 0.000000000000e+00 -3.559647793075e+01 -1.229866024680e+01 
1.025677930744e+00 0.000000000000e+00 -3.554446365595e+01 -1.243178052025e+01 
1.030416994951e+00 0.000000000000e+00 -3.549168955077e+01 -1.256750575318e+01 
1.035177955630e+00 0.000000000000e+00 -3.543814093386e+01 -1.270591381160e+01 
1.039960913954e+00 0.000000000000e+00 -3.538380275687e+01 -1.284708564631e+01 
1.044765971561e+00 0.000000000000e+00 -3.532865959383e+01 -1.299110544379e+01 
1.049593230558e+00 0.000000000000e+00 -3.527269563035e+01 -1.313806078580e+01 
1.054442793526e+00 0.000000000000e+00 -3.521589465254e+01 -1.328804281836e+01 
1.059314763518e+00 0.000000000000e+00 -3.515824003566e+01 -1.344114643056e+01 
1.064209244065e+00 0.000000000000e+00 -3.509971473252e+01 -1.359747044406e+01 
1.069126339173e+00 0.000000000000e+00 -3.504030126166e+01 -1.375711781381e+01 
1.074066153333e+00 0.000000000000e+00 -3.497998169531e+01 -1.392019584089e+01 
1.079028791516e+00 0.000000000000e+00 -3.491873764711e+01 -1.408681639825e+01 
1.084014359178e+00 0.000000000000e+00 -3.485655025964e+01 -1.425709617026e+01 
1.089022962264e+00 0.000000000000e+00 -3.479340019186e+01 -1.443115690692e+01 
1.094054707206e+00 0.000000000000e+00 -3.472926760628e+01 -1.460912569398e+01 
1.099109700929e+00 0.000000000000e+00 -3.466413215617e+01 -1.479113523985e+01 
1.104188050854e+00 0.000000000000e+00 -3.459797297261e+01 -1.497732418063e+01 
1.109289864895e+00 0.000000000000e+00 -3.453076865157e+01 -1.516783740451e+01 
1.114415251467e+00 0.000000000000e+00 -3.446249724107e+01 -1.536282639694e+01 
1.119564319484e+00 0.000000000000e+00 -3.439313622838e+01 -1.556244960803e+01 
1.124737178365e+00 0.000000000000e+00 -3.432266252747e+01 -1.576687284378e+01 
1.129933938033e+00 0.000000000000e+00 -3.425105246676e+01 -1.597626968303e+01 
1.135154708921e+00 0.000000000000e+00 -3.417828177722e+01 -1.619082192175e+01 
1.140399601970e+00 0.000000000000e+00 -3.410432558099e+01 -1.641072004691e+01 
1.145668728635e+00 0.000000000000e+00 -3.402915838075e+01 -1.663616374199e+01 
1.150962200885e+00 0.000000000000e+00 -3.395275404977e+01 -1.686736242650e+01 
1.156280131207e+00 0.000000000000e+00 -3.387508582311e+01 -1.710453583211e+01 
1.161622632609e+00 0.000000000000e+00 -3.379612628999e+01 -1.734791461804e+01 
1.166989818617e+00 0.000000000000e+00 -3.371584738769e+01 -1.759774102862e+01 
1.172381803287e+00 0.000000000000e+00 -3.363422039715e+01 -1.785426959633e+01 
1.177798701197e+00 0.000000000000e+00 -3.355121594083e+01 -1.811776789363e+01 
1.183240627458e+00 0.000000000000e+00 -3.346680398288e+01 -1.838851733728e+01 
1.188707697712e+00 0.000000000000e+00 -3.338095383243e+01 -1.866681404903e+01 
1.194200028134e+00 0.000000000000e+00 -3.329363415018e+01 -1.895296977713e+01 
1.199717735436e+00 0.000000000000e+00 -3.320481295908e+01 -1.924731288289e+01 
1.205260936871e+00 0.000000000000e+00 -3.311445765965e+01 -1.955018939755e+01 
1.210829750232e+00 0.000000000000e+00 -3.302253505076e+01 -1.986196415432e+01 
1.216424293857e+00 0.000000000000e+00 -3.292901135668e+01 -2.018302200140e+01 
1.222044686631e+00 0.000000000000e+00 -3.283385226145e+01 -2.051376910190e+01 
1.227691047988e+00 0.000000000000e+00 -3.273702295163e+01 -2.085463432676e+01 
1.233363497914e+00 0.000000000000e+00 -3.263848816885e+01 -2.120607074768e+01 
1.239062156948e+00 0.000000000000e+00 -3.253821227352e+01 -2.156855723677e+01 
1.244787146188e+00 0.000000000000e+00 -3.243615932146e+01 -2.194260018052e+01 
1.250538587290e+00 0.000000000000e+00 -3.233229315543e+01 -2.232873531571e+01 
1.256316602474e+00 0.000000000000e+00 -3.222657751373e+01 -2.272752969517e+01 
1.262121314523e+00 0.000000000000e+00 -3.211897615841e+01 -2.313958379166e+01 
1.267952846786e+00 0.000000000000e+00 -3.200945302615e+01 -2.356553374796e+01 
1.273811323186e+00 0.000000000000e+00 -3.189797240485e+01 -2.400605378157e+01 
1.279696868216e+00 0.000000000000e+00 -3.178449914008e+01 -2.446185875184e+01 
1.285609606943e+00 0.000000000000e+00 -3.166899887541e+01 -2.493370689717e+01 
1.291549665015e+00 0.000000000000e+00 -3.155143833177e+01 -2.542240274912e+01 
1.297517168658e+00 0.000000000000e+00 -3.143178563141e+01 -2.592880022897e+01 
1.303512244682e+00 0.000000000000e+00 -3.131001067285e+01 -2.645380593081e+01 
1.309535020483e+00 0.000000000000e+00 -3.118608556414e+01 -2.699838259291e+01 
1.315585624046e+00 0.000000000000e+00 -3.105998512269e+01 -2.756355275606e+01 
1.321664183947e+00 0.000000000000e+00 -3.093168745097e+01 -2.815040260344e+01 
1.327770829355e+00 0.000000000000e+00 -3.080117459873e+01 -2.876008597138e+01 
1.333905690039e+00 0.000000000000e+00 -3.066843332360e+01 -2.939382851354e+01 
1.340068896364e+00 0.000000000000e+00 -3.053345596330e+01 -3.005293199229e+01 
1.346260579299e+00 0.000000000000e+00 -3.039624143453e+01 -3.073877865998e+01 
1.352480870418e+00 0.000000000000e+00 -3.025679637483e+01 -3.145283567917e+01 
1.358729901903e+00 0.000000000000e+00 -3.011513644583e+01 -3.219665951340e+01 
1.365007806546e+00 0.000000000000e+00 -2.997128781762e+01 -3.297190019894e+01 
1.371314717754e+00 0.000000000000e+00 -2.982528885582e+01 -3.378030538169e+01 
1.377650769549e+00 0.000000000000e+00 -2.967719203430e+01 -3.462372397148e+01 
1.384016096573e+00 0.000000000000e+00 -2.952706609756e+01 -3.550410922740e+01 
1.390410834090e+00 0.000000000000e+00 -2.937499849720e+01 -3.642352104158e+01 
1.396835117989e+00 0.000000000000e+00 -2.922109812694e+01 -3.738412713368e+01 
1.403289084786e+00 0.000000000000e+00 -2.906549837858e+01 -3.838820280410e+01 
1.409772871629e+00 0.000000000000e+00 -2.890836053854e+01 -3.943812881935e+01 
1.416286616299e+00 0.000000000000e+00 -2.874987753869e+01 -4.053638691792e+01 
1.422830457214e+00 0.000000000000e+00 -2.859027806675e+01 -4.168555233088e+01 
1.429404533432e+00 0.000000000000e+00 -2.842983102890e+01 -4.288828260913e+01 
1.436008984651e+00 0.000000000000e+00 -2.826885033939e+01 -4.414730194280e+01 
1.442643951218e+00 0.000000000000e+00 -2.810769998836e+01 -4.546538005385e+01 
1.449309574126e+00 0.000000000000e+00 -2.794679930758e+01 -4.684530464936e+01 
1.456005995021e+00 0.000000000000e+00 -2.778662831409e+01 -4.828984635381e+01 
1.462733356201e+00 0.000000000000e+00 -2.762773296215e+01 -4.980171501263e+01 
1.469491800625e+00 0.000000000000e+00 -2.747073007513e+01 -5.138350629954e+01 
1.476281471909e+00 0.000000000000e+00 -2.731631166042e+01 -5.303763769855e+01 
1.483102514336e+00 0.000000000000e+00 -2.716524823559e+01 -5.476627320142e+01 
1.489955072853e+00 0.000000000000e+00 -2.701839071615e+01 -5.657123650250e+01 
1.496839293077e+00 0.000000000000e+00 -2.687667034249e+01 -5.845391312208e+01 
1.503755321300e+00 0.000000000000e+00 -2.674109606540e+01 -6.041514277382e+01 
1.510703304487e+00 0.000000000000e+00 -2.661274878116e+01 -6.245510442176e+01 
1.517683390283e+00 0.000000000000e+00 -2.649277182467e+01 -6.457319782328e+01 
1.524695727018e+00 0.000000000000e+00 -2.638235721192e+01 -6.676792685580e+01 
1.531740463702e+00 0.000000000000e+00 -2.628272728819e+01 -6.903679144534e+01 
1.538817750038e+00 0.000000000000e+00 -2.619511169824e+01 -7.137619625863e+01 
1.545927736419e+00 0.000000000000e+00 -2.612071994951e+01 -7.378138522967e+01 
1.553070573933e+00 0.000000000000e+00 -2.606071027428e+01 -7.624641118114e+01 
1.560246414366e+00 0.000000000000e+00 -2.601615597545e+01 -7.876414899862e+01 
1.567455410206e+00 0.000000000000e+00 -2.598801090511e+01 -8.132635883756e+01 
1.574697714643e+00 0.000000000000e+00 -2.597707610358e+01 -8.392380266367e+01 
1.581973481579e+00 0.000000000000e+00 -2.598396983986e+01 -8.654641324088e+01 
1.589282865623e+00 0.000000000000e+00 -2.600910327803e+01 -8.918350992190e+01 
1.596626022101e+00 0.000000000000e+00 -2.605266371230e+01 -9.182405089178e+01 
1.604003107057e+00 0.000000000000e+00 -2.611460677620e+01 -9.445690758712e+01 
1.611414277253e+00 0.000000000000e+00 -2.619465829678e+01 -9.707114451935e+01 
1.618859690178e+00 0.000000000000e+00 -2.629232563318e+01 -9.965628711124e+01 
1.626339504048e+00 0.000000000000e+00 -2.640691753063e+01 -1.022025615233e+02 
1.633853877810e+00 0.000000000000e+00 -2.653757085195e+01 -1.047010935554e+02 
1.641402971144e+00 0.000000000000e+00 -2.668328210437e+01 -1.071440580173e+02 
1.648986944471e+00 0.000000000000e+00 -2.684294150078e+01 -1.095247747716e+02 
1.656605958950e+00 0.000000000000e+00 -2.701536737167e+01 -1.118377522555e+02 
1.664260176486e+00 0.000000000000e+00 -2.719933902931e+01 -1.140786831329e+02 
1.671949759732e+00 0.000000000000e+00 -2.739362660632e+01 -1.162443994539e+02 
1.679674872093e+00 0.000000000000e+00 -2.759701686862e+01 -1.183327962194e+02 
1.687435677727e+00 0.000000000000e+00 -2.780833447041e+01 -1.203427326405e+02 
1.695232341554e+00 0.000000000000e+00 -2.802645852619e+01 -1.222739198877e+02 
1.703065029253e+00 0.000000000000e+00 -2.825033469437e+01 -1.241268030131e+02 
1.710933907269e+00 0.000000000000e+00 -2.847898318974e+01 -1.259024432928e+02 
1.718839142817e+00 0.000000000000e+00 -2.871150327386e+01 -1.276024057046e+02 
1.726780903884e+00 0.000000000000e+00 -2.894707482838e+01 -1.292286547969e+02 
1.734759359234e+00 0.000000000000e+00 -2.918495761386e+01 -1.307834609360e+02 
1.742774678409e+00 0.000000000000e+00 -2.942448877508e+01 -1.322693178813e+02 
1.750827031736e+00 0.000000000000e+00 -2.966507908867e+01 -1.336888718431e+02 
1.758916590328e+00 0.000000000000e+00 -2.990620837297e+01 -1.350448616166e+02 
1.767043526089e+00 0.000000000000e+00 -3.014742040290e+01 -1.363400690096e+02 
1.775208011718e+00 0.000000000000e+00 -3.038831759943e+01 -1.375772785693e+02 
1.783410220710e+00 0.000000000000e+00 -3.062855569860e+01 -1.387592455161e+02 
1.791650327364e+00 0.000000000000e+00 -3.086783854953e+01 -1.398886707792e+02 
1.799928506782e+00 0.000000000000e+00 -3.110591314514e+01 -1.409681820751e+02 
1.808244934878e+00 0.000000000000e+00 -3.134256495312e+01 -1.420003200507e+02 
1.816599788375e+00 0.000000000000e+00 -3.157761358578e+01 -1.429875286106e+02 
1.824993244816e+00 0.000000000000e+00 -3.181090882690e+01 -1.439321486547e+02 
1.833425482562e+00 0.000000000000e+00 -3.204232701723e+01 -1.448364145588e+02 
1.841896680800e+00 0.000000000000e+00 -3.227176778995e+01 -1.457024528283e+02 
1.850407019542e+00 0.000000000000e+00 -3.249915113972e+01 -1.465322824476e+02 
1.858956679636e+00 0.000000000000e+00 -3.272441480444e+01 -1.473278165281e+02 
1.867545842761e+00 0.000000000000e+00 -3.294751193625e+01 -1.480908649287e+02 
1.876174691439e+00 0.000000000000e+00 -3.316840903734e+01 -1.488231375832e+02 
1.884843409034e+00 0.000000000000e+00 -3.338708413615e+01 -1.495262483203e+02 
1.893552179756e+00 0.000000000000e+00 -3.360352518030e+01 -1.502017190055e+02 
1.902301188669e+00 0.000000000000e+00 -3.381772862380e+01 -1.508509838706e+02 
1.911090621689e+00 0.000000000000e+00 -3.402969818766e+01 -1.514753939253e+02 
1.919920665593e+00 0.000000000000e+00 -3.423944377465e+01 -1.520762213689e+02 
1.928791508021e+00 0.000000000000e+00 -3.444698052065e+01 -1.526546639430e+02 
1.937703337478e+00 0.000000000000e+00 -3.465232796664e+01 -1.532118491782e+02 
1.946656343342e+00 0.000000000000e+00 -3.485550933722e+01 -1.537488385017e+02 
